region,annee,mois,cas_predits,ci_lower_95,ci_upper_95
Béni Mellal-Khénifra,2042,11,109.36726967735981,89.1783852310113,129.55615412370832
Béni Mellal-Khénifra,2042,12,113.78835832486287,93.20521715340169,134.37149949632405
Béni Mellal-Khénifra,2043,1,112.42178583282214,91.95209824095065,132.89147342469363
Béni Mellal-Khénifra,2043,2,115.46524225738783,94.71278387268728,136.21770064208837
Béni Mellal-Khénifra,2043,3,120.89985603716562,99.64931821179516,142.15039386253608
Béni Mellal-Khénifra,2043,4,117.47976838832133,96.54386168587767,138.41567509076498
Béni Mellal-Khénifra,2043,5,100.40076380159117,81.09525777365252,119.70626982952982
Béni Mellal-Khénifra,2043,6,92.45787862011316,73.97201544724363,110.94374179298269
Béni Mellal-Khénifra,2043,7,81.66206371999162,64.34055336999211,98.98357406999114
Béni Mellal-Khénifra,2043,8,78.33155592689363,61.415293260612756,95.2478185931745
Béni Mellal-Khénifra,2043,9,90.6155680643575,72.35037062705386,108.88076550166114
Béni Mellal-Khénifra,2043,10,97.00174242746593,78.07387274645625,115.92961210847561
Béni Mellal-Khénifra,2043,11,109.33417114914782,89.14864157301761,129.51970072527803
Béni Mellal-Khénifra,2043,12,113.71081001766633,93.13426302816578,134.2873570071669
Béni Mellal-Khénifra,2044,1,112.73513912340333,92.23575645887644,133.23452178793022
Béni Mellal-Khénifra,2044,2,115.52118752677544,94.76244284044397,136.27993221310692
Béni Mellal-Khénifra,2044,3,121.10126723303175,99.83269551854733,142.36983894751617
Béni Mellal-Khénifra,2044,4,117.69594382242346,96.74004767947186,138.65183996537507
Béni Mellal-Khénifra,2044,5,100.798739648777,81.4535528595562,120.1439264379978
Béni Mellal-Khénifra,2044,6,92.31916731036644,73.84767998264765,110.79065463808523
Béni Mellal-Khénifra,2044,7,82.17385396856486,64.79657201681042,99.5511359203193
Béni Mellal-Khénifra,2044,8,79.169876385492,62.16195117517796,96.17780159580605
Béni Mellal-Khénifra,2044,9,91.55230615721013,73.19432933039863,109.91028298402162
Béni Mellal-Khénifra,2044,10,97.00382457930675,78.07928776177913,115.92836139683438
Béni Mellal-Khénifra,2044,11,109.30119418124153,89.11864779164618,129.48374057083686
Béni Mellal-Khénifra,2044,12,113.96426711719893,93.36578757559494,134.56274665880292
Béni Mellal-Khénifra,2045,1,112.36931555571772,91.90451694800497,132.83411416343048
Béni Mellal-Khénifra,2045,2,115.40744246765753,94.66041095634912,136.15447397896594
Béni Mellal-Khénifra,2045,3,120.91406956476406,99.65968703832993,142.1684520911982
Béni Mellal-Khénifra,2045,4,117.64520719891797,96.69461653498368,138.59579786285227
Béni Mellal-Khénifra,2045,5,100.89278708602446,81.54157419604654,120.24399997600237
Béni Mellal-Khénifra,2045,6,92.18583311313286,73.72956950303276,110.64209672323295
Béni Mellal-Khénifra,2045,7,81.50674928761546,64.20091207931439,98.81258649591653
Béni Mellal-Khénifra,2045,8,78.3029941662869,61.389602689486196,95.21638564308759
Béni Mellal-Khénifra,2045,9,90.4429593691894,72.19592204614122,108.68999669223757
Béni Mellal-Khénifra,2045,10,97.26904091976486,78.31401120662649,116.22407063290323
Béni Mellal-Khénifra,2045,11,109.53746451664095,89.33245474937497,129.74247428390692
Béni Mellal-Khénifra,2045,12,113.75184794750142,93.17263205870735,134.33106383629547
Casablanca-Settat,2025,1,2.611773776735268,0.8928555906800115,4.3306919627905245
Casablanca-Settat,2025,2,2.5590917698323907,0.8655911763455197,4.252592363319262
Casablanca-Settat,2025,3,2.50801027502454,0.8364698689298842,4.179550681119196
Casablanca-Settat,2025,4,2.6090561759608257,0.8930950278677003,4.325017324053951
Casablanca-Settat,2025,5,2.6200918358086858,0.8969683181250623,4.343215353492309
Casablanca-Settat,2025,6,2.6083686135552817,0.887432204226482,4.329305022884082
Casablanca-Settat,2025,7,2.38563988332999,0.7670796463817497,4.00420012027823
Casablanca-Settat,2025,8,2.3729611644722026,0.7591122632823692,3.986810065662036
Casablanca-Settat,2025,9,2.470523833250136,0.817763663714099,4.123284002786173
