rang,Commune,Province,n_cas,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct,DECISION_HUMAINE
284,Douar dar lakhchab,Moulay Yacoub,1,Bouchabel,0.444,Oued Lakhdar,0.6,El Kelâa des Sraghna,47.08002883922134,
285,Douar bni zgyiene,Taounate,1,Bni Rzine,0.615,Bni Rzine,0.615,Taounate,47.152126892573904,
286,Douar amghizide,Azilal,1,Zaouiat Ahansal,0.4,Oulad Amghar,0.593,Al Hoceïma,47.22422494592646,
287,Douar ait ichout,Sefrou,1,Aït Seghrouchen,0.387,Ait Ichou,0.72,Khemisset,47.29632299927902,
288,"Douar Tahchoucht, Tamraght",Agadir-Ida Ou Tanane,1,Ida Ou Kazzou,0.308,Houara Oulad Raho,0.372,Guercif,47.36842105263158,
289,Douar Skhira moulay bouchta,Taounate,1,Bni Bouchibet,0.4,Moulay Bouchta,0.683,Moulay Yacoub,47.44051910598414,
290,Douar Matil,Chichaoua,1,Oulad M'Rabet,0.583,Dar Jamaa,0.6,Al Haouz,47.5126171593367,
291,Douar Lhouari,Sidi Kacem,1,Oulad Nouel,0.5,Dar Chaoui,0.696,Tanger-Assilah,47.584715212689254,
292,Douar Lazrak,Inezgane-Aït Melloul,1,Ouad Essafa,0.522,Dar El Hamra,0.667,Sefrou,47.656813266041816,
293,z elbir,Tinghir,1,M'Semrir,0.533,Ksar el-Kebir,0.6,Larache,47.72891131939438,
294,trik alwahda,Taza,1,Tahla,0.471,Sti Fadma,0.476,Al Haouz,47.80100937274693,
295,tlat louta,Nador,1,Bni Sidel Louta,0.56,Tazouta,0.706,Sefrou,47.873107426099494,
296,tkhabecht,Driouch,1,Tafersit,0.471,Tafetachte,0.632,Essaouira,47.945205479452056,
297,tizitounte,Chichaoua,1,Ain Tazitounte,0.75,Tiztoutine,0.8,Driouch,48.01730353280461,
298,tisli,Tinghir,1,Tilmi,0.8,Tisqi,0.8,Azilal,48.08940158615717,
299,Elhajeb II,El Hajeb,1,El Hajeb,0.778,El Hajeb,0.778,El Hajeb,48.161499639509735,
300,Elguenzra,Khemisset,1,El Kansera,0.526,El Guerdane,0.6,Taroudant,48.23359769286229,
301,El wahda,Taza,1,Outat El Haj,0.4,Lahdar,0.714,Youssoufia,48.30569574621485,
302,El bahri,Nador,1,Al Aroui,0.625,El Aamria,0.706,El Kelâa des Sraghna,48.377793799567414,
303,El Yasmine,Sidi Kacem,1,Ain Jemaa,0.421,Lahsinate,0.632,Essaouira,48.44989185291997,
304,El Qods,El Kelâa des Sraghna,1,El Marbouh,0.471,El Mers,0.571,Boulemane,48.52198990627253,
305,El Hana,El Kelâa des Sraghna,1,El Aamria,0.625,El Hanchane,0.778,Essaouira,48.59408795962509,
306,El Bassatine,Meknès,1,Mrhassiyine,0.522,El Bibane,0.667,Taounate,48.66618601297765,
307,Ehahane,Essaouira,1,El Hanchane,0.778,Zeghanghane,0.778,Nador,48.73828406633021,
308,Dr lagraa,Rehamna,1,Sidi Ali Labrahla,0.538,Dar Jamaa,0.667,Al Haouz,48.81038211968277,
309,Dr Zhair Bouata,Sidi Kacem,1,Zirara,0.476,Dar Bouazza,0.692,Casablanca,48.882480173035326,
310,Dr Lamharig,Sidi Kacem,1,Zirara,0.353,Lamhara,0.667,Taroudant,48.95457822638789,
311,Douar zrarda,Taounate,1,Oulad Daoud,0.522,Zrarda,0.667,Taza,49.02667627974045,
312,Douar tiaret bni frassen,Taza,1,Oulad Chrif,0.343,Bni Frassen,0.629,Taounate,49.098774333093004,
313,Douar tarouate,Ouezzane,1,Teroual,0.476,Ouarzazate,0.667,Ouarzazate,49.170872386445566,
314,Douar sidi saoud,Taounate,1,Oulad Daoud,0.667,Ait Sidi Daoud,0.733,Marrakech,49.24297043979813,
315,Douar Elmchaâ oudka,Taounate,1,Ras El Oued,0.533,Dar Chaoui,0.621,Tanger-Assilah,49.31506849315068,
316,Douar Elhomane,Inezgane-Aït Melloul,1,Ouad Essafa,0.48,Oulad El Garne,0.643,El Kelâa des Sraghna,49.387166546503245,
317,Douar Chaoui Onarqui,El Kelâa des Sraghna,1,Oulad Cherki,0.438,Dar Chaoui,0.667,Tanger-Assilah,49.45926459985581,
318,Douar Bouzgar Sidi Boushab,Agadir-Ida Ou Tanane,1,Ait Aissi Ihahane,0.372,Sidi Boushab,0.632,Chtouka-Aït Baha,49.53136265320836,
319,Douar Bahi,Azilal,1,Zaouiat Ahansal,0.48,Moulay Brahim,0.696,Al Haouz,49.603460706560924,
320,Douar Asserssif,Agadir-Ida Ou Tanane,1,Aqesri,0.286,Moulay Aissa Ben Driss,0.595,Azilal,49.675558759913486,
321,Douar Ait Bousset,Chtouka-Aït Baha,1,Arbaa Aït Ahmed,0.5,Oulad Ali Youssef,0.706,Boulemane,49.74765681326604,
322,Douar Agafay,Agadir-Ida Ou Tanane,1,Adaghas,0.421,Dar Jamaa,0.667,Al Haouz,49.8197548666186,
323,"Douar Afa, Azrarague",Agadir-Ida Ou Tanane,1,Ida Ou Kazzou,0.424,Ouarzazate,0.533,Ouarzazate,49.891852919971164,
324,DiourEssalam,Sidi Kacem,1,Zirara,0.444,Sidi Moussa Lhamri,0.667,Taroudant,49.96395097332372,
325,Diour sabone,Al Haouz,1,Ouirgane,0.6,Douirane,0.7,Chichaoua,50.03604902667628,
326,Demna,Taounate,1,Oued Jemaa,0.533,Demnate,0.833,Azilal,50.108147080028836,
327,De Passage,Ouarzazate,1,Idelsane,0.556,Sidi Aissa,0.6,Safi,50.1802451333814,
328,Elqods,Guelmim,1,Guelmim,0.308,Loulad,0.5,Khouribga,50.25234318673396,
329,Eloualja,Taounate,1,Khlalfa,0.533,Loulja,0.857,Fès,50.324441240086514,
330,Elkodia,Taroudant,1,El Koudia El Beida,0.56,El Ksiba,0.667,Béni Mellal,50.396539293439076,
331,Gourziana,Taounate,1,Ourtzagh,0.588,Ourdana,0.75,Driouch,50.46863734679164,
332,Ghiyata gharb,Taza,1,Ghiata Al Gharbia,0.8,Ghiata Al Gharbia,0.8,Taza,50.54073540014419,
333,Ghafsey,Taounate,1,Ghafsai,0.714,Ghafsai,0.714,Taounate,50.612833453496755,
334,Fraoua,Sidi Kacem,1,Zirara,0.5,Arbaoua,0.769,Larache,50.68493150684932,
335,Foum anseur,Béni Mellal,1,Foum El Anceur,0.8,Foum El Anceur,0.8,Béni Mellal,50.75702956020187,
336,Foum Anseur,Béni Mellal,1,Foum El Anceur,0.8,Foum El Anceur,0.8,Béni Mellal,50.829127613554434,
337,Fokra,Settat,1,Mzoura,0.545,Boukraa,0.667,Laâyoune,50.901225666906996,
338,Far,Tinghir,1,Aït Elfarsi,0.429,Ifarni,0.667,Driouch,50.97332372025955,
339,Fahs anjra,Fahs-Anjra,1,Anjra,0.667,Lahsasna,0.667,Berrechid,51.04542177361211,
340,Fahs Anjra,Fahs-Anjra,1,Anjra,0.667,Lahsasna,0.667,Berrechid,51.117519826964674,
341,F.B.Salah,Fquih Ben Salah,1,Fkih Ben Salah,0.609,Bni Salah,0.667,Chefchaouen,51.18961788031723,
342,Ess ville,Essaouira,1,Essaouira,0.444,Guers Tiaallaline,0.538,Errachidia,51.26171593366979,
343,Ennakhil,Ouarzazate,1,Taznakht,0.5,Ben Khlil,0.706,Tan-Tan,51.33381398702235,
344,Ennakhil,Chichaoua,1,Ahdil,0.615,Ben Khlil,0.706,Tan-Tan,51.40591204037491,
345,Elwafae,Larache,1,Larache,0.143,Selfat,0.615,Sidi Kacem,51.47801009372747,
346,Douar Ibzazn,Al Hoceïma,1,Rouadi,0.444,Ouarzazate,0.636,Ouarzazate,51.55010814708003,
347,Hay Maurice,Inezgane-Aït Melloul,1,Ait Melloul,0.364,Ait Ouribel,0.545,Khemisset,51.622206200432586,
348,Hay Korsi Rue Almasjid,Taroudant,1,Sidi Abdellah Ou Said,0.419,Ksar al Majaz,0.457,Fahs-Anjra,51.69430425378515,
349,Hay Jadid,Sidi Kacem,1,Ain Jemaa,0.444,El Jadida,0.667,El Jadida,51.76640230713771,
350,Hay Alfarah Im 14 N°5,Agadir-Ida Ou Tanane,1,Ait Aissi Ihahane,0.216,Moulay Brahim,0.485,Al Haouz,51.838500360490265,
351,Haoura,Guercif,1,Bouchaouene,0.471,Harhoura,0.857,Skhirate-Témara,51.91059841384283,
352,Haouara,Taza,1,Maghraoua,0.625,Laouamra,0.8,Larache,51.98269646719539,
353,Hana,El Kelâa des Sraghna,1,Hiadna,0.8,Hiadna,0.8,El Kelâa des Sraghna,52.054794520547944,
354,Hamria,Taounate,1,Zarkat,0.5,Lamrija,0.769,Guercif,52.126892573900506,
355,Hamd,Tinghir,1,Imider,0.4,Tamda,0.667,Rehamna,52.19899062725307,
356,Hal Merbea,Fquih Ben Salah,1,Hel Merbaa,0.8,Hel Merbaa,0.8,Fquih Ben Salah,52.27108868060562,
357,Had msila,Taza,1,Msila,0.714,Msila,0.714,Taza,52.343186733958184,
358,Had Sidi Abdellah,Rehamna,1,Sidi Abdallah,0.8,Sidi Abdallah,0.8,Rehamna,52.415284787310746,
359,Hachane,Essaouira,1,El Hanchane,0.778,El Hanchane,0.778,Essaouira,52.4873828406633,
360,H.Mohmadi,Béni Mellal,1,Sidi Hammadi,0.571,Mohammédia,0.632,Mohammedia,52.55948089401586,
361,H.Mohamadi,Béni Mellal,1,Sidi Hammadi,0.545,Mohammédia,0.7,Mohammedia,52.63157894736842,
362,Gueldaman,Taza,1,Galdamane,0.778,Galdamane,0.778,Taza,52.70367700072098,
363,Hors Province,Settat,1,Ras Al Ain,0.435,Sid Zouine,0.348,Marrakech,52.77577505407354,
364,Hmer Iglalcha,Taroudant,1,Ahmar Laglalcha,0.786,Ahmar Laglalcha,0.786,Taroudant,52.847873107426096,
365,Hkmiss,Tinghir,1,M'Ssici,0.462,Khémisset,0.667,Khemisset,52.91997116077866,
366,Hk,Sidi Kacem,1,Tekna,0.286,Chbika,0.5,Tan-Tan,52.99206921413122,
367,Hidar,Driouch,1,Midar,0.8,Midar,0.8,Driouch,53.064167267483775,
368,Hey Mohammadi,Béni Mellal,1,Sidi Hammadi,0.64,Mohammédia,0.696,Mohammedia,53.13626532083634,
369,Hed Mssila,Taza,1,Msila,0.667,H'Ssyia,0.706,Zagora,53.2083633741889,
370,Hdida,Tinghir,1,Tinejdad,0.462,Haddada,0.667,Kénitra,53.280461427541454,
371,Hay khatabi rue 4 n°32,Nador,1,Hassi Berkane,0.353,Al Kharroub,0.375,Tétouan,53.352559480894016,
372,Hay hassani,Al Haouz,1,Assaki,0.588,Bni Hassane,0.636,Azilal,53.42465753424658,
373,Hay elyasmine,Sidi Kacem,1,Chbanate,0.286,Ras El Ain,0.609,Youssoufia,53.49675558759913,
374,Hay eljadid,Larache,1,Bahhara Oulad Ayad,0.483,El Jadida,0.7,El Jadida,53.568853640951694,
375,Hay Taslouine,Agadir-Ida Ou Tanane,1,Imsouane,0.476,Taliouine,0.727,Tata,53.640951694304256,
376,Hay Sidi Daoud,Inezgane-Aït Melloul,1,Oulad Dahou,0.56,Ait Sidi Daoud,0.857,Marrakech,53.71304974765681,
377,Hay Salam,Meknès,1,Ait Yaazem,0.526,Had Soualem,0.7,Nouaceur,53.78514780100937,
378,Hay Mohammadi,Béni Mellal,1,Sidi Hammadi,0.64,Mohammédia,0.696,Mohammedia,53.857245854361935,
379,Houciema,Al Hoceïma,1,Al Hoceïma,0.667,Haouzia,0.667,El Jadida,53.92934390771449,
380,Houara od rahou,Taza,1,Oulad Bourima,0.5,Houara Oulad Raho,0.875,Guercif,54.00144196106705,
381,De Passage,Agadir-Ida Ou Tanane,1,Ait Aissi Ihahane,0.444,Sidi Aissa,0.6,Safi,54.07354001441961,
382,Dchar Ben Dibane,Larache,1,Ksar el-Kebir,0.345,Dar El Kebdani,0.533,Driouch,54.14563806777217,
383,Dar-Louhra,Taounate,1,Mançoura,0.556,Daoura,0.75,Tarfaya,54.21773612112473,
384,DD Mohamed,Driouch,1,M'Hajer,0.471,Mohammédia,0.7,Mohammedia,54.28983417447729,
385,D.Tabarine,Tiznit,1,Ibdar,0.4,Tazarine,0.778,Taza,54.36193222782985,
386,D.Jihadia,Tata,1,Adis,0.462,Bni Hadifa,0.632,Al Hoceïma,54.43403028118241,
387,D.Jihadia,Al Haouz,1,Sti Fadma,0.444,Bni Hadifa,0.632,Al Hoceïma,54.50612833453497,
388,D.Irahalen,Ouarzazate,1,Siroua,0.375,Irohalen,0.778,Chichaoua,54.578226387887526,
389,D ouar Bénimalek,Ouezzane,1,Beni Malek,0.692,Beni Malek,0.692,Ouezzane,54.65032444124009,
390,D G,Sidi Kacem,1,Sidi Kacem,0.308,Madagh,0.444,Berkane,54.72242249459265,
391,Corona,Driouch,1,Ourdana,0.615,Ourdana,0.615,Driouch,54.794520547945204,
392,Coelma,Tétouan,1,Oued Laou,0.533,Goulmima,0.571,Errachidia,54.866618601297766,
393,Cite Scolaire,Tétouan,1,Bni Said,0.476,Ain Chair,0.364,Figuig,54.93871665465032,
394,Chourfa,Fquih Ben Salah,1,Tachraft,0.533,Chouafaa,0.8,Larache,55.01081470800288,
395,Iwareden,Azilal,1,Aït Majden,0.556,Mibladen,0.625,Midelt,55.082912761355445,
396,Issakssi,Azilal,1,Tisqi,0.462,Isseksi,0.8,Béni Mellal,55.155010814708,
397,Irguita,Taroudant,1,Igli,0.545,Tizguite,0.667,Ifrane,55.22710886806056,
398,Imouzar Kendr,Sefrou,1,Imouzzer Kandar,0.786,Imouzzer Kandar,0.786,Sefrou,55.29920692141312,
399,Imgoune,Taroudant,1,Bigoudine,0.75,Imsouane,0.8,Agadir-Ida Ou Tanane,55.37130497476568,
400,Imgharne,Ouarzazate,1,Idelsane,0.5,Ighzrane,0.75,Taza,55.44340302811824,
401,Ikhourba,Béni Mellal,1,Boutferda,0.471,Khouribga,0.824,Khouribga,55.5155010814708,
402,Ijfi,Driouch,1,Ifarni,0.6,Tifni,0.667,Azilal,55.58759913482336,
403,Ihoudjjine,Azilal,1,Imi N'Oulaoune,0.417,Bigoudine,0.737,Taroudant,55.65969718817592,
404,Ihoudjine,Azilal,1,Imi N'Oulaoune,0.435,Bigoudine,0.778,Taroudant,55.73179524152848,
405,Ihchach,Essaouira,1,El Hanchane,0.444,Tichla,0.615,Aousserd,55.803893294881036,
406,Ighrmloulne,Tinghir,1,Aghbalou N'Kerdous,0.483,Tighedouine,0.636,Al Haouz,55.8759913482336,
407,Ighrem Amazdar,Tinghir,1,Taghzoute N'Ait Atta,0.412,Ighrem N'Ougdal,0.621,Ouarzazate,55.94808940158616,
408,Idaouzemzème,Essaouira,1,Ida Ou Aazza,0.583,Ida Ou Moumen,0.64,Taroudant,56.020187454938714,
409,Idaouzemzeme,Essaouira,1,Ida Ou Aazza,0.583,Ida Ou Moumen,0.64,Taroudant,56.092285508291276,
410,Idaouguelloule,Essaouira,1,Sidi El Jazouli,0.483,Ida Ou Guelloul,0.897,Agadir-Ida Ou Tanane,56.16438356164384,
411,Kalaa-Ourache,Taounate,1,Abdelghaya Souahel,0.645,Larache,0.7,Larache,56.23648161499639,
412,Kalaa Sraghna,El Kelâa des Sraghna,1,El Kelâat Es-Sraghna,0.727,El Kelâat Es-Sraghna,0.727,El Kelâa des Sraghna,56.308579668348955,
413,Kalaa Magoune,Ouarzazate,1,Amerzgane,0.364,Kalaat M'Gouna,0.815,Tinghir,56.38067772170152,
414,Kaa Assrass,Chefchaouen,1,Al Hamra,0.421,Assaisse,0.632,Ouarzazate,56.45277577505407,
415,K_Ba_Mohamed,Taounate,1,Sidi Haj M’hamed,0.519,Karia Ba Mohamed,0.714,Moulay Yacoub,56.52487382840663,
416,K.Tadla,Béni Mellal,1,Kasba Tadla,0.667,Tamda,0.667,Rehamna,56.596971881759195,
417,Jnan nokbi,Fès,1,Ain Bida,0.556,Jnane Bouih,0.667,Youssoufia,56.66906993511175,
418,Jnan kastiyine,Larache,1,Ksar el-Kebir,0.296,Mrhassiyine,0.56,Meknès,56.74116798846431,
419,Jnan Ward,Fès,1,Ain Kansra,0.421,Ain Harrouda,0.571,Médiouna,56.813266041816874,
420,Jiha-Soufla,Taounate,1,Thar Es-Souk,0.522,Toudgha Essoufla,0.667,Tinghir,56.88536409516943,
421,Jida,Tinghir,1,Tinejdad,0.5,Jaidate,0.727,Marrakech,56.95746214852199,
422,Jerf lmlha,Sidi Kacem,1,Ain Jemaa,0.421,Jorf El Melha,0.783,Ouezzane,57.02956020187455,
423,Jemeât old mimoun,Moulay Yacoub,1,Oulad Mimoun,0.621,Oulad Mimoun,0.621,Moulay Yacoub,57.10165825522711,
424,Jamat sidi ghayat,Al Haouz,1,Sidi Badhaj,0.5,Zaouiat Sidi Hamza,0.686,Midelt,57.17375630857967,
425,Jamaat Lamrasla,Safi,1,Lamrasla,0.696,Lamrasla,0.696,Safi,57.24585436193223,
426,Jabriénne,Ouezzane,1,Aïn Béida,0.333,Jabria,0.667,Sidi Bennour,57.317952415284786,
427,"Chatre III,Ait Taoukte",Agadir-Ida Ou Tanane,1,Ida Ou Kazzou,0.286,Tataoute,0.467,Taroudant,57.39005046863735,
428,Charrate,Taounate,1,Zarkat,0.571,Cherrat,0.8,Benslimane,57.4621485219899,
429,Charf Souani,Tanger-Assilah,1,Dar Chaoui,0.545,Charqaoua,0.667,Moulay Yacoub,57.534246575342465,
430,Chahid Baha Rfaif,Sefrou,1,Ahl Sidi Lahcen,0.438,Had Bradia,0.519,Béni Mellal,57.60634462869503,
431,Chahid Baba,Sefrou,1,Azzaba,0.471,Chahda,0.706,Safi,57.67844268204758,
432,Cab,Chtouka-Aït Baha,1,Tabia,0.5,Chtaiba,0.6,El Kelâa des Sraghna,57.75054073540014,
433,Béninsser,Nador,1,Beni Ansar,0.737,Beni Ansar,0.737,Nador,57.822638788752705,
434,Béni assifan,Chefchaouen,1,Bni Selmane,0.609,Bni Hassane,0.783,Azilal,57.89473684210526,
435,Bureau Ikaouen,Tinghir,1,Ikniouen,0.545,Askaouen,0.636,Al Haouz,57.96683489545782,
436,Brakt Lamine,Safi,1,Sebt Gzoula,0.435,Ras El Ain,0.636,Youssoufia,58.038932948810384,
437,Bozamlane,Taza,1,Bouyablane,0.737,Bouyablane,0.737,Taza,58.11103100216294,
438,Bouyafer,Nador,1,Bouarg,0.714,Sbouya,0.714,Sidi Ifni,58.1831290555155,
439,Boumya,Khénifra,1,Oum Rabia,0.533,Sbouya,0.833,Sidi Ifni,58.25522710886806,
440,Kcebia,Sidi Slimane,1,Kceibya,0.769,Kceibya,0.769,Sidi Slimane,58.32732516222062,
441,Karouel,Azilal,1,Taounza,0.429,Tazroute,0.667,Chefchaouen,58.39942321557318,
442,Karoil,Azilal,1,Azilal,0.5,Martil,0.667,Tétouan,58.47152126892574,
443,Laabiate,Sidi Slimane,1,Nouirate,0.5,Laaouinate,0.778,Jerada,58.543619322278296,
444,L'Habita,Sefrou,1,Dar El Hamra,0.5,Lgharbia,0.75,Sidi Bennour,58.61571737563086,
445,L Foukani,Driouch,1,Ifarni,0.533,El Gouraani,0.7,Youssoufia,58.68781542898342,
446,Kssibiya,Sidi Kacem,1,Sidi Kacem,0.444,Kceibya,0.667,Sidi Slimane,58.759913482335975,
447,Kssibat,Chefchaouen,1,Tassift,0.571,Khmis Ksiba,0.667,Rehamna,58.83201153568854,
448,Kmis Anjra,Fahs-Anjra,1,Anjra,0.667,Anjra,0.667,Fahs-Anjra,58.9041095890411,
449,Khmiss anjra,Fahs-Anjra,1,Anjra,0.588,Kissane,0.632,Taounate,58.97620764239365,
450,Khmiss Anjra,Chefchaouen,1,Bni Mansour,0.348,Kissane,0.632,Taounate,59.048305695746215,
451,Khmiss AitAmira,Chtouka-Aït Baha,1,Ait Mzal,0.348,Ait Amira,0.667,Inezgane-Aït Melloul,59.12040374909878,
452,Khmis Anjra,Fahs-Anjra,1,Anjra,0.625,Khmis Ksiba,0.636,Rehamna,59.19250180245133,
453,Khmalca,Taounate,1,Khlalfa,0.714,Khlalfa,0.714,Taounate,59.264599855803894,
454,Kharba,Chtouka-Aït Baha,1,Tabia,0.545,Hrara,0.727,Safi,59.336697909156456,
455,Khandak Zeboua,Tétouan,1,Al Kharroub,0.4,Had Boumoussa,0.593,Fquih Ben Salah,59.40879596250901,
456,"Kelaat M,",Tinghir,1,Kalaat M'Gouna,0.609,Kalaat M'Gouna,0.609,Tinghir,59.48089401586157,
457,Kebdani,Nador,1,Iksane,0.462,Dar El Kebdani,0.667,Driouch,59.552992069214135,
458,Chjahaid baha,Sefrou,1,Ahl Sidi Lahcen,0.5,Ait Baha,0.667,Chtouka-Aït Baha,59.62509012256669,
459,Lmzem,El Kelâa des Sraghna,1,Zemrane,0.5,Talzemt,0.667,Boulemane,59.69718817591925,
460,Lmzam*,Azilal,1,Ait M'Hamed,0.353,Mazguitam,0.533,Guercif,59.769286229271806,
461,Lhotte,Tinghir,1,Outerbat,0.429,Hattane,0.615,Khouribga,59.84138428262437,
462,Lhote,Tinghir,1,Outerbat,0.462,Tlite,0.6,Ouarzazate,59.91348233597693,
463,Lemzar,Zagora,1,Zagora,0.5,Témara,0.667,Skhirate-Témara,59.985580389329485,
464,Lbour,Tinghir,1,Outerbat,0.462,Bourd,0.8,Al Hoceïma,60.05767844268205,
465,Lari Chiekh,Nador,1,Beni Chiker,0.545,Larache,0.667,Larache,60.12977649603461,
466,Lalla aicha,Ouezzane,1,Lamrabih,0.526,Laagagcha,0.7,Sidi Bennour,60.20187454938716,
467,Lalla Aicha,Ouezzane,1,Lamrabih,0.526,Laagagcha,0.7,Sidi Bennour,60.273972602739725,
468,Lakrimat,Essaouira,1,Korimate,0.75,Korimate,0.75,Essaouira,60.34607065609229,
469,Lakrakra,Settat,1,Lahouaza,0.5,Laqraqra,0.75,Fquih Ben Salah,60.41816870944484,
470,Labita od said,Settat,1,Oulad Saïd,0.667,Ait Said,0.727,Essaouira,60.490266762797404,
471,Laazib,Taroudant,1,Lamhadi,0.615,Melaab,0.667,Errachidia,60.562364816149966,
472,Laayayta,Béni Mellal,1,Kasba Tadla,0.211,Oulad Ayyad,0.526,Sefrou,60.63446286950252,
473,Laari Chikh,Taounate,1,Aïn Aïcha,0.5,Zaouiat Cheikh,0.64,Khénifra,60.70656092285508,
474,Laai chikh,Nador,1,Beni Chiker,0.571,Zaouiat Cheikh,0.667,Khénifra,60.778658976207645,
475,M'Hirija,Guercif,1,Lamrija,0.667,Merija,0.714,Jerada,60.8507570295602,
476,Boumardoul,Tinghir,1,Bou Azmou,0.632,Bouarouss,0.737,Taounate,60.92285508291276,
477,Boumalne kcer,Tinghir,1,Boumalne Dadès,0.741,Boumalne Dadès,0.741,Tinghir,60.99495313626532,
478,Boumalne k,Tinghir,1,Boumalne Dadès,0.75,Boumalne Dadès,0.75,Tinghir,61.06705118961788,
479,Boumalene,Ouarzazate,1,Toundoute,0.333,Boulemane,0.778,Boulemane,61.13914924297044,
480,Boulaajat,Taroudant,1,Ouled Aissa,0.5,Loulja,0.667,Fès,61.211247296323,
481,Boukorra,Chefchaouen,1,Bni Bouzra,0.556,Bouskoura,0.824,Nouaceur,61.28334534967556,
482,Boukora,Chefchaouen,1,Bni Bouzra,0.588,Bouskoura,0.875,Nouaceur,61.35544340302812,
483,Boukhalef,Guercif,1,Bouchaouene,0.6,Bouhmame,0.706,Sidi Bennour,61.42754145638068,
484,Boujdian,Larache,1,Souaken,0.533,Oujda,0.769,Oujda-Angad,61.499639509733235,
485,Boujarrah,Tétouan,1,Bni Karrich,0.5,Bouarfa,0.75,Figuig,61.5717375630858,
486,Bouigra,Chtouka-Aït Baha,1,Tizoughrane,0.556,Biougra,0.857,Inezgane-Aït Melloul,61.64383561643836,
487,Bouhamza,Azilal,1,Taounza,0.533,Bouhmame,0.75,Sidi Bennour,61.715933669790914,
488,M'Hannech,Tétouan,1,Mallalienne,0.5,M'Hajer,0.625,Driouch,61.788031723143476,
489,M bekay,Sefrou,1,Imouzzer Kandar,0.364,M'Haya,0.615,Moulay Yacoub,61.86012977649604,
490,M Bakay,Sefrou,1,Matmata,0.429,M'Haya,0.615,Moulay Yacoub,61.93222782984859,
491,Marjane,Boulemane,1,Boulemane,0.5,Zemrane,0.714,El Kelâa des Sraghna,62.004325883201155,
492,Marenniene,Fès,1,Louadaine,0.421,Bni Marghnine,0.609,Driouch,62.07642393655372,
493,Mallaha centre,Settat,1,Machraa Ben Abbou,0.452,Mallalienne,0.64,Tétouan,62.14852198990627,
494,Mallaha,Settat,1,Lahouaza,0.533,Tamallalt,0.625,El Kelâa des Sraghna,62.22062004325883,
495,Malhart,Settat,1,Mniaa,0.5,Al Hamra,0.667,Chefchaouen,62.29271809661139,
496,Maksouline,Al Hoceïma,1,Tifarouine,0.6,Bni Gmil Maksouline,0.69,Taounate,62.36481614996395,
497,Maimouna,Kénitra,1,Ait Malek,0.235,Médiouna,0.75,Nouaceur,62.43691420331651,
498,Mahrek Melak,Settat,1,Ain Blal,0.4,Machraa El Ain,0.615,Taroudant,62.50901225666907,
499,Machouar,Tinghir,1,Assoul,0.429,Mançoura,0.75,Taounate,62.58111031002163,
500,Machouar,Al Haouz,1,Aghouatim,0.588,Mançoura,0.75,Taounate,62.65320836337419,
501,Maayach,Tinghir,1,Imilchil,0.4,Ayacha,0.769,Larache,62.725306416726745,
502,M/bouchta,Taounate,1,Bni Bouchibet,0.636,Moulay Bouchta,0.783,Moulay Yacoub,62.79740447007931,
503,"M,Bouchta M,Bouchta",Taounate,1,Bouhouda,0.519,Bouabout,0.593,Chichaoua,62.86950252343187,
504,"M, Bakay",Sefrou,1,Matmata,0.4,M'Haya,0.571,Moulay Yacoub,62.941600576784424,
505,M'sasa,Taounate,1,Messassa,0.714,M'Saada,0.769,Sidi Slimane,63.013698630136986,
506,M'Sasa,Taounate,1,Messassa,0.714,M'Saada,0.769,Sidi Slimane,63.08579668348955,
507,Menara,Azilal,1,Demnate,0.462,Mnasra,0.833,Kénitra,63.1578947368421,
508,Mellala,Settat,1,Mniaa,0.5,Mellila,0.857,Benslimane,63.229992790194665,
509,Mellaha,Tétouan,1,Mallalienne,0.444,Melaab,0.769,Errachidia,63.30209084354723,
510,Mellaha,Settat,1,Lahouaza,0.533,Melaab,0.769,Errachidia,63.37418889689978,
511,Meghrawa,Taza,1,Maghraoua,0.706,Maghraoua,0.706,Taza,63.44628695025234,
512,Meghater,Larache,1,Sidi Mohamed Lahmar,0.37,Ghmate,0.714,Al Haouz,63.518385003604905,
513,Medina,Essaouira,1,Tafedna,0.615,Médiouna,0.857,Nouaceur,63.59048305695746,
514,Mdiq Fnideq,M'diq-Fnideq,1,Fnideq,0.706,Fnideq,0.706,M'diq-Fnideq,63.66258111031002,
515,Mbarek lbkay,Sefrou,1,Dar El Hamra,0.417,Majmaa Tolba,0.25,Khemisset,63.734679163662584,
516,Mbarek bakay,Sefrou,1,Mtarnagha,0.476,Al Barkanyene,0.48,Berkane,63.80677721701514,
517,Mbarek El Bakay,Sefrou,1,Dar El Hamra,0.593,Dar El Hamra,0.593,Sefrou,63.8788752703677,
518,Massira I,Taza,1,Msila,0.571,Massa,0.714,Tiznit,63.95097332372026,
519,Massira 2,Taza,1,Msila,0.571,Massa,0.714,Tiznit,64.02307137707282,
520,Massira 2,Béni Mellal,1,Kasba Tadla,0.4,Massa,0.714,Tiznit,64.09516943042537,
521,Massira,Taza,1,Msila,0.667,Massa,0.833,Tiznit,64.16726748377793,
522,Massira,Ouezzane,1,Masmouda,0.533,Massa,0.833,Tiznit,64.2393655371305,
523,Menara,El Kelâa des Sraghna,1,Lamharra,0.571,Mnasra,0.833,Kénitra,64.31146359048306,
524,Menara,Boulemane,1,Ermila,0.333,Mnasra,0.833,Kénitra,64.38356164383562,
