rang,Commune,Province,n_cas,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct,DECISION_HUMAINE
244,"A,chefkaoui",Al Haouz,3,Askaouen,0.526,Dar Chaoui,0.667,Tanger-Assilah,54.78166726813425,
245,Tassouite,Ouarzazate,3,Tansifte,0.706,Tassousfi,0.778,Tata,54.889931432695775,
246,Tighboula,Béni Mellal,3,Timoulilt,0.556,Tigouga,0.75,Taroudant,54.99819559725731,
247,Bit goulem,Taza,3,Bni Lent,0.556,Sebt Gzoula,0.667,Safi,55.10645976181884,
248,Sidi ahmed tadli,Sefrou,3,Sidi Youssef Ben Ahmed,0.526,Sidi Ahmed El Khadir,0.778,El Kelâa des Sraghna,55.214723926380366,
249,Taddert,Guercif,3,Tissaf,0.308,Taddart,0.857,Taza,55.3229880909419,
250,wardana,Driouch,3,Ourdana,0.714,Argana,0.769,Taroudant,55.43125225550343,
251,tansgharte,Tinghir,3,Tinghir,0.588,Tamanarte,0.737,Assa-Zag,55.539516420064956,
252,Hay mohamadi,Agadir-Ida Ou Tanane,3,Agadir,0.444,Mohammédia,0.636,Mohammedia,55.64778058462649,
253,Ghorm el alam,Béni Mellal,3,Foum El Anceur,0.519,Sour El Aaz,0.667,El Kelâa des Sraghna,55.75604474918802,
254,Hay Mohamadi,Agadir-Ida Ou Tanane,3,Agadir,0.444,Mohammédia,0.636,Mohammedia,55.86430891374955,
255,Haouafate,Sidi Kacem,3,Chbanate,0.588,Al Haouafate,0.857,Sidi Slimane,55.97257307831108,
256,segangan,Nador,3,Zeghanghane,0.737,Zeghanghane,0.737,Nador,56.08083724287261,
257,15éme GARE,Taza,3,El Gouzate,0.5,M'Garto,0.588,Khouribga,56.18910140743414,
258,tlat boubker,Driouch,2,Oulad Boubker,0.8,Oulad Boubker,0.8,Driouch,56.26127751714183,
259,tazzakht,Tinghir,2,Outerbat,0.375,Taznakht,0.875,Ouarzazate,56.33345362684951,
260,tibihite,Béni Mellal,2,Tilougguite,0.526,Tighirt,0.667,Tiznit,56.4056297365572,
261,A S Jbel,Tinghir,2,Ait Sedrate Jbel El Oulia,0.485,Bni Sidel Jbel,0.636,Nador,56.477805846264886,
262,senhaja,Sefrou,2,Dar El Hamra,0.421,Senada,0.769,Al Hoceïma,56.54998195597258,
263,tansghart,Tinghir,2,Tinghir,0.625,Tanougha,0.706,Béni Mellal,56.62215806568026,
264,sidi ahmed tadli,Sefrou,2,Sidi Youssef Ben Ahmed,0.526,Sidi Ahmed El Khadir,0.778,El Kelâa des Sraghna,56.694334175387944,
265,sidi h o hamd,Essaouira,2,Sidi H'Mad Ou Hamed,0.812,Sidi H'Mad Ou Hamed,0.812,Essaouira,56.766510285095634,
266,Hay Elmohammadi,Agadir-Ida Ou Tanane,2,Agadir,0.381,Mohammédia,0.64,Mohammedia,56.83868639480332,
267,Hamria,Moulay Yacoub,2,Charqaoua,0.533,Lamrija,0.769,Guercif,56.91086250451101,
268,Ghorm Alem,Béni Mellal,2,Oulad M'Barek,0.435,Laghoualem,0.7,Benslimane,56.98303861421869,
269,zaouit nogart,Tinghir,2,Ait Ouassif,0.5,Zaouiat Saiss,0.615,Sidi Bennour,57.05521472392638,
270,tarmoucht,Tinghir,2,Bou Azmou,0.444,Tabaroucht,0.842,Béni Mellal,57.12739083363407,
271,Tasouit,Tinghir,2,Assoul,0.615,Tarsouat,0.8,Chtouka-Aït Baha,57.19956694334175,
272,Tadout,Boulemane,2,Talzemt,0.462,Tazouta,0.769,Sefrou,57.27174305304944,
273,Taglafte,Azilal,2,Tanant,0.571,Tagleft,0.8,Béni Mellal,57.343919162757125,
274,Ait majber,Tinghir,2,Aït Elfarsi,0.571,Aït Majden,0.8,Azilal,57.416095272464815,
275,Bensergao,Ouarzazate,2,Amerzgane,0.444,El Kansera,0.632,Khemisset,57.4882713821725,
276,Takerkouste,Al Haouz,2,Lalla Takarkoust,0.667,Tamegroute,0.762,Zagora,57.56044749188019,
277,Souk laarbaa,Kénitra,2,Oulad Slama,0.522,Souk Tolba,0.727,Larache,57.63262360158787,
278,Syba,Chichaoua,2,Saidate,0.364,Sbouya,0.6,Sidi Ifni,57.704799711295564,
279,Tabrkhachet,Tinghir,2,Souk Lakhmis Dades,0.345,Tabaroucht,0.667,Béni Mellal,57.77697582100325,
280,Timskalte,Tinghir,2,Tilmi,0.429,Takate,0.667,Essaouira,57.84915193071093,
281,Taoujtat,El Hajeb,2,Agourai,0.533,Tazouta,0.8,Sefrou,57.92132804041862,
282,Tarmast,Fquih Ben Salah,2,Tachraft,0.667,Tarmigt,0.714,Ouarzazate,57.993504150126306,
283,Bit Ghoulam,Taza,2,Tahla,0.5,Sebt Gzoula,0.727,Safi,58.065680259834,
284,Bencharrou,Béni Mellal,2,Naour,0.533,Ben Maachou,0.667,El Jadida,58.13785636954168,
285,Beni Gorfet,Larache,2,Bni Garfett,0.818,Bni Garfett,0.818,Larache,58.21003247924937,
286,Toufist,Al Hoceïma,2,Targuist,0.667,Tounfit,0.857,Midelt,58.282208588957054,
287,Tizagui,Azilal,2,Tisqi,0.5,Touizgui,0.8,Assa-Zag,58.354384698664745,
288,Bensergao,Agadir-Ida Ou Tanane,2,Idmine,0.133,El Kansera,0.632,Khemisset,58.42656080837243,
289,A.taourirt,Al Hoceïma,2,Arbaa Taourirt,0.75,Taourirt,0.889,Taourirt,58.49873691808011,
290,Tessa,Taounate,2,Tissa,0.8,Tissa,0.8,Taounate,58.5709130277878,
291,Skhinat,Fès,2,Ain Bida,0.4,Skhirate,0.8,Skhirate-Témara,58.64308913749549,
292,Somâa,Béni Mellal,2,Oulad Gnaou,0.375,Smara,0.8,Es-Semara,58.71526524720318,
293,Aait adel,Al Haouz,2,Sti Fadma,0.444,Ait Aadel,0.889,El Kelâa des Sraghna,58.78744135691086,
294,Ait atab,Azilal,2,Aït Abbas,0.706,Ait Taleb,0.824,Rehamna,58.85961746661855,
295,"Sidi A,Tadli",Sefrou,2,Ahl Sidi Lahcen,0.444,Sidi Ali,0.8,Zagora,58.931793576326235,
296,Sidi Abdelaziz,Sidi Slimane,2,Sidi Al Kamel,0.593,Sidi Abdeljalil,0.828,Safi,59.003969686033926,
297,Sbab,Guercif,2,Assebbab,0.667,Assebbab,0.667,Guercif,59.07614579574161,
298,Sebab,Guercif,2,Assebbab,0.769,Assebbab,0.769,Guercif,59.14832190544929,
299,Boukora,Ouezzane,2,Bni Oual,0.533,Bouskoura,0.875,Nouaceur,59.220498015156984,
300,Boukorra,Ouezzane,2,Kalaat Booqorra,0.522,Bouskoura,0.824,Nouaceur,59.29267412486467,
301,Boukourra,Ouezzane,2,Kalaat Booqorra,0.5,Bouskoura,0.889,Nouaceur,59.36485023457236,
302,Bni wanjel,Taounate,2,Bni Rzine,0.632,Bni Zrantel,0.762,Béni Mellal,59.43702634428004,
303,Bnisadden,Sefrou,2,Ahl Sidi Lahcen,0.333,Bni Said,0.706,Tétouan,59.50920245398773,
304,Segangan,Nador,2,Zeghanghane,0.737,Zeghanghane,0.737,Nador,59.58137856369542,
305,Sgangan,Nador,2,Zeghanghane,0.667,Sgamna,0.769,Khouribga,59.6535546734031,
306,S.M.B.L,Taounate,2,Bouadel,0.286,Mibladen,0.4,Midelt,59.72573078311079,
307,S.Redouane,Sidi Kacem,2,Oulad Nouel,0.476,Sidi Redouane,0.783,Ouezzane,59.797906892818474,
308,ain bziz,Meknès,2,Aïn Orma,0.5,Ain Sbit,0.75,Khemisset,59.870083002526165,
309,ait boamrane,Tinghir,2,Aït Hani,0.6,Ait Naamane,0.783,El Hajeb,59.94225911223385,
310,ait boullal,Tinghir,2,Ait Youl,0.737,Ait Ouallal,0.909,Zagora,60.01443522194154,
311,Z'Rizar,Taounate,2,Zrizer,0.769,Zrizer,0.769,Taounate,60.08661133164922,
312,Barraka,Nador,2,Arekmane,0.4,Braksa,0.769,Khouribga,60.158787441356914,
313,Bel,Sidi Kacem,2,Selfat,0.444,Jbiel,0.75,El Kelâa des Sraghna,60.2309635510646,
314,Ben Yazgha,Sefrou,2,Mtarnagha,0.526,Beni Ftah,0.632,Taza,60.30313966077228,
315,B.S. louta,Nador,2,Bni Sidel Louta,0.64,Louta,0.667,Al Hoceïma,60.37531577047997,
316,B.bouayach II,Al Hoceïma,2,Bni Bouayach,0.72,Bni Bouayach,0.72,Al Hoceïma,60.447491880187656,
317,Zerhoune,Meknès,2,Ouislane,0.5,Mzefroune,0.824,Ouezzane,60.519667989895346,
318,Sab,Azilal,2,Tabia,0.5,Sabbah,0.667,Skhirate-Témara,60.59184409960303,
319,Sab,Moulay Yacoub,2,Sidi El Abed,0.4,Sabbah,0.667,Skhirate-Témara,60.66402020931072,
320,S A Hamd,Essaouira,2,Sidi H'Mad Ou Hamed,0.593,Ras Ain Rhamna,0.636,Marrakech,60.736196319018404,
321,S'Rima,Taounate,2,Rghioua,0.462,Rima,0.8,Settat,60.808372428726095,
322,Bouzemalne,Taza,2,Bouyablane,0.7,Boulemane,0.842,Boulemane,60.88054853843378,
323,Bouhmed,Chefchaouen,2,Tabouda,0.571,Bouhmame,0.8,Sidi Bennour,60.95272464814146,
324,"S,Fasma",Al Haouz,2,Sti Fadma,0.625,Sti Fadma,0.625,Al Haouz,61.02490075784915,
325,S-A-Ouhamd,Essaouira,2,Sidi H'Mad Ou Hamed,0.69,Sidi H'Mad Ou Hamed,0.69,Essaouira,61.09707686755684,
326,ait wahi,Tinghir,2,Aït Hani,0.75,Ait Said,0.75,Essaouira,61.16925297726453,
327,akdim,Tinghir,2,Ouaklim,0.667,Aklim,0.8,Berkane,61.24142908697221,
328,ait driss,Tinghir,2,Ait Ouassif,0.6,Ait Oumdis,0.737,Ouarzazate,61.3136051966799,
329,ait gmate,Tinghir,2,Aït Hani,0.588,Ait Mait,0.824,Driouch,61.385781306387585,
330,B.hadifa,Al Hoceïma,2,Bni Hadifa,0.778,Bni Hadifa,0.778,Al Hoceïma,61.457957416095276,
331,B.Bch,Al Hoceïma,2,Bni Bouayach,0.471,Sabbah,0.545,Skhirate-Témara,61.53013352580296,
332,B.Boufrah,Al Hoceïma,2,Bni Boufrah,0.8,Bni Boufrah,0.8,Al Hoceïma,61.60230963551064,
333,ait h said,Tinghir,2,Aït Hani,0.778,Ait Said,0.889,Essaouira,61.674485745218334,
334,ait hamou oussaid,Tinghir,2,Ait Ouassif,0.643,Ait Haddou Youssef,0.743,Taroudant,61.74666185492602,
335,ait harouit,Tinghir,2,Aït Hani,0.737,Ait Hammou,0.762,Rehamna,61.81883796463371,
336,RassLoued,Taounate,2,Ras El Oued,0.8,Ras El Oued,0.8,Taounate,61.89101407434139,
337,Chouiter,Al Haouz,2,Tighedouine,0.526,Aïn Chouater,0.7,Errachidia,61.96319018404908,
338,Cmsu,Agadir-Ida Ou Tanane,2,Imsouane,0.5,Missour,0.545,Boulemane,62.035366293756766,
339,Ribat Elkher,Sefrou,2,Dar El Hamra,0.5,Mers El Kheir,0.64,Skhirate-Témara,62.10754240346445,
340,"Q,Industriel",Agadir-Ida Ou Tanane,2,Aqesri,0.444,Tindine,0.526,Taroudant,62.17971851317214,
341,Qods,Taza,2,Oued Amlil,0.286,Adis,0.5,Tata,62.251894622879824,
342,Qods1,Taza,2,Oued Amlil,0.267,Adis,0.444,Tata,62.324070732587515,
343,Ras Alam,Moulay Yacoub,2,Sebt Loudaya,0.2,Ras Al Ain,0.778,Settat,62.3962468422952,
344,Ouled Boukhadou,Fquih Ben Salah,2,Ouled Bourahmoune,0.75,Oulad Boughadi,0.759,Khouribga,62.46842295200289,
345,Oum bakht,Béni Mellal,2,Oulad M'Barek,0.636,Ait Oum El Bekht,0.64,Khénifra,62.54059906171057,
346,Ourbiâa,Béni Mellal,2,Naour,0.5,Ourika,0.769,Al Haouz,62.612775171418264,
347,Ouidane,Al Haouz,2,Ouirgane,0.8,Al Ouidane,0.824,Marrakech,62.68495128112595,
348,Darksdani,Driouch,2,Dar El Kebdani,0.696,Dar El Kebdani,0.696,Driouch,62.75712739083363,
349,Dg,Sidi Kacem,2,Zaggota,0.222,Madagh,0.5,Berkane,62.82930350054132,
350,Oulad-Tahar,Taounate,2,Oulad Daoud,0.636,Oulad Amghar,0.87,Al Hoceïma,62.901479610249005,
351,Oel Bousalham,Taounate,2,El Bsabsa,0.636,Moulay Bousselham,0.733,Larache,62.973655719956696,
352,Oled Bder,Ouezzane,2,Moulay Abdelkader,0.538,Ouled Zidane,0.667,Berrechid,63.04583182966438,
353,Ouald Bder,Ouezzane,2,Moulay Abdelkader,0.593,Oulad Berhil,0.727,Taroudant,63.11800793937207,
354,chahid baha,Sefrou,2,Ahl Sidi Lahcen,0.538,Ait Baha,0.737,Chtouka-Aït Baha,63.190184049079754,
355,bni enssar,Nador,2,Beni Ansar,0.8,Beni Ansar,0.8,Nador,63.262360158787445,
356,B.Hmed,Chefchaouen,2,Bni Ahmed Gharbia,0.435,Ben Ahmed,0.667,Khouribga,63.33453626849513,
357,B S jbel,Nador,2,Bni Sidel Jbel,0.727,Bni Sidel Jbel,0.727,Nador,63.40671237820281,
358,bouchair,Settat,2,Oulad Sghir,0.526,Bouqachmir,0.778,Khemisset,63.4788884879105,
359,boumardoul,Tinghir,2,Bou Azmou,0.632,Bouarouss,0.737,Taounate,63.551064597618186,
360,akdim ait mraou,Tinghir,2,Ait Youl,0.522,Sebt Aït Rahou,0.621,Khemisset,63.62324070732588,
361,ait kassi,Tinghir,2,Ait Ouassif,0.8,Ait Ouassif,0.8,Tinghir,63.69541681703356,
362,ait ouffi,Tinghir,2,Ait Youl,0.706,Ait Ourir,0.778,Marrakech,63.76759292674125,
363,Oued Romman,Meknès,2,Oued Jdida,0.571,Oued Ifrane,0.727,Khénifra,63.839769036448935,
364,Oued elabid,Azilal,2,Ouaoula,0.444,Oued Laou,0.7,Tétouan,63.911945146156626,
365,Douar Chems,Ouarzazate,2,Skoura Ahl El Oust,0.483,Rouached,0.632,Fquih Ben Salah,63.98412125586431,
366,Od Mbark,Béni Mellal,2,Oulad M'Barek,0.762,Oulad M'Barek,0.762,Béni Mellal,64.056297365572,
367,Od Soltane,Sidi Kacem,2,Oulad Nouel,0.476,Dar Oum Soltane,0.72,Meknès,64.12847347527968,
368,Od Tahar,Taounate,2,Oued Jemaa,0.556,Oulad Amghar,0.7,Al Hoceïma,64.20064958498737,
369,Od Ziane,Fquih Ben Salah,2,Oulad Zmam,0.556,Ouled Zidane,0.8,Berrechid,64.27282569469506,
370,Médina,Al Haouz,2,Oukaimeden,0.5,Médiouna,0.857,Nouaceur,64.34500180440274,
371,"N°6830,Sidi Belkacem",Inezgane-Aït Melloul,2,Sidi Bibi,0.429,Sidi Kacem,0.69,Sidi Kacem,64.41717791411043,
372,Od Barkate,Fquih Ben Salah,2,Ouled Bourahmoune,0.444,Oulad Amrane,0.636,Youssoufia,64.48935402381812,
373,My thami,Ouezzane,2,Masmouda,0.375,Tamri,0.615,Agadir-Ida Ou Tanane,64.5615301335258,
374,"My,Bouchta",Taounate,2,Bouhouda,0.556,Moulay Bouchta,0.75,Moulay Yacoub,64.63370624323349,
375,Mezguitem,Guercif,2,Mazguitam,0.778,Mezguita,0.824,Ouarzazate,64.70588235294117,
376,Mly Hassan,Tétouan,2,Bni Arouss,0.4,Massa,0.667,Tiznit,64.77805846264886,
377,Mokrissat,Chefchaouen,2,Moqrisset,0.778,Moqrisset,0.778,Chefchaouen,64.85023457235656,
378,Draa,Azilal,2,Rfala,0.667,Drargua,0.727,Inezgane-Aït Melloul,64.92241068206424,
379,Mokrisset,Ouezzane,2,Lamrabih,0.353,Moqrisset,0.889,Chefchaouen,64.99458679177192,
380,Menara,Béni Mellal,2,Naour,0.545,Mnasra,0.833,Kénitra,65.0667629014796,
381,Menara,Ouarzazate,2,Afra,0.6,Mnasra,0.833,Kénitra,65.13893901118729,
382,Menara,Taroudant,2,Lamhara,0.615,Mnasra,0.833,Kénitra,65.21111512089499,
383,Mesker,Ouezzane,2,Moulay Abdelkader,0.435,Meskoura,0.714,Khouribga,65.28329123060267,
384,"k,militaire",Taza,2,Msila,0.5,Mzilate,0.556,Chichaoua,65.35546734031035,
385,hadkouret,Sidi Kacem,2,Taoughilt,0.444,Had Kourt,0.889,Ouezzane,65.42764345001804,
386,B'Sabsa,Taounate,2,El Bsabsa,0.75,El Bsabsa,0.75,Taounate,65.49981955972574,
387,B'sabsa,Taounate,2,El Bsabsa,0.75,El Bsabsa,0.75,Taounate,65.57199566943342,
388,"B,Ounjel",Taounate,2,Bouadel,0.667,Bouadel,0.667,Taounate,65.6441717791411,
389,Aoulos,Taroudant,2,Aoulouz,0.769,Aoulouz,0.769,Taroudant,65.71634788884879,
390,Arroui,Nador,2,Al Aroui,0.714,Azrou,0.727,Ifrane,65.78852399855647,
391,As Jbel,Tinghir,2,Assoul,0.462,Jbiel,0.667,El Kelâa des Sraghna,65.86070010826417,
392,hay salam kelaa,Tinghir,2,Ait Sedrate Sahl El Gharbia,0.476,Had Al Gharbia,0.483,Tanger-Assilah,65.93287621797185,
393,iazaneen,Nador,2,Iaazzanene,0.778,Iaazzanene,0.778,Nador,66.00505232767954,
394,ibrghoussne,Tinghir,2,Ait Ouassif,0.455,Tighedouine,0.636,Al Haouz,66.07722843738722,
395,ida ouguerd,Essaouira,2,Aguerd,0.706,Ida Ougoummad,0.75,Al Haouz,66.14940454709492,
396,bouzmlane,Taza,2,Bouyablane,0.737,Boulemane,0.778,Boulemane,66.2215806568026,
397,Medina,El Kelâa des Sraghna,2,Hiadna,0.5,Médiouna,0.857,Nouaceur,66.29375676651028,
398,Meghasseine,Meknès,2,Mrhassiyine,0.727,Mrhassiyine,0.727,Meknès,66.36593287621797,
399,Meknassa,Taza,2,Meknassa Acharqia,0.64,Massa,0.769,Tiznit,66.43810898592565,
400,Marenienne,Fès,2,Louadaine,0.421,Mallalienne,0.667,Tétouan,66.51028509563335,
401,Marigha,Al Haouz,2,Amghras,0.571,Mtarnagha,0.75,Sefrou,66.58246120534103,
402,Ennakhil,Al Haouz,2,Ighil,0.462,Ben Khlil,0.706,Tan-Tan,66.65463731504872,
403,Douar Oulad Mkadem,Guelmim,2,Aouint Yghomane,0.242,Houara Oulad Raho,0.686,Guercif,66.7268134247564,
404,Marinienne,Fès,2,Ain Bida,0.444,Mallalienne,0.667,Tétouan,66.7989895344641,
405,Marjane,Meknès,2,Majjate,0.714,Zemrane,0.714,El Kelâa des Sraghna,66.87116564417178,
406,Mazrawa,Taounate,2,Mezraoua,0.667,Smara,0.667,Es-Semara,66.94334175387947,
407,M'kanssa,Taounate,2,Kissane,0.533,Mkansa,0.857,Sidi Kacem,67.01551786358715,
408,M.Bmellal,Béni Mellal,2,Beni Mellal,0.7,Beni Mellal,0.7,Béni Mellal,67.08769397329483,
409,Lkhmis,Tinghir,2,Tilmi,0.545,Khémisset,0.667,Khemisset,67.15987008300253,
410,Lkrakra,Settat,2,Oulad Freiha,0.316,Laqraqra,0.667,Fquih Ben Salah,67.23204619271021,
411,M kellat magouna,Tinghir,2,Kalaat M'Gouna,0.733,Kalaat M'Gouna,0.733,Tinghir,67.3042223024179,
412,Laamoucha,Settat,2,Lahouaza,0.588,Laaouama,0.706,Tanger-Assilah,67.37639841212558,
413,Fansseur,Béni Mellal,2,Foum El Anceur,0.545,Aousserd,0.625,Aousserd,67.44857452183328,
414,Feriata,Béni Mellal,2,Boutferda,0.5,Fraita,0.769,El Kelâa des Sraghna,67.52075063154096,
415,Fersiou,Ouezzane,2,Teroual,0.571,Tafersit,0.667,Driouch,67.59292674124865,
416,El Kassam,Settat,2,Oulad Saïd,0.421,El Kansera,0.737,Khemisset,67.66510285095633,
417,Laaouina,Azilal,2,Taounza,0.667,Laaouinate,0.889,Jerada,67.73727896066401,
418,Lakmis,Tinghir,2,Tilmi,0.545,Lamssid,0.615,Boujdour,67.80945507037171,
419,Khlalta,Fquih Ben Salah,2,Fkih Ben Salah,0.381,Khlalfa,0.857,Taounate,67.8816311800794,
420,khmiss dadaes,Tinghir,2,Souk Lakhmis Dades,0.71,Souk Lakhmis Dades,0.71,Tinghir,67.95380728978708,
421,magaz kelaa,Tinghir,2,Aït Elfarsi,0.455,Melaab,0.588,Errachidia,68.02598339949476,
422,mecheraa laine,Taroudant,2,Machraa El Ain,0.786,Machraa El Ain,0.786,Taroudant,68.09815950920246,
423,igheram amazdar,Tinghir,2,Ait Sedrate Sahl Charkia,0.41,M'Saada,0.545,Sidi Slimane,68.17033561891014,
424,ighramloule,Tinghir,2,Toudgha El Oulia,0.519,Ighzrane,0.632,Taza,68.24251172861783,
425,As jbel sofla,Tinghir,2,Ait Sedrate Jbel El Soufla,0.667,Ait Sedrate Jbel El Soufla,0.667,Tinghir,68.31468783832551,
426,As s charkia,Tinghir,2,Ait Sedrate Sahl Charkia,0.611,Meknassa Acharqia,0.621,Taza,68.3868639480332,
427,Azlaf,Driouch,2,Tleta Azlef,0.5,Azla,0.889,Tétouan,68.45904005774089,
428,Alhaouz,Al Haouz,2,Tahannaout,0.588,Haouza,0.769,Es-Semara,68.53121616744858,
429,Alouhda,Taza,2,Bouchfaa,0.533,Tabouda,0.714,Chefchaouen,68.60339227715626,
430,ighramloulne,Tinghir,2,Aghbalou N'Kerdous,0.533,Ighzrane,0.7,Taza,68.67556838686394,
431,Koka si Moussa,Settat,2,Zaouiat Sidi Ben Hamdoun,0.474,Sidi Moussa,0.72,El Kelâa des Sraghna,68.74774449657164,
432,Kolea,Inezgane-Aït Melloul,2,Ouled Teima,0.5,Boulemane,0.571,Boulemane,68.81992060627933,
433,Krakra,Settat,2,Rima,0.4,Hrara,0.727,Safi,68.89209671598701,
434,Krona,Driouch,2,Ourdana,0.5,Tekna,0.6,Sidi Kacem,68.96427282569469,
435,Ait Sawane,Ouarzazate,2,Ait Zineb,0.632,Ait Naamane,0.762,El Hajeb,69.03644893540238,
436,Ennakhil,Rehamna,2,Ait Taleb,0.118,Ben Khlil,0.706,Tan-Tan,69.10862504511007,
437,F.Anceur,Béni Mellal,2,Foum El Anceur,0.636,Foum El Anceur,0.636,Béni Mellal,69.18080115481776,
438,ouarchdik,Tinghir,2,Ouaklim,0.5,Rouached,0.706,Fquih Ben Salah,69.25297726452544,
439,"s,yahya/zeroual",Taounate,2,Sidi Yahya Bni Zeroual,0.757,Sidi Yahya Bni Zeroual,0.757,Taounate,69.32515337423312,
440,saiss,Fès,2,Ain Kansra,0.4,Assaisse,0.769,Ouarzazate,69.39732948394082,
441,merna,Tinghir,2,Imider,0.545,Merija,0.727,Jerada,69.4695055936485,
442,mezguitem,Guercif,2,Mazguitam,0.778,Mezguita,0.824,Ouarzazate,69.54168170335619,
443,Alwahda,Taza,2,Tahla,0.5,Lahdar,0.769,Youssoufia,69.61385781306387,
444,Amria,Béni Mellal,2,Had Bradia,0.533,Lamrija,0.833,Guercif,69.68603392277156,
445,Amria 2,Béni Mellal,2,Had Bradia,0.471,Lamrija,0.714,Guercif,69.75821003247925,
446,zouagha,Fès,2,Louadaine,0.5,Ounagha,0.857,Essaouira,69.83038614218694,
447,Ait oum bakht,Béni Mellal,2,Ait Ouqabli,0.583,Ait Oum El Bekht,0.828,Khénifra,69.90256225189462,
448,my bouchta,Taounate,2,Bni Bouchibet,0.609,Moulay Bouchta,0.833,Moulay Yacoub,69.9747383616023,
449,old taher,Taounate,2,Oulad Daoud,0.5,Oulad Amer,0.737,El Kelâa des Sraghna,70.04691447130999,
450,J Melha,Sidi Kacem,2,Selfat,0.462,Jorf El Melha,0.7,Ouezzane,70.11909058101769,
451,Guèliz,Tinghir,2,Ouaklim,0.462,Guelmim,0.769,Guelmim,70.19126669072537,
452,Gfifat,Taroudant,2,Freija,0.5,Lagfifat,0.857,Chtouka-Aït Baha,70.26344280043305,
453,Jiyarin,Taza,2,Jbarna,0.615,Bni Yagrine,0.667,Settat,70.33561891014074,
454,Igraouen,Khouribga,2,Mrizigue,0.5,Imaouen,0.8,Taroudant,70.40779501984844,
455,Ikaouen,Al Hoceïma,2,Imzouren,0.667,Imaouen,0.857,Taroudant,70.47997112955612,
456,Isskssi,Azilal,2,Tisqi,0.5,Isseksi,0.857,Béni Mellal,70.5521472392638,
457,tasouit,Tinghir,2,Assoul,0.615,Tarsouat,0.8,Chtouka-Aït Baha,70.62432334897149,
458,A chefk,Al Haouz,2,Ahl Tifnoute,0.316,Ain Chkef,0.75,Fès,70.69649945867917,
459,tissli,Tinghir,2,Tilmi,0.727,Tissint,0.769,Tata,70.76867556838687,
460,"A, kansara",Moulay Yacoub,2,Laajajra,0.556,Ain Kansra,0.8,Fès,70.84085167809455,
461,tigoudar,Essaouira,2,Lagdadra,0.5,Tigouga,0.8,Taroudant,70.91302778780224,
462,A H oyahya,Tinghir,2,Aït Hani,0.444,Ait Yahya,0.737,Midelt,70.98520389750992,
463,A H Said,Tinghir,2,Ferkla Es-Soufla,0.417,Ait Said,0.75,Essaouira,71.05738000721762,
464,A S Jbel olia,Tinghir,1,Ait Sedrate Jbel El Oulia,0.684,Ait Sedrate Jbel El Oulia,0.684,Tinghir,71.09346806207145,
465,7Eme Bsi Melitaire,Taza,1,Msila,0.435,Ameur Seflia,0.533,Kénitra,71.1295561169253,
466,Akch hsiya,Tinghir,1,Aït Hani,0.444,Lakhsas,0.588,Tiznit,71.16564417177914,
467,Akdim,Tinghir,1,Ouaklim,0.667,Aklim,0.8,Berkane,71.20173222663298,
468,Al Boustane,Meknès,1,Dar Oum Soltane,0.692,Al Ouidane,0.762,Marrakech,71.23782028148683,
469,Al Wahda,Taza,1,Outat El Haj,0.4,Lahdar,0.714,Youssoufia,71.27390833634067,
470,Al masjid,Nador,1,Al Aroui,0.588,Al Mahbass,0.632,Assa-Zag,71.30999639119452,
471,Al qods,Nador,1,Al Aroui,0.533,Al Oued,0.714,Chefchaouen,71.34608444604835,
472,Al qods,Taza,1,Bab Boudir,0.471,Al Oued,0.714,Chefchaouen,71.3821725009022,
473,tamlalte,Tinghir,1,Imilchil,0.375,Tamallalt,0.824,El Kelâa des Sraghna,71.41826055575605,
474,A S S charkia,Tinghir,1,Ait Sedrate Sahl Charkia,0.703,Ait Sedrate Sahl Charkia,0.703,Tinghir,71.45434861060988,
475,A S Scharkia,Tinghir,1,Ait Sedrate Sahl Charkia,0.667,Assaki,0.667,Al Haouz,71.49043666546373,
476,A S gbel sofla,Tinghir,1,Ait Sedrate Jbel El Soufla,0.65,Ait Sedrate Jbel El Soufla,0.65,Tinghir,71.52652472031758,
477,A S jbel,Tinghir,1,Ait Sedrate Jbel El Oulia,0.485,Bni Sidel Jbel,0.636,Nador,71.56261277517142,
478,sidi ahmed hamed,Essaouira,1,Sidi H'Mad Ou Hamed,0.743,Sidi H'Mad Ou Hamed,0.743,Essaouira,71.59870083002527,
479,sidi ahmed tadli,Meknès,1,Oued Jdida,0.308,Sidi Ahmed El Khadir,0.778,El Kelâa des Sraghna,71.6347888848791,
480,sidi kamel,Larache,1,Sidi Lyamani,0.636,Sidi Al Kamel,0.87,Sidi Slimane,71.67087693973295,
481,"sidi med b,lahcen",Taounate,1,Sidi M'Hamed Ben Lahcen,0.8,Sidi M'Hamed Ben Lahcen,0.8,Taounate,71.7069649945868,
482,Ghiyata gharb,Taza,1,Ghiata Al Gharbia,0.8,Ghiata Al Gharbia,0.8,Taza,71.74305304944063,
483,Hay Sidi Daoud,Inezgane-Aït Melloul,1,Oulad Dahou,0.56,Ait Sidi Daoud,0.857,Marrakech,71.77914110429448,
484,Hay Taslouine,Agadir-Ida Ou Tanane,1,Imsouane,0.476,Taliouine,0.727,Tata,71.81522915914832,
485,Hay eljadid,Larache,1,Bahhara Oulad Ayad,0.483,El Jadida,0.7,El Jadida,71.85131721400217,
