rang,Commune,Province,n_cas,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct,DECISION_HUMAINE
486,Hay elyasmine,Sidi Kacem,1,Chbanate,0.286,Ras El Ain,0.609,Youssoufia,71.88740526885601,
487,Hay hassani,Al Haouz,1,Assaki,0.588,Bni Hassane,0.636,Azilal,71.92349332370985,
488,Hay khatabi rue 4 n°32,Nador,1,Hassi Berkane,0.353,Al Kharroub,0.375,Tétouan,71.9595813785637,
489,Hdida,Tinghir,1,Tinejdad,0.462,Haddada,0.667,Kénitra,71.99566943341753,
490,H.Mohamadi,Béni Mellal,1,Sidi Hammadi,0.545,Mohammédia,0.7,Mohammedia,72.03175748827138,
491,H.Mohmadi,Béni Mellal,1,Sidi Hammadi,0.571,Mohammédia,0.632,Mohammedia,72.06784554312523,
492,Hachane,Essaouira,1,El Hanchane,0.778,El Hanchane,0.778,Essaouira,72.10393359797906,
493,Had Sidi Abdellah,Rehamna,1,Sidi Abdallah,0.8,Sidi Abdallah,0.8,Rehamna,72.14002165283291,
494,Had msila,Taza,1,Msila,0.714,Msila,0.714,Taza,72.17610970768675,
495,7Eme Bsi,Taza,1,Msila,0.462,Mesti,0.615,Sidi Ifni,72.2121977625406,
496,tlat louta,Nador,1,Bni Sidel Louta,0.56,Tazouta,0.706,Sefrou,72.24828581739445,
497,trik alwahda,Taza,1,Tahla,0.471,Sti Fadma,0.476,Al Haouz,72.28437387224828,
498,Ighrmloulne,Tinghir,1,Aghbalou N'Kerdous,0.483,Tighedouine,0.636,Al Haouz,72.32046192710213,
499,Hay Jadid,Sidi Kacem,1,Ain Jemaa,0.444,El Jadida,0.667,El Jadida,72.35654998195598,
500,Hay Korsi Rue Almasjid,Taroudant,1,Sidi Abdellah Ou Said,0.419,Ksar al Majaz,0.457,Fahs-Anjra,72.39263803680981,
501,Hay Maurice,Inezgane-Aït Melloul,1,Ait Melloul,0.364,Ait Ouribel,0.545,Khemisset,72.42872609166366,
502,Hay Mohammadi,Béni Mellal,1,Sidi Hammadi,0.64,Mohammédia,0.696,Mohammedia,72.4648141465175,
503,Hay Salam,Meknès,1,Ait Yaazem,0.526,Had Soualem,0.7,Nouaceur,72.50090220137135,
504,Hal Merbea,Fquih Ben Salah,1,Hel Merbaa,0.8,Hel Merbaa,0.8,Fquih Ben Salah,72.5369902562252,
505,Hamd,Tinghir,1,Imider,0.4,Tamda,0.667,Rehamna,72.57307831107903,
506,Hamria,Taounate,1,Zarkat,0.5,Lamrija,0.769,Guercif,72.60916636593288,
507,Hana,El Kelâa des Sraghna,1,Hiadna,0.8,Hiadna,0.8,El Kelâa des Sraghna,72.64525442078671,
508,Haouara,Taza,1,Maghraoua,0.625,Laouamra,0.8,Larache,72.68134247564056,
509,Haoura,Guercif,1,Bouchaouene,0.471,Harhoura,0.857,Skhirate-Témara,72.71743053049441,
510,Hay Alfarah Im 14 N°5,Agadir-Ida Ou Tanane,1,Ait Aissi Ihahane,0.216,Moulay Brahim,0.485,Al Haouz,72.75351858534825,
511,Ait ali imider,Tinghir,1,Imider,0.6,Ait Amira,0.696,Inezgane-Aït Melloul,72.7896066402021,
512,Ait amar ouissa,Tinghir,1,Ait Ouassif,0.615,Aït Kamra,0.583,Al Hoceïma,72.82569469505593,
513,Ghafsey,Taounate,1,Ghafsai,0.714,Ghafsai,0.714,Taounate,72.86178274990978,
514,Imzilne,Tinghir,1,Imider,0.615,Idmine,0.769,Agadir-Ida Ou Tanane,72.89787080476363,
515,Irguita,Taroudant,1,Igli,0.545,Tizguite,0.667,Ifrane,72.93395885961746,
516,Issakssi,Azilal,1,Tisqi,0.462,Isseksi,0.8,Béni Mellal,72.97004691447131,
517,Hed Mssila,Taza,1,Msila,0.667,H'Ssyia,0.706,Zagora,73.00613496932516,
518,Hey Mohammadi,Béni Mellal,1,Sidi Hammadi,0.64,Mohammédia,0.696,Mohammedia,73.042223024179,
519,Hidar,Driouch,1,Midar,0.8,Midar,0.8,Driouch,73.07831107903284,
520,Hk,Sidi Kacem,1,Tekna,0.286,Chbika,0.5,Tan-Tan,73.11439913388668,
521,Hkmiss,Tinghir,1,M'Ssici,0.462,Khémisset,0.667,Khemisset,73.15048718874053,
522,Hmer Iglalcha,Taroudant,1,Ahmar Laglalcha,0.786,Ahmar Laglalcha,0.786,Taroudant,73.18657524359438,
523,Hors Province,Settat,1,Ras Al Ain,0.435,Sid Zouine,0.348,Marrakech,73.22266329844821,
524,Houara od rahou,Taza,1,Oulad Bourima,0.5,Houara Oulad Raho,0.875,Guercif,73.25875135330206,
525,Houciema,Al Hoceïma,1,Al Hoceïma,0.667,Haouzia,0.667,El Jadida,73.2948394081559,
526,Idaouguelloule,Essaouira,1,Sidi El Jazouli,0.483,Ida Ou Guelloul,0.897,Agadir-Ida Ou Tanane,73.33092746300974,
527,Idaouzemzeme,Essaouira,1,Ida Ou Aazza,0.583,Ida Ou Moumen,0.64,Taroudant,73.36701551786359,
528,Idaouzemzème,Essaouira,1,Ida Ou Aazza,0.583,Ida Ou Moumen,0.64,Taroudant,73.40310357271743,
529,Ighrem Amazdar,Tinghir,1,Taghzoute N'Ait Atta,0.412,Ighrem N'Ougdal,0.621,Ouarzazate,73.43919162757128,
530,Ait Rouadi,Béni Mellal,1,Ait Ouqabli,0.762,Ait Ouadrim,0.857,Chtouka-Aït Baha,73.47527968242511,
531,Jemeât old mimoun,Moulay Yacoub,1,Oulad Mimoun,0.621,Oulad Mimoun,0.621,Moulay Yacoub,73.51136773727896,
532,Jerf lmlha,Sidi Kacem,1,Ain Jemaa,0.421,Jorf El Melha,0.783,Ouezzane,73.54745579213281,
533,Jida,Tinghir,1,Tinejdad,0.5,Jaidate,0.727,Marrakech,73.58354384698664,
534,Jiha-Soufla,Taounate,1,Thar Es-Souk,0.522,Toudgha Essoufla,0.667,Tinghir,73.61963190184049,
535,Jnan Ward,Fès,1,Ain Kansra,0.421,Ain Harrouda,0.571,Médiouna,73.65571995669434,
536,Jnan kastiyine,Larache,1,Ksar el-Kebir,0.296,Mrhassiyine,0.56,Meknès,73.69180801154818,
537,Jnan nokbi,Fès,1,Ain Bida,0.556,Jnane Bouih,0.667,Youssoufia,73.72789606640202,
538,Ihchach,Essaouira,1,El Hanchane,0.444,Tichla,0.615,Aousserd,73.76398412125586,
539,Ihoudjine,Azilal,1,Imi N'Oulaoune,0.435,Bigoudine,0.778,Taroudant,73.80007217610971,
540,Ihoudjjine,Azilal,1,Imi N'Oulaoune,0.417,Bigoudine,0.737,Taroudant,73.83616023096356,
541,Ijfi,Driouch,1,Ifarni,0.6,Tifni,0.667,Azilal,73.87224828581739,
542,Ikhourba,Béni Mellal,1,Boutferda,0.471,Khouribga,0.824,Khouribga,73.90833634067124,
543,Imgharne,Ouarzazate,1,Idelsane,0.5,Ighzrane,0.75,Taza,73.94442439552508,
544,Imgoune,Taroudant,1,Bigoudine,0.75,Imsouane,0.8,Agadir-Ida Ou Tanane,73.98051245037892,
545,Imouzar Kendr,Sefrou,1,Imouzzer Kandar,0.786,Imouzzer Kandar,0.786,Sefrou,74.01660050523277,
546,Kcebia,Sidi Slimane,1,Kceibya,0.769,Kceibya,0.769,Sidi Slimane,74.05268856008661,
547,Kebdani,Nador,1,Iksane,0.462,Dar El Kebdani,0.667,Driouch,74.08877661494046,
548,Iwareden,Azilal,1,Aït Majden,0.556,Mibladen,0.625,Midelt,74.12486466979429,
549,Jabriénne,Ouezzane,1,Aïn Béida,0.333,Jabria,0.667,Sidi Bennour,74.16095272464814,
550,Jamaat Lamrasla,Safi,1,Lamrasla,0.696,Lamrasla,0.696,Safi,74.19704077950199,
551,Jamat sidi ghayat,Al Haouz,1,Sidi Badhaj,0.5,Zaouiat Sidi Hamza,0.686,Midelt,74.23312883435582,
552,Gourziana,Taounate,1,Ourtzagh,0.588,Ourdana,0.75,Driouch,74.26921688920967,
553,Gueldaman,Taza,1,Galdamane,0.778,Galdamane,0.778,Taza,74.30530494406352,
554,Guèliz,Al Haouz,1,Iguidi,0.5,Guelmim,0.769,Guelmim,74.34139299891736,
555,Guéliz,Al Haouz,1,Iguidi,0.5,Guelmim,0.769,Guelmim,74.3774810537712,
556,Guéliz,Al Hoceïma,1,Targuist,0.429,Guelmim,0.769,Guelmim,74.41356910862504,
557,Guéliz,Taza,1,Oued Amlil,0.5,Guelmim,0.769,Guelmim,74.44965716347889,
558,Fraoua,Sidi Kacem,1,Zirara,0.5,Arbaoua,0.769,Larache,74.48574521833274,
559,Ait Iaala,Tinghir,1,Aït Elfarsi,0.5,Ait Iaaza,0.889,Taroudant,74.52183327318657,
560,Ait Moumen,Taza,1,Bab Marzouka,0.455,Ait Mimoune,0.762,Khemisset,74.55792132804042,
561,Ait Moussa Fadma,Ouarzazate,1,Ait Oumdis,0.538,Ait Ouaarda,0.741,Azilal,74.59400938289426,
562,Kalaa Magoune,Ouarzazate,1,Amerzgane,0.364,Kalaat M'Gouna,0.815,Tinghir,74.6300974377481,
563,Ait Sadrat J oulioa,Tinghir,1,Ait Sedrate Jbel El Oulia,0.773,Ait Sedrate Jbel El Oulia,0.773,Tinghir,74.66618549260195,
564,Ait Sdrat Ghrbia,Ouarzazate,1,Ait Oumdis,0.385,Ait Sedrate Sahl El Gharbia,0.744,Tinghir,74.70227354745579,
565,Ait Sdrat Shel Charqia,Ouarzazate,1,Skoura Ahl El Oust,0.4,Ait Sedrate Sahl Charkia,0.87,Tinghir,74.73836160230964,
566,Ait Tislit,Béni Mellal,1,Ait Ouqabli,0.571,Ait Tamlil,0.7,Azilal,74.77444965716347,
567,Ait Tisslit,Béni Mellal,1,Ait Ouqabli,0.545,Tissint,0.667,Tata,74.81053771201732,
568,Ait aabou,Tinghir,1,Ait Youl,0.706,Ait Daoud,0.778,Essaouira,74.84662576687117,
569,Ennakhil,Ouarzazate,1,Taznakht,0.5,Ben Khlil,0.706,Tan-Tan,74.882713821725,
570,Ess ville,Essaouira,1,Essaouira,0.444,Guers Tiaallaline,0.538,Errachidia,74.91880187657885,
571,F.B.Salah,Fquih Ben Salah,1,Fkih Ben Salah,0.609,Bni Salah,0.667,Chefchaouen,74.95488993143269,
572,Fahs Anjra,Fahs-Anjra,1,Anjra,0.667,Lahsasna,0.667,Berrechid,74.99097798628654,
573,Fahs anjra,Fahs-Anjra,1,Anjra,0.667,Lahsasna,0.667,Berrechid,75.02706604114039,
574,Kalaa Sraghna,El Kelâa des Sraghna,1,El Kelâat Es-Sraghna,0.727,El Kelâat Es-Sraghna,0.727,El Kelâa des Sraghna,75.06315409599422,
575,Kalaa-Ourache,Taounate,1,Abdelghaya Souahel,0.645,Larache,0.7,Larache,75.09924215084807,
576,Karoil,Azilal,1,Azilal,0.5,Martil,0.667,Tétouan,75.13533020570192,
577,Karouel,Azilal,1,Taounza,0.429,Tazroute,0.667,Chefchaouen,75.17141826055575,
578,Labita od said,Settat,1,Oulad Saïd,0.667,Ait Said,0.727,Essaouira,75.2075063154096,
579,Lakrakra,Settat,1,Lahouaza,0.5,Laqraqra,0.75,Fquih Ben Salah,75.24359437026344,
580,Lakrimat,Essaouira,1,Korimate,0.75,Korimate,0.75,Essaouira,75.27968242511729,
581,"Kelaat M,",Tinghir,1,Kalaat M'Gouna,0.609,Kalaat M'Gouna,0.609,Tinghir,75.31577047997114,
582,Khandak Zeboua,Tétouan,1,Al Kharroub,0.4,Had Boumoussa,0.593,Fquih Ben Salah,75.35185853482497,
583,Kharba,Chtouka-Aït Baha,1,Tabia,0.545,Hrara,0.727,Safi,75.38794658967882,
584,Khmalca,Taounate,1,Khlalfa,0.714,Khlalfa,0.714,Taounate,75.42403464453265,
585,Khmis Anjra,Fahs-Anjra,1,Anjra,0.625,Khmis Ksiba,0.636,Rehamna,75.4601226993865,
586,Khmiss AitAmira,Chtouka-Aït Baha,1,Ait Mzal,0.348,Ait Amira,0.667,Inezgane-Aït Melloul,75.49621075424035,
587,Khmiss Anjra,Chefchaouen,1,Bni Mansour,0.348,Kissane,0.632,Taounate,75.53229880909419,
588,Khmiss anjra,Fahs-Anjra,1,Anjra,0.588,Kissane,0.632,Taounate,75.56838686394804,
589,Kmis Anjra,Fahs-Anjra,1,Anjra,0.667,Anjra,0.667,Fahs-Anjra,75.60447491880187,
590,Kssibat,Chefchaouen,1,Tassift,0.571,Khmis Ksiba,0.667,Rehamna,75.64056297365572,
591,K.Tadla,Béni Mellal,1,Kasba Tadla,0.667,Tamda,0.667,Rehamna,75.67665102850957,
592,K_Ba_Mohamed,Taounate,1,Sidi Haj M’hamed,0.519,Karia Ba Mohamed,0.714,Moulay Yacoub,75.7127390833634,
593,Kaa Assrass,Chefchaouen,1,Al Hamra,0.421,Assaisse,0.632,Ouarzazate,75.74882713821725,
594,L'Habita,Sefrou,1,Dar El Hamra,0.5,Lgharbia,0.75,Sidi Bennour,75.7849151930711,
595,Laabiate,Sidi Slimane,1,Nouirate,0.5,Laaouinate,0.778,Jerada,75.82100324792493,
596,Laai chikh,Nador,1,Beni Chiker,0.571,Zaouiat Cheikh,0.667,Khénifra,75.85709130277878,
597,Far,Tinghir,1,Aït Elfarsi,0.429,Ifarni,0.667,Driouch,75.89317935763262,
598,Fokra,Settat,1,Mzoura,0.545,Boukraa,0.667,Laâyoune,75.92926741248647,
599,Foum Anseur,Béni Mellal,1,Foum El Anceur,0.8,Foum El Anceur,0.8,Béni Mellal,75.96535546734032,
600,Foum anseur,Béni Mellal,1,Foum El Anceur,0.8,Foum El Anceur,0.8,Béni Mellal,76.00144352219415,
601,Ehahane,Essaouira,1,El Hanchane,0.778,Zeghanghane,0.778,Nador,76.037531577048,
602,El Bassatine,Meknès,1,Mrhassiyine,0.522,El Bibane,0.667,Taounate,76.07361963190183,
603,El Hana,El Kelâa des Sraghna,1,El Aamria,0.625,El Hanchane,0.778,Essaouira,76.10970768675568,
604,El Qods,El Kelâa des Sraghna,1,El Marbouh,0.471,El Mers,0.571,Boulemane,76.14579574160953,
605,El Yasmine,Sidi Kacem,1,Ain Jemaa,0.421,Lahsinate,0.632,Essaouira,76.18188379646337,
606,El bahri,Nador,1,Al Aroui,0.625,El Aamria,0.706,El Kelâa des Sraghna,76.21797185131722,
607,Laari Chikh,Taounate,1,Aïn Aïcha,0.5,Zaouiat Cheikh,0.64,Khénifra,76.25405990617105,
608,Laayayta,Béni Mellal,1,Kasba Tadla,0.211,Oulad Ayyad,0.526,Sefrou,76.2901479610249,
609,Laazib,Taroudant,1,Lamhadi,0.615,Melaab,0.667,Errachidia,76.32623601587875,
610,Maimouna,Kénitra,1,Ait Malek,0.235,Médiouna,0.75,Nouaceur,76.36232407073258,
611,Maksouline,Al Hoceïma,1,Tifarouine,0.6,Bni Gmil Maksouline,0.69,Taounate,76.39841212558643,
612,Lalla Aicha,Ouezzane,1,Lamrabih,0.526,Laagagcha,0.7,Sidi Bennour,76.43450018044028,
613,Lalla aicha,Ouezzane,1,Lamrabih,0.526,Laagagcha,0.7,Sidi Bennour,76.47058823529412,
614,Lari Chiekh,Nador,1,Beni Chiker,0.545,Larache,0.667,Larache,76.50667629014796,
615,Lbour,Tinghir,1,Outerbat,0.462,Bourd,0.8,Al Hoceïma,76.5427643450018,
616,Lemzar,Zagora,1,Zagora,0.5,Témara,0.667,Skhirate-Témara,76.57885239985565,
617,Lhote,Tinghir,1,Outerbat,0.462,Tlite,0.6,Ouarzazate,76.6149404547095,
618,Lhotte,Tinghir,1,Outerbat,0.429,Hattane,0.615,Khouribga,76.65102850956333,
619,Lmzam*,Azilal,1,Ait M'Hamed,0.353,Mazguitam,0.533,Guercif,76.68711656441718,
620,Lmzem,El Kelâa des Sraghna,1,Zemrane,0.5,Talzemt,0.667,Boulemane,76.72320461927102,
621,M Bakay,Sefrou,1,Matmata,0.429,M'Haya,0.615,Moulay Yacoub,76.75929267412486,
622,M bekay,Sefrou,1,Imouzzer Kandar,0.364,M'Haya,0.615,Moulay Yacoub,76.79538072897871,
623,M'Hannech,Tétouan,1,Mallalienne,0.5,M'Hajer,0.625,Driouch,76.83146878383255,
624,Kssibiya,Sidi Kacem,1,Sidi Kacem,0.444,Kceibya,0.667,Sidi Slimane,76.8675568386864,
625,L Foukani,Driouch,1,Ifarni,0.533,El Gouraani,0.7,Youssoufia,76.90364489354023,
626,Marjane,Boulemane,1,Boulemane,0.5,Zemrane,0.714,El Kelâa des Sraghna,76.93973294839408,
627,Massira,Ouezzane,1,Masmouda,0.533,Massa,0.833,Tiznit,76.97582100324793,
628,Massira,Taza,1,Msila,0.667,Massa,0.833,Tiznit,77.01190905810176,
629,Massira 2,Béni Mellal,1,Kasba Tadla,0.4,Massa,0.714,Tiznit,77.04799711295561,
630,Massira 2,Taza,1,Msila,0.571,Massa,0.714,Tiznit,77.08408516780945,
631,Massira I,Taza,1,Msila,0.571,Massa,0.714,Tiznit,77.1201732226633,
632,M'Hirija,Guercif,1,Lamrija,0.667,Merija,0.714,Jerada,77.15626127751715,
633,M'Sasa,Taounate,1,Messassa,0.714,M'Saada,0.769,Sidi Slimane,77.19234933237098,
634,M'sasa,Taounate,1,Messassa,0.714,M'Saada,0.769,Sidi Slimane,77.22843738722483,
635,"M, Bakay",Sefrou,1,Matmata,0.4,M'Haya,0.571,Moulay Yacoub,77.26452544207868,
636,"M,Bouchta M,Bouchta",Taounate,1,Bouhouda,0.519,Bouabout,0.593,Chichaoua,77.30061349693251,
637,M/bouchta,Taounate,1,Bni Bouchibet,0.636,Moulay Bouchta,0.783,Moulay Yacoub,77.33670155178636,
638,Maayach,Tinghir,1,Imilchil,0.4,Ayacha,0.769,Larache,77.3727896066402,
639,Machouar,Al Haouz,1,Aghouatim,0.588,Mançoura,0.75,Taounate,77.40887766149405,
640,Machouar,Tinghir,1,Assoul,0.429,Mançoura,0.75,Taounate,77.4449657163479,
641,Mahrek Melak,Settat,1,Ain Blal,0.4,Machraa El Ain,0.615,Taroudant,77.48105377120173,
642,Mallaha centre,Settat,1,Machraa Ben Abbou,0.452,Mallalienne,0.64,Tétouan,77.51714182605558,
643,Marenniene,Fès,1,Louadaine,0.421,Bni Marghnine,0.609,Driouch,77.55322988090941,
644,El wahda,Taza,1,Outat El Haj,0.4,Lahdar,0.714,Youssoufia,77.58931793576326,
645,Elguenzra,Khemisset,1,El Kansera,0.526,El Guerdane,0.6,Taroudant,77.62540599061711,
646,Elhajeb II,El Hajeb,1,El Hajeb,0.778,El Hajeb,0.778,El Hajeb,77.66149404547095,
647,Elkodia,Taroudant,1,El Koudia El Beida,0.56,El Ksiba,0.667,Béni Mellal,77.6975821003248,
648,Eloualja,Taounate,1,Khlalfa,0.533,Loulja,0.857,Fès,77.73367015517863,
649,Elqods,Guelmim,1,Guelmim,0.308,Loulad,0.5,Khouribga,77.76975821003248,
650,Elwafae,Larache,1,Larache,0.143,Selfat,0.615,Sidi Kacem,77.80584626488633,
651,Ennakhil,Chichaoua,1,Ahdil,0.615,Ben Khlil,0.706,Tan-Tan,77.84193431974016,
652,Douar Skhira moulay bouchta,Taounate,1,Bni Bouchibet,0.4,Moulay Bouchta,0.683,Moulay Yacoub,77.87802237459401,
653,"Douar Tahchoucht, Tamraght",Agadir-Ida Ou Tanane,1,Ida Ou Kazzou,0.308,Houara Oulad Raho,0.372,Guercif,77.91411042944786,
654,Douar ait ichout,Sefrou,1,Aït Seghrouchen,0.387,Ait Ichou,0.72,Khemisset,77.9501984843017,
655,Douar amghizide,Azilal,1,Zaouiat Ahansal,0.4,Oulad Amghar,0.593,Al Hoceïma,77.98628653915554,
656,Douar bni zgyiene,Taounate,1,Bni Rzine,0.615,Bni Rzine,0.615,Taounate,78.02237459400938,
657,Douar dar lakhchab,Moulay Yacoub,1,Bouchabel,0.444,Oued Lakhdar,0.6,El Kelâa des Sraghna,78.05846264886323,
658,Merna,Tinghir,1,Imider,0.545,Merija,0.727,Jerada,78.09455070371708,
659,Mesnana,Guercif,1,Saka,0.545,Meskala,0.714,Essaouira,78.13063875857091,
660,Mestitef,Sidi Kacem,1,Selfat,0.286,Mesti,0.769,Sidi Ifni,78.16672681342476,
661,Mbarek El Bakay,Sefrou,1,Dar El Hamra,0.593,Dar El Hamra,0.593,Sefrou,78.2028148682786,
662,Mbarek bakay,Sefrou,1,Mtarnagha,0.476,Al Barkanyene,0.48,Berkane,78.23890292313244,
663,Mbarek lbkay,Sefrou,1,Dar El Hamra,0.417,Majmaa Tolba,0.25,Khemisset,78.27499097798629,
664,Mdiq Fnideq,M'diq-Fnideq,1,Fnideq,0.706,Fnideq,0.706,M'diq-Fnideq,78.31107903284013,
665,Medina,Essaouira,1,Tafedna,0.615,Médiouna,0.857,Nouaceur,78.34716708769398,
666,Meghater,Larache,1,Sidi Mohamed Lahmar,0.37,Ghmate,0.714,Al Haouz,78.38325514254781,
667,Meghrawa,Taza,1,Maghraoua,0.706,Maghraoua,0.706,Taza,78.41934319740166,
668,Mellaha,Settat,1,Lahouaza,0.533,Melaab,0.769,Errachidia,78.45543125225551,
669,Mellaha,Tétouan,1,Mallalienne,0.444,Melaab,0.769,Errachidia,78.49151930710934,
670,Mellala,Settat,1,Mniaa,0.5,Mellila,0.857,Benslimane,78.52760736196319,
671,Menara,Azilal,1,Demnate,0.462,Mnasra,0.833,Kénitra,78.56369541681704,
672,Malhart,Settat,1,Mniaa,0.5,Al Hamra,0.667,Chefchaouen,78.59978347167088,
673,Mallaha,Settat,1,Lahouaza,0.533,Tamallalt,0.625,El Kelâa des Sraghna,78.63587152652472,
674,Douar Agafay,Agadir-Ida Ou Tanane,1,Adaghas,0.421,Dar Jamaa,0.667,Al Haouz,78.67195958137856,
675,Douar Ait Bousset,Chtouka-Aït Baha,1,Arbaa Aït Ahmed,0.5,Oulad Ali Youssef,0.706,Boulemane,78.70804763623241,
676,Douar Asserssif,Agadir-Ida Ou Tanane,1,Aqesri,0.286,Moulay Aissa Ben Driss,0.595,Azilal,78.74413569108626,
677,Douar Bahi,Azilal,1,Zaouiat Ahansal,0.48,Moulay Brahim,0.696,Al Haouz,78.78022374594009,
678,Moujahidin,Ouezzane,1,Bou Jedyane,0.476,Mouarid,0.706,Chichaoua,78.81631180079394,
679,Mouklata,Tétouan,1,Oued Laou,0.471,Oulad Mtaa,0.667,Al Haouz,78.85239985564777,
680,Moulay Bouchebla,Taounate,1,Moulay Ahmed Cherif,0.571,Moulay Bouchta,0.867,Moulay Yacoub,78.88848791050162,
681,Mrabih,Sidi Kacem,1,Bab Tiouka,0.375,Lamrabih,0.857,Ouezzane,78.92457596535547,
682,Mtiwa,Chefchaouen,1,Amtar,0.6,Smià,0.667,Taza,78.96066402020931,
683,My AHMED CHRIF,Al Hoceïma,1,Bni Hadifa,0.417,Moulay Ahmed Cherif,0.848,Taounate,78.99675207506316,
684,Menara,Boulemane,1,Ermila,0.333,Mnasra,0.833,Kénitra,79.03284012991699,
685,Menara,El Kelâa des Sraghna,1,Lamharra,0.571,Mnasra,0.833,Kénitra,79.06892818477084,
686,Menara,Fquih Ben Salah,1,Hel Merbaa,0.5,Mnasra,0.833,Kénitra,79.10501623962469,
687,Menara,Taounate,1,Mezraoua,0.571,Mnasra,0.833,Kénitra,79.14110429447852,
688,Menara,Tiznit,1,Massa,0.545,Mnasra,0.833,Kénitra,79.17719234933237,
689,Menzel,Sefrou,1,El Menzel,0.8,El Menzel,0.8,Sefrou,79.21328040418621,
690,Ait Guirte,Azilal,1,Ait Taguella,0.636,Ait Ourir,0.737,Marrakech,79.24936845904006,
691,Mezdglia jorf,Sefrou,1,El Menzel,0.364,Mezguita,0.571,Ouarzazate,79.2854565138939,
692,Mghassyne,Meknès,1,Mrhassiyine,0.8,Mrhassiyine,0.8,Meknès,79.32154456874774,
693,Mhamid 1 N°31,Al Haouz,1,Oukaimeden,0.273,M'Hamid El Ghizlane,0.581,Zagora,79.35763262360159,
694,Mly El Hassane,Tétouan,1,Mallalienne,0.4,Fam El Hisn,0.64,Assa-Zag,79.39372067845544,
695,Douar ouled salem ain gdah,Taounate,1,Oued Jemaa,0.5,Dar Oulad Zidouh,0.571,Fquih Ben Salah,79.42980873330927,
696,Douar sidi saoud,Taounate,1,Oulad Daoud,0.667,Ait Sidi Daoud,0.733,Marrakech,79.46589678816312,
697,Douar tarouate,Ouezzane,1,Teroual,0.476,Ouarzazate,0.667,Ouarzazate,79.50198484301696,
698,Douar tiaret bni frassen,Taza,1,Oulad Chrif,0.343,Bni Frassen,0.629,Taounate,79.5380728978708,
699,Douar zrarda,Taounate,1,Oulad Daoud,0.522,Zrarda,0.667,Taza,79.57416095272465,
700,Dr Lamharig,Sidi Kacem,1,Zirara,0.353,Lamhara,0.667,Taroudant,79.61024900757849,
701,Dr Zhair Bouata,Sidi Kacem,1,Zirara,0.476,Dar Bouazza,0.692,Casablanca,79.64633706243234,
702,Dr lagraa,Rehamna,1,Sidi Ali Labrahla,0.538,Dar Jamaa,0.667,Al Haouz,79.68242511728617,
703,Diour sabone,Al Haouz,1,Ouirgane,0.6,Douirane,0.7,Chichaoua,79.71851317214002,
704,DiourEssalam,Sidi Kacem,1,Zirara,0.444,Sidi Moussa Lhamri,0.667,Taroudant,79.75460122699387,
705,"Douar Afa, Azrarague",Agadir-Ida Ou Tanane,1,Ida Ou Kazzou,0.424,Ouarzazate,0.533,Ouarzazate,79.7906892818477,
706,My youssef,Meknès,1,Ouislane,0.444,Ouled Youssef,0.696,Fquih Ben Salah,79.82677733670155,
707,Mzioukat Chiadma,Essaouira,1,Zaouiat Ben Hmida,0.545,Zaouiat Cheikh,0.6,Khénifra,79.86286539155539,
708,Mzlat,Tiznit,1,Massa,0.4,Mzilate,0.833,Chichaoua,79.89895344640924,
709,My Abdelkader,Sidi Kacem,1,Sidi Kacem,0.348,Moulay Abdelkader,0.867,Ouezzane,79.93504150126309,
710,Agouidir,Chichaoua,1,Ighoud,0.571,Agoudim,0.8,Midelt,79.97112955611692,
711,Aguidir,Chichaoua,1,Ait Hadi,0.533,Iguidi,0.769,Al Haouz,80.00721761097077,
712,Ai Boussalef,Taza,1,Bouyablane,0.545,Ait Ouassif,0.696,Tinghir,80.04330566582462,
713,Ain Chgaga,Sefrou,1,Mtarnagha,0.526,Ain Cheggag,0.857,Fès,80.07939372067845,
714,Ain Chifa,Sefrou,1,Ain Timguenai,0.545,Ain Chkef,0.778,Fès,80.1154817755323,
715,Ain K ara,Moulay Yacoub,1,Ain Taoujdate,0.545,Ain Kansra,0.842,Fès,80.15156983038614,
716,Ain Taoujtat,El Hajeb,1,Ait Boubidmane,0.462,Ain Taoujdate,0.88,Moulay Yacoub,80.18765788523999,
717,AinDoreij,Ouezzane,1,Ain Dfali,0.556,Adrej,0.714,Boulemane,80.22374594009383,
718,Ainchgag,Sefrou,1,Ain Timguenai,0.476,Ain Cheggag,0.842,Fès,80.25983399494767,
719,Ainjamaa,Meknès,1,Aïn Orma,0.625,Ain Jemaa,0.824,Sidi Kacem,80.29592204980152,
720,Ait Abou,Khemisset,1,Ait Ikkou,0.706,Ait Daoud,0.824,Essaouira,80.33201010465535,
721,Ait Guirt,Azilal,1,Ait Ouaarda,0.6,Ait Ourir,0.778,Marrakech,80.3680981595092,
722,"N°80,Lot Almostakbal,Bloc3",Inezgane-Aït Melloul,1,Ait Melloul,0.167,Talmakante,0.4,Taroudant,80.40418621436305,
723,O Akalay,Taroudant,1,Oualqadi,0.5,Saadla,0.571,Safi,80.44027426921689,
724,O S B,Al Haouz,1,Sidi Badhaj,0.375,Oulad Sbih,0.533,El Kelâa des Sraghna,80.47636232407073,
725,"O, Daoud",Taounate,1,Oulad Daoud,0.737,Oulad Daoud,0.737,Taounate,80.51245037892457,
726,Od Belahcen,Larache,1,Souaken,0.444,Ain Lahcen,0.667,Tétouan,80.54853843377842,
