rang,Commune,Province,Region_std,n_cas,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct,CONFIRME_MANQUANT_REFERENTIEL,DECISION_HUMAINE
1175,Charf Souani,Tanger-Assilah,Tanger-Tétouan-Al Hoceïma,1,Dar Chaoui,0.545,Charqaoua,0.667,Moulay Yacoub,96.25623960066555,False,
1176,beni bouyafrour,Nador,Oriental,1,Bni Bouifrou,0.815,Bni Bouifrou,0.815,Nador,96.27703826955074,False,
1177,ben souda,Fès,Fès-Meknès,1,Ain Bou Ali,0.5,Bni Oual,0.706,Ouezzane,96.29783693843594,False,
1178,bani Saden,Sefrou,Fès-Meknès,1,Aït Seghrouchen,0.48,Bni Said,0.778,Tétouan,96.31863560732113,False,
1179,bab zitouba,Taza,Fès-Meknès,1,Bab Marzouka,0.696,Bab Tiouka,0.762,Sidi Kacem,96.33943427620632,False,
1180,dr doultma,Essaouira,Marrakech-Safi,1,Sidi Boulaalam,0.5,Dar Oum Soltane,0.64,Meknès,96.36023294509151,False,
1181,dr Afra,Ouarzazate,Drâa-Tafilalet,1,Afra,0.727,Afra,0.727,Ouarzazate,96.3810316139767,False,
1182,douar ain sora,Taounate,Fès-Meknès,1,Oulad Daoud,0.48,Oulad Ali Mansour,0.645,Chefchaouen,96.4018302828619,False,
1183,douar OUDAD,Taounate,Fès-Meknès,1,Oulad Daoud,0.636,Ouaoula,0.667,Azilal,96.42262895174709,False,
1184,dalas,Béni Mellal,Béni Mellal-Khénifra,1,Dir El Ksiba,0.235,Dakhla,0.727,Oued Ed-Dahab,96.44342762063228,False,
1185,Chahid baha,Sefrou,Fès-Meknès,1,Ahl Sidi Lahcen,0.538,Ait Baha,0.737,Chtouka-Aït Baha,96.46422628951747,False,
1186,centre,El Kelâa des Sraghna,Marrakech-Safi,1,Zemrane,0.462,Metrane,0.615,Sidi Bennour,96.48502495840266,False,
1187,Chahid Baha Rfaif,Sefrou,Fès-Meknès,1,Ahl Sidi Lahcen,0.438,Had Bradia,0.519,Béni Mellal,96.50582362728785,False,
1188,Chahid Baba,Sefrou,Fès-Meknès,1,Azzaba,0.471,Chahda,0.706,Safi,96.52662229617304,False,
1189,bouzlne,Taza,Fès-Meknès,1,Bouyablane,0.706,Boulemane,0.75,Boulemane,96.54742096505824,False,
1190,Cab,Chtouka-Aït Baha,Souss-Massa,1,Tabia,0.5,Chtaiba,0.6,El Kelâa des Sraghna,96.56821963394343,False,
1191,bouramana,Driouch,Oriental,1,Ourdana,0.75,Ouaoumana,0.778,Khénifra,96.58901830282862,False,
1192,bouqorra,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Kalaat Booqorra,0.609,Bouskoura,0.706,Nouaceur,96.60981697171381,False,
1193,C boumalne,Tinghir,Drâa-Tafilalet,1,Boumalne Dadès,0.667,Boulemane,0.737,Boulemane,96.630615640599,False,
1194,Béninsser,Nador,Oriental,1,Beni Ansar,0.737,Beni Ansar,0.737,Nador,96.6514143094842,False,
1195,Béni assifan,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Bni Selmane,0.609,Bni Hassane,0.783,Azilal,96.67221297836939,False,
1196,iazanenn,Nador,Oriental,1,Iaazzanene,0.778,Iaazzanene,0.778,Nador,96.69301164725458,False,
1197,Bureau Ikaouen,Tinghir,Drâa-Tafilalet,1,Ikniouen,0.545,Askaouen,0.636,Al Haouz,96.71381031613977,False,
1198,iatachne,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.375,Tafetachte,0.667,Essaouira,96.73460898502496,False,
1199,hdida,Tinghir,Drâa-Tafilalet,1,Tinejdad,0.462,Haddada,0.667,Kénitra,96.75540765391015,False,
1200,Brakt Lamine,Safi,Marrakech-Safi,1,Sebt Gzoula,0.435,Ras El Ain,0.636,Youssoufia,96.77620632279535,False,
1201,hay dari,Agadir-Ida Ou Tanane,Souss-Massa,1,Tadrart,0.533,Had Dra,0.667,Essaouira,96.79700499168054,False,
1202,harmomou,Sefrou,Fès-Meknès,1,Ahermoumou,0.778,Ahermoumou,0.778,Sefrou,96.81780366056573,False,
1203,harmomo,Sefrou,Fès-Meknès,1,Ahermoumou,0.706,Ahermoumou,0.706,Sefrou,96.83860232945092,False,
1204,hamria,Taounate,Fès-Meknès,1,Zarkat,0.5,Lamrija,0.769,Guercif,96.85940099833611,False,
1205,Trifa II,Berkane,Oriental,1,Saidia,0.286,Tifariti,0.75,Es-Semara,96.88019966722129,False,
1206,Bozamlane,Taza,Fès-Meknès,1,Bouyablane,0.737,Bouyablane,0.737,Taza,96.90099833610648,False,
1207,had mssila,Taza,Fès-Meknès,1,Msila,0.667,H'Ssyia,0.706,Zagora,96.92179700499167,False,
1208,ghorm El Alem,Béni Mellal,Béni Mellal-Khénifra,1,Foum El Anceur,0.593,Laghoualem,0.609,Benslimane,96.94259567387687,False,
1209,ghigou,Sefrou,Fès-Meknès,1,Aït Seghrouchen,0.381,Guigou,0.833,Boulemane,96.96339434276206,False,
1210,farkhana,Nador,Oriental,1,Arekmane,0.625,Argana,0.714,Taroudant,96.98419301164725,False,
1211,dépisté à azrou,Larache,Tanger-Tétouan-Al Hoceïma,1,Rissana Janoubia,0.452,Ait Sebaa Lajrouf,0.438,Ifrane,97.00499168053244,False,
1212,imzoudar,Tinghir,Drâa-Tafilalet,1,Imider,0.571,Mzoudia,0.8,Chichaoua,97.02579034941763,False,
1213,iminifri,Azilal,Béni Mellal-Khénifra,1,Tifni,0.462,Sidi Ifni,0.471,Sidi Ifni,97.04658901830283,False,
1214,imghrane,Tinghir,Drâa-Tafilalet,1,Tinghir,0.533,Ighzrane,0.875,Taza,97.06738768718802,False,
1215,ighrmloune,Tinghir,Drâa-Tafilalet,1,Aghbalou N'Kerdous,0.5,Tighedouine,0.667,Al Haouz,97.08818635607321,False,
1216,Bouyafer,Nador,Oriental,1,Bouarg,0.714,Sbouya,0.714,Sidi Ifni,97.1089850249584,False,
1217,Dar-Louhra,Taounate,Fès-Meknès,1,Mançoura,0.556,Daoura,0.75,Tarfaya,97.12978369384359,False,
1218,DD Mohamed,Driouch,Oriental,1,M'Hajer,0.471,Mohammédia,0.7,Mohammedia,97.15058236272878,False,
1219,ighmnigrane,Tinghir,Drâa-Tafilalet,1,Tinghir,0.556,Ighzrane,0.737,Taza,97.17138103161398,False,
1220,D.Tabarine,Tiznit,Souss-Massa,1,Ibdar,0.4,Tazarine,0.778,Taza,97.19217970049917,False,
1221,igherme,Taroudant,Souss-Massa,1,Irherm,0.769,Irherm,0.769,Taroudant,97.21297836938436,False,
1222,D.Jihadia,Tata,Souss-Massa,1,Adis,0.462,Bni Hadifa,0.632,Al Hoceïma,97.23377703826955,False,
1223,igermaouas,Driouch,Oriental,1,Amejjaou,0.444,Ijarmaouas,0.8,Al Hoceïma,97.25457570715474,False,
1224,idaogaylat,Taroudant,Souss-Massa,1,Ida Ou Gailal,0.696,Ida Ou Gailal,0.696,Taroudant,97.27537437603993,False,
1225,D.Jihadia,Al Haouz,Marrakech-Safi,1,Sti Fadma,0.444,Bni Hadifa,0.632,Al Hoceïma,97.29617304492513,False,
1226,D.Irahalen,Ouarzazate,Drâa-Tafilalet,1,Siroua,0.375,Irohalen,0.778,Chichaoua,97.31697171381032,False,
1227,ibrghosne,Tinghir,Drâa-Tafilalet,1,Tinghir,0.375,Tighedouine,0.6,Al Haouz,97.33777038269551,False,
1228,lhart,Tinghir,Drâa-Tafilalet,1,Aït Elfarsi,0.375,Lahdar,0.727,Youssoufia,97.3585690515807,False,
1229,lbour,Tinghir,Drâa-Tafilalet,1,Outerbat,0.462,Bourd,0.8,Al Hoceïma,97.3793677204659,False,
1230,lamzem,El Kelâa des Sraghna,Marrakech-Safi,1,Oulad Amer,0.5,Talzemt,0.615,Boulemane,97.40016638935109,False,
1231,laksir,El Hajeb,Fès-Meknès,1,Iqaddar,0.308,Laqsir,0.833,Moulay Yacoub,97.42096505823628,False,
1232,lagnat,Béni Mellal,Béni Mellal-Khénifra,1,Oulad Gnaou,0.588,Lagnadiz,0.714,Khouribga,97.44176372712147,False,
1233,D ouar Bénimalek,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Beni Malek,0.692,Beni Malek,0.692,Ouezzane,97.46256239600666,False,
1234,kolla,Larache,Tanger-Tétouan-Al Hoceïma,1,Souk Tolba,0.533,Kechoula,0.615,Chichaoua,97.48336106489185,False,
1235,D G,Sidi Kacem,Rabat-Salé-Kénitra,1,Sidi Kacem,0.308,Madagh,0.444,Berkane,97.50415973377704,False,
1236,kella,Tinghir,Drâa-Tafilalet,1,Toudgha El Oulia,0.381,Mellila,0.667,Benslimane,97.52495840266224,False,
1237,karia ba med,Taounate,Fès-Meknès,1,Ras El Oued,0.435,Karia Ba Mohamed,0.857,Moulay Yacoub,97.54575707154743,False,
1238,karia ba ahmd,Taounate,Fès-Meknès,1,Aïn Aïcha,0.455,Karia Ba Mohamed,0.828,Moulay Yacoub,97.56655574043262,False,
1239,Corona,Driouch,Oriental,1,Ourdana,0.615,Ourdana,0.615,Driouch,97.5873544093178,False,
1240,Coelma,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Oued Laou,0.533,Goulmima,0.571,Errachidia,97.60815307820299,False,
1241,jnan ward,Fès,Fès-Meknès,1,Ain Kansra,0.421,Ain Harrouda,0.571,Médiouna,97.62895174708818,False,
1242,jmaat abdellah,Al Haouz,Marrakech-Safi,1,Tameslouht,0.167,Ait Abdellah,0.846,Chtouka-Aït Baha,97.64975041597337,False,
1243,izourka,Tinghir,Drâa-Tafilalet,1,Outerbat,0.533,Ourika,0.769,Al Haouz,97.67054908485856,False,
1244,nakhla,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Azla,0.6,Dakhla,0.833,Oued Ed-Dahab,97.69134775374376,False,
1245,Cite Scolaire,Tétouan,Tanger-Tétouan-Al Hoceïma,1,Bni Said,0.476,Ain Chair,0.364,Figuig,97.71214642262895,False,
1246,my abdelkrim,Taounate,Fès-Meknès,1,Moulay Ahmed Cherif,0.516,Moulay Abdelkrim,0.857,Moulay Yacoub,97.73294509151414,False,
1247,my abdelkader,Sidi Kacem,Rabat-Salé-Kénitra,1,Sidi Kacem,0.348,Moulay Abdelkader,0.867,Ouezzane,97.75374376039933,False,
1248,municipalité nador,Nador,Oriental,1,Nador,0.435,Sidi Ali Ben Hamdouche,0.5,El Jadida,97.77454242928452,False,
1249,moujjou,Sefrou,Fès-Meknès,1,Ahermoumou,0.588,Boujdour,0.667,Boujdour,97.79534109816971,False,
1250,moqrisat,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Brikcha,0.4,Moqrisset,0.824,Chefchaouen,97.8161397670549,False,
1251,mirna,Tinghir,Drâa-Tafilalet,1,Imider,0.545,Smià,0.667,Taza,97.8369384359401,False,
1252,mezguitem,Taza,Fès-Meknès,1,El Gouzate,0.421,Mezguita,0.824,Ouarzazate,97.85773710482529,False,
1253,Chourfa,Fquih Ben Salah,Béni Mellal-Khénifra,1,Tachraft,0.533,Chouafaa,0.8,Larache,97.87853577371048,False,
1254,Chjahaid baha,Sefrou,Fès-Meknès,1,Ahl Sidi Lahcen,0.5,Ait Baha,0.667,Chtouka-Aït Baha,97.89933444259567,False,
1255,menzel,Sefrou,Fès-Meknès,1,El Menzel,0.8,El Menzel,0.8,Sefrou,97.92013311148087,False,
1256,"Chatre III,Ait Taoukte",Agadir-Ida Ou Tanane,Souss-Massa,1,Ida Ou Kazzou,0.286,Tataoute,0.467,Taroudant,97.94093178036606,False,
1257,marnissa,Taounate,Fès-Meknès,1,Tissa,0.615,Massa,0.769,Tiznit,97.96173044925125,False,
1258,Douar Chaoui Onarqui,El Kelâa des Sraghna,Marrakech-Safi,1,Oulad Cherki,0.438,Dar Chaoui,0.667,Tanger-Assilah,97.98252911813644,False,
1259,lharte,Tinghir,Drâa-Tafilalet,1,Aït Elfarsi,0.353,Lahdar,0.667,Youssoufia,98.00332778702163,False,
1260,Douar Bouzgar Sidi Boushab,Agadir-Ida Ou Tanane,Souss-Massa,1,Ait Aissi Ihahane,0.372,Sidi Boushab,0.632,Chtouka-Aït Baha,98.02412645590682,False,
1261,regragua,Essaouira,Marrakech-Safi,1,Sidi Aissa Regragui,0.519,Reggada,0.667,Tiznit,98.04492512479202,False,
1262,regraga,Al Haouz,Marrakech-Safi,1,Agafay,0.462,Reggada,0.714,Tiznit,98.06572379367721,False,
1263,rass lma,Nador,Oriental,1,Hassi Berkane,0.476,Ras El Ma,0.824,Berkane,98.0865224625624,False,
1264,rahouana,Nador,Oriental,1,Selouane,0.5,Lahouaza,0.75,Settat,98.10732113144759,False,
1265,qd ben aouda,Kénitra,Rabat-Salé-Kénitra,1,Ben Mansour,0.609,Kariat Ben Aouda,0.714,Ouezzane,98.12811980033278,False,
1266,ouledamghar,Driouch,Oriental,1,Ourdana,0.556,Oulad Amghar,0.87,Al Hoceïma,98.14891846921797,False,
1267,oued fes,Fès,Fès-Meknès,1,Fès,0.545,Oued Zem,0.75,Khouribga,98.16971713810317,False,
1268,oued Kasaba,Taounate,Fès-Meknès,1,Oued Jemaa,0.667,Ouled Aissa,0.727,Taroudant,98.19051580698836,False,
1269,Douar Bahi,Azilal,Béni Mellal-Khénifra,1,Zaouiat Ahansal,0.48,Moulay Brahim,0.696,Al Haouz,98.21131447587355,False,
1270,omyache,Tinghir,Drâa-Tafilalet,1,Imilchil,0.4,Rouached,0.667,Fquih Ben Salah,98.23211314475874,False,
1271,oled mhala,Taroudant,Souss-Massa,1,Ouled Aissa,0.667,Oued Malha,0.7,Chefchaouen,98.25291181364393,False,
1272,oled bouchair,Settat,Casablanca-Settat,1,Oulad Abbou,0.583,Oulad Boughadi,0.741,Khouribga,98.27371048252911,False,
1273,oled bouaziri,Settat,Casablanca-Settat,1,Oulad Abbou,0.583,Oulad Bourima,0.692,Taza,98.2945091514143,False,
1274,Douar Asserssif,Agadir-Ida Ou Tanane,Souss-Massa,1,Aqesri,0.286,Moulay Aissa Ben Driss,0.595,Azilal,98.3153078202995,False,
1275,o ghalem,Settat,Casablanca-Settat,1,Toualet,0.533,Ouled Ghanem,0.7,Sidi Bennour,98.33610648918469,False,
1276,sidi kamel,Larache,Tanger-Tétouan-Al Hoceïma,1,Sidi Lyamani,0.636,Sidi Al Kamel,0.87,Sidi Slimane,98.35690515806988,False,
1277,Douar Ait Bousset,Chtouka-Aït Baha,Souss-Massa,1,Arbaa Aït Ahmed,0.5,Oulad Ali Youssef,0.706,Boulemane,98.37770382695507,False,
1278,Douar Agafay,Agadir-Ida Ou Tanane,Souss-Massa,1,Adaghas,0.421,Dar Jamaa,0.667,Al Haouz,98.39850249584026,False,
1279,sidi ahmed tadli,Meknès,Fès-Meknès,1,Oued Jdida,0.308,Sidi Ahmed El Khadir,0.778,El Kelâa des Sraghna,98.41930116472545,False,
1280,sidi ahmed hamed,Essaouira,Marrakech-Safi,1,Sidi H'Mad Ou Hamed,0.743,Sidi H'Mad Ou Hamed,0.743,Essaouira,98.44009983361065,False,
1281,sidi A Tadeli Lalal yaza,Sefrou,Fès-Meknès,1,Dar El Hamra,0.389,Sidi Allal Tazi,0.667,Kénitra,98.46089850249584,False,
1282,sidi A Tadeli,Sefrou,Fès-Meknès,1,Ahl Sidi Lahcen,0.5,Sidi Al Kamel,0.769,Sidi Slimane,98.48169717138103,False,
1283,sghanghan,Nador,Oriental,1,Zeghanghane,0.8,Zeghanghane,0.8,Nador,98.50249584026622,False,
1284,"Douar Afa, Azrarague",Agadir-Ida Ou Tanane,Souss-Massa,1,Ida Ou Kazzou,0.424,Ouarzazate,0.533,Ouarzazate,98.52329450915141,False,
1285,DiourEssalam,Sidi Kacem,Rabat-Salé-Kénitra,1,Zirara,0.444,Sidi Moussa Lhamri,0.667,Taroudant,98.5440931780366,False,
1286,Diour sabone,Al Haouz,Marrakech-Safi,1,Ouirgane,0.6,Douirane,0.7,Chichaoua,98.5648918469218,False,
1287,sebte tafraoutene,Taroudant,Souss-Massa,1,Tafraouten,0.741,Tafraouten,0.741,Taroudant,98.58569051580699,False,
1288,Demna,Taounate,Fès-Meknès,1,Oued Jemaa,0.533,Demnate,0.833,Azilal,98.60648918469218,False,
1289,sais,Fès,Fès-Meknès,1,Ain Kansra,0.429,Assais,0.8,Taroudant,98.62728785357737,False,
1290,sahel,Tiznit,Souss-Massa,1,Arbaa Sahel,0.625,Salé,0.667,Salé,98.64808652246256,False,
1291,saghro,Tinghir,Drâa-Tafilalet,1,Tinghir,0.462,Maghraoua,0.667,Taza,98.66888519134775,False,
1292,tazakhte,Tinghir,Drâa-Tafilalet,1,Taghzoute N'Ait Atta,0.357,Taznakht,0.875,Ouarzazate,98.68968386023295,False,
1293,taynza,Tinghir,Drâa-Tafilalet,1,Tinejdad,0.286,Taza,0.8,Taza,98.71048252911814,False,
1294,tassouit,Tinghir,Drâa-Tafilalet,1,Assoul,0.714,Tassousfi,0.824,Tata,98.73128119800333,False,
1295,tasouite,Tinghir,Drâa-Tafilalet,1,Assoul,0.571,Tagounite,0.824,Zagora,98.75207986688852,False,
1296,De Passage,Ouarzazate,Drâa-Tafilalet,1,Idelsane,0.556,Sidi Aissa,0.6,Safi,98.77287853577371,False,
1297,tarmouchte,Tinghir,Drâa-Tafilalet,1,Outerbat,0.444,Tabaroucht,0.8,Béni Mellal,98.7936772046589,False,
1298,De Passage,Agadir-Ida Ou Tanane,Souss-Massa,1,Ait Aissi Ihahane,0.444,Sidi Aissa,0.6,Safi,98.8144758735441,False,
1299,taoujtat,El Hajeb,Fès-Meknès,1,Agourai,0.533,Tazouta,0.8,Sefrou,98.83527454242929,False,
1300,taouima,Nador,Oriental,1,Al Aroui,0.533,Touama,0.769,Marrakech,98.85607321131448,False,
1301,Dchar Ben Dibane,Larache,Tanger-Tétouan-Al Hoceïma,1,Ksar el-Kebir,0.345,Dar El Kebdani,0.533,Driouch,98.87687188019967,False,
1302,Douar sidi saoud,Taounate,Fès-Meknès,1,Oulad Daoud,0.667,Ait Sidi Daoud,0.733,Marrakech,98.89767054908486,False,
1303,tamlalte,Tinghir,Drâa-Tafilalet,1,Imilchil,0.375,Tamallalt,0.824,El Kelâa des Sraghna,98.91846921797006,False,
1304,takkad,Chtouka-Aït Baha,Souss-Massa,1,Tabia,0.545,Akka,0.8,Tata,98.93926788685525,False,
1305,Douar ouled salem ain gdah,Taounate,Fès-Meknès,1,Oued Jemaa,0.5,Dar Oulad Zidouh,0.571,Fquih Ben Salah,98.96006655574043,False,
1306,Douar dar lakhchab,Moulay Yacoub,Fès-Meknès,1,Bouchabel,0.444,Oued Lakhdar,0.6,El Kelâa des Sraghna,98.98086522462562,False,
1307,"sidi med b,lahcen",Taounate,Fès-Meknès,1,Sidi M'Hamed Ben Lahcen,0.8,Sidi M'Hamed Ben Lahcen,0.8,Taounate,99.00166389351081,False,
1308,A S jbel olia,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Oulia,0.684,Ait Sedrate Jbel El Oulia,0.684,Tinghir,99.022462562396,False,
1309,A S jbel,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Oulia,0.485,Bni Sidel Jbel,0.636,Nador,99.04326123128119,False,
1310,A S gbel sofla,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Soufla,0.65,Ait Sedrate Jbel El Soufla,0.65,Tinghir,99.06405990016638,False,
1311,A S Scharkia,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Sahl Charkia,0.667,Assaki,0.667,Al Haouz,99.08485856905158,False,
1312,Douar bni zgyiene,Taounate,Fès-Meknès,1,Bni Rzine,0.615,Bni Rzine,0.615,Taounate,99.10565723793677,False,
1313,A S S charkia,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Sahl Charkia,0.703,Ait Sedrate Sahl Charkia,0.703,Tinghir,99.12645590682196,False,
1314,A S Jbel olia,Tinghir,Drâa-Tafilalet,1,Ait Sedrate Jbel El Oulia,0.684,Ait Sedrate Jbel El Oulia,0.684,Tinghir,99.14725457570715,False,
1315,Douar amghizide,Azilal,Béni Mellal-Khénifra,1,Zaouiat Ahansal,0.4,Oulad Amghar,0.593,Al Hoceïma,99.16805324459234,False,
1316,A S J soufla,Tinghir,Drâa-Tafilalet,1,Ferkla Es-Soufla,0.714,Ferkla Es-Soufla,0.714,Tinghir,99.18885191347754,False,
1317,Douar ait ichout,Sefrou,Fès-Meknès,1,Aït Seghrouchen,0.387,Ait Ichou,0.72,Khemisset,99.20965058236273,False,
1318,"Douar Tahchoucht, Tamraght",Agadir-Ida Ou Tanane,Souss-Massa,1,Ida Ou Kazzou,0.308,Houara Oulad Raho,0.372,Guercif,99.23044925124792,False,
1319,tighmatine,Tinghir,Drâa-Tafilalet,1,Tilmi,0.533,Tighmi,0.75,Tiznit,99.25124792013311,False,
1320,Douar Skhira moulay bouchta,Taounate,Fès-Meknès,1,Bni Bouchibet,0.4,Moulay Bouchta,0.683,Moulay Yacoub,99.2720465890183,False,
1321,Douar Matil,Chichaoua,Marrakech-Safi,1,Oulad M'Rabet,0.583,Dar Jamaa,0.6,Al Haouz,99.2928452579035,False,
1322,Douar Lhouari,Sidi Kacem,Rabat-Salé-Kénitra,1,Oulad Nouel,0.5,Dar Chaoui,0.696,Tanger-Assilah,99.31364392678869,False,
1323,tazintest,Taroudant,Souss-Massa,1,Tizi N'Test,0.8,Tizi N'Test,0.8,Taroudant,99.33444259567388,False,
1324,,Chtouka-Aït Baha,Souss-Massa,1,Toumliline,0.0,,0.0,,99.35524126455907,False,
1325,,Tiznit,Souss-Massa,1,Tnine Aglou,0.0,,0.0,,99.37603993344426,False,
1326,Douar Lazrak,Inezgane-Aït Melloul,Souss-Massa,1,Ouad Essafa,0.522,Dar El Hamra,0.667,Sefrou,99.39683860232945,False,
1327,Douar Ibzazn,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1,Rouadi,0.444,Ouarzazate,0.636,Ouarzazate,99.41763727121464,False,
1328,,Taroudant,Souss-Massa,1,Zaouia Sidi Tahar,0.0,,0.0,,99.43843594009984,False,
1329,Douar Elmchaâ oudka,Taounate,Fès-Meknès,1,Ras El Oued,0.533,Dar Chaoui,0.621,Tanger-Assilah,99.45923460898503,False,
1330,Douar Elhomane,Inezgane-Aït Melloul,Souss-Massa,1,Ouad Essafa,0.48,Oulad El Garne,0.643,El Kelâa des Sraghna,99.48003327787022,False,
1331,Elguenzra,Khemisset,Rabat-Salé-Kénitra,1,El Kansera,0.526,El Guerdane,0.6,Taroudant,99.50083194675541,False,
1332,,Sidi Kacem,Rabat-Salé-Kénitra,1,Zirara,0.0,,0.0,,99.5216306156406,False,
1333,,Sefrou,Fès-Meknès,1,Tazouta,0.0,,0.0,,99.5424292845258,False,
1334,,Safi,Marrakech-Safi,1,Talmest,0.0,,0.0,,99.56322795341099,False,
1335,El wahda,Taza,Fès-Meknès,1,Outat El Haj,0.4,Lahdar,0.714,Youssoufia,99.58402662229618,False,
1336,El bahri,Nador,Oriental,1,Al Aroui,0.625,El Aamria,0.706,El Kelâa des Sraghna,99.60482529118137,False,
1337,zgangan,Nador,Oriental,1,Zeghanghane,0.778,Zeghanghane,0.778,Nador,99.62562396006656,False,
1338,zegota,Sidi Kacem,Rabat-Salé-Kénitra,1,Zaggota,0.769,Zaggota,0.769,Sidi Kacem,99.64642262895175,False,
1339,15 Gar,Taza,Fès-Meknès,1,Ras Laksar,0.375,M'Garto,0.615,Khouribga,99.66722129783693,False,
1340,El Yasmine,Sidi Kacem,Rabat-Salé-Kénitra,1,Ain Jemaa,0.421,Lahsinate,0.632,Essaouira,99.68801996672212,False,
1341,El Qods,El Kelâa des Sraghna,Marrakech-Safi,1,El Marbouh,0.471,El Mers,0.571,Boulemane,99.70881863560732,False,
1342,,Chefchaouen,Tanger-Tétouan-Al Hoceïma,1,Tizgane,0.0,,0.0,,99.7296173044925,False,
1343,El Hana,El Kelâa des Sraghna,Marrakech-Safi,1,El Aamria,0.625,El Hanchane,0.778,Essaouira,99.7504159733777,False,
1344,,Boulemane,Fès-Meknès,1,Talzemt,0.0,,0.0,,99.77121464226289,False,
1345,A S J oulia,Tinghir,Drâa-Tafilalet,1,Ferkla El Oulia,0.615,Rass Oumlil,0.636,Tan-Tan,99.79201331114808,False,
1346,A H yahya,Tinghir,Drâa-Tafilalet,1,Aït Hani,0.471,Ait Yahya,0.778,Midelt,99.81281198003327,False,
1347,El Bassatine,Meknès,Fès-Meknès,1,Mrhassiyine,0.522,El Bibane,0.667,Taounate,99.83361064891847,False,
1348,Ehahane,Essaouira,Marrakech-Safi,1,El Hanchane,0.778,Zeghanghane,0.778,Nador,99.85440931780366,False,
1349,7eme BISI,Taza,Fès-Meknès,1,Msila,0.429,Mesti,0.429,Sidi Ifni,99.87520798668885,False,
1350,7Eme Bsi Melitaire,Taza,Fès-Meknès,1,Msila,0.435,Ameur Seflia,0.533,Kénitra,99.89600665557404,False,
1351,7Eme Bsi,Taza,Fès-Meknès,1,Msila,0.462,Mesti,0.615,Sidi Ifni,99.91680532445923,False,
1352,6éme BSI,Taza,Fès-Meknès,1,Msila,0.462,Mesti,0.615,Sidi Ifni,99.93760399334442,False,
1353,Dr lagraa,Rehamna,Marrakech-Safi,1,Sidi Ali Labrahla,0.538,Dar Jamaa,0.667,Al Haouz,99.95840266222962,False,
1354,15Eme Gare,Taza,Fès-Meknès,1,El Gouzate,0.5,M'Garto,0.588,Khouribga,99.97920133111481,False,
1355,hamria,Ouezzane,Tanger-Tétouan-Al Hoceïma,1,Lamrabih,0.571,Lamrija,0.769,Guercif,100.0,False,
