province,region,annee,mois,cas_predits,ci_lower_95,ci_upper_95
Driouch,Oriental,2043,3,0.8446804260596174,0.0,1.9454101198337805
Driouch,Oriental,2043,4,0.830866609318778,0.0,1.9174317129806002
Driouch,Oriental,2043,5,0.8817358599244872,0.0,2.0150238986879496
Driouch,Oriental,2043,6,0.9156420381288435,0.0,2.0805325773814682
Driouch,Oriental,2043,7,0.768982981287309,0.0,1.7853834353490798
Driouch,Oriental,2043,8,0.769542312374666,0.0,1.7897803524630884
Driouch,Oriental,2043,9,0.7453793297401118,0.0,1.7461266404755977
Driouch,Oriental,2043,10,0.7605307993142493,0.0,1.7749419435092437
Driouch,Oriental,2043,11,0.757249603090736,0.0,1.768488485255968
Driouch,Oriental,2043,12,0.843524909304455,0.0,1.932523599878092
Driouch,Oriental,2044,1,0.8377665735297617,0.0,1.9267523842928571
Driouch,Oriental,2044,2,0.8383836820838994,0.0,1.9272828859669193
Driouch,Oriental,2044,3,0.8445295134908776,0.0,1.9451787308672732
Driouch,Oriental,2044,4,0.830866609318778,0.0,1.9174317129806002
Driouch,Oriental,2044,5,0.8817358599244872,0.0,2.0150238986879496
Driouch,Oriental,2044,6,0.9151781260625824,0.0,2.0798355851847106
Driouch,Oriental,2044,7,0.7687366521313753,0.0,1.784972343036956
Driouch,Oriental,2044,8,0.7695838595991755,0.0,1.7898458092428213
Driouch,Oriental,2044,9,0.7449388953078525,0.0,1.7454276800374409
Driouch,Oriental,2044,10,0.7605307993142493,0.0,1.7749419435092437
Driouch,Oriental,2044,11,0.757249603090736,0.0,1.768488485255968
Driouch,Oriental,2044,12,0.8436951132623817,0.0,1.9327850020176416
Driouch,Oriental,2045,1,0.8380171709605039,0.0,1.9271376003834724
Driouch,Oriental,2045,2,0.8383836820838994,0.0,1.9272828859669193
Driouch,Oriental,2045,3,0.8347353637230723,0.0,1.9259939792468488
Driouch,Oriental,2045,4,0.9165038851257904,0.0,2.087069548258796
Driouch,Oriental,2045,5,0.8732451853258683,0.0,1.9982385349829772
Driouch,Oriental,2045,6,0.9151781260625824,0.0,2.0798355851847106
Driouch,Oriental,2045,7,0.7686913596442303,0.0,1.784900638780524
Driouch,Oriental,2045,8,0.7695799845542297,0.0,1.7898397089939295
Driouch,Oriental,2045,9,0.745026477688099,0.0,1.7455666089246187
Driouch,Oriental,2045,10,0.7557706822494664,0.0,1.7654431622748414
Driouch,Oriental,2045,11,0.757276594579295,0.0,1.7685423524954074
Driouch,Oriental,2045,12,0.8436951132623817,0.0,1.9327850020176416
El Hajeb,Fès-Meknès,2025,1,0.1842652724260993,0.0,0.6340886957367079
El Hajeb,Fès-Meknès,2025,2,0.18359973874124896,0.0,0.6325574899015383
El Hajeb,Fès-Meknès,2025,3,0.18247231812678336,0.0,0.6299603156769876
El Hajeb,Fès-Meknès,2025,4,0.18249015539176872,0.0,0.630001350980496
El Hajeb,Fès-Meknès,2025,5,0.18105971452569308,0.0,0.626700371497068
El Hajeb,Fès-Meknès,2025,6,0.18138527535178187,0.0,0.6274522361768881
El Hajeb,Fès-Meknès,2025,7,0.18039286885886002,0.0,0.625159445132783
El Hajeb,Fès-Meknès,2025,8,0.18111157535470132,0.0,0.6268202825536757
El Hajeb,Fès-Meknès,2025,9,0.1819977607121492,0.0,0.6288657468039037
El Hajeb,Fès-Meknès,2025,10,0.18138837068101848,0.0,0.627459376020334
El Hajeb,Fès-Meknès,2025,11,0.18314320205082285,0.0,0.6315062836657092
El Hajeb,Fès-Meknès,2025,12,0.18396637216089062,0.0,0.6334015697931639
El Hajeb,Fès-Meknès,2026,1,0.18430394542283693,0.0,0.634177651255674
El Hajeb,Fès-Meknès,2026,2,0.18359973874124896,0.0,0.6325574899015383
El Hajeb,Fès-Meknès,2026,3,0.18247231812678336,0.0,0.6299603156769876
El Hajeb,Fès-Meknès,2026,4,0.18249015539176872,0.0,0.630001350980496
El Hajeb,Fès-Meknès,2026,5,0.18105971452569308,0.0,0.626700371497068
El Hajeb,Fès-Meknès,2026,6,0.18138527535198135,0.0,0.6274522361773487
El Hajeb,Fès-Meknès,2026,7,0.18039286885886002,0.0,0.625159445132783
El Hajeb,Fès-Meknès,2026,8,0.18111157535470132,0.0,0.6268202825536757
El Hajeb,Fès-Meknès,2026,9,0.1819977607121492,0.0,0.6288657468039037
El Hajeb,Fès-Meknès,2026,10,0.18138837068101848,0.0,0.627459376020334
El Hajeb,Fès-Meknès,2026,11,0.18314320205082285,0.0,0.6315062836657092
El Hajeb,Fès-Meknès,2026,12,0.18396637216089062,0.0,0.6334015697931639
El Hajeb,Fès-Meknès,2027,1,0.18436179836503672,0.0,0.6343107050909433
El Hajeb,Fès-Meknès,2027,2,0.18348070407592057,0.0,0.6322832633054898
El Hajeb,Fès-Meknès,2027,3,0.18247231812678336,0.0,0.6299603156769876
El Hajeb,Fès-Meknès,2027,4,0.18249015539176872,0.0,0.630001350980496
El Hajeb,Fès-Meknès,2027,5,0.18105971452569308,0.0,0.626700371497068
El Hajeb,Fès-Meknès,2027,6,0.18138527535219007,0.0,0.6274522361778305
El Hajeb,Fès-Meknès,2027,7,0.18039286885886002,0.0,0.625159445132783
El Hajeb,Fès-Meknès,2027,8,0.18111157535470132,0.0,0.6268202825536757
El Hajeb,Fès-Meknès,2027,9,0.1819977607121492,0.0,0.6288657468039037
El Hajeb,Fès-Meknès,2027,10,0.18138837068101848,0.0,0.627459376020334
El Hajeb,Fès-Meknès,2027,11,0.18314320205082285,0.0,0.6315062836657092
El Hajeb,Fès-Meknès,2027,12,0.18385768597837798,0.0,0.6331513091210397
El Hajeb,Fès-Meknès,2028,1,0.18428787181534728,0.0,0.6341408568131597
El Hajeb,Fès-Meknès,2028,2,0.18348070407592057,0.0,0.6322832633054898
El Hajeb,Fès-Meknès,2028,3,0.18247231812678336,0.0,0.6299603156769876
El Hajeb,Fès-Meknès,2028,4,0.18247308549094993,0.0,0.6299619962076528
El Hajeb,Fès-Meknès,2028,5,0.18105971452569308,0.0,0.626700371497068
El Hajeb,Fès-Meknès,2028,6,0.18137702758930246,0.0,0.6274331936877663
El Hajeb,Fès-Meknès,2028,7,0.18039740364803317,0.0,0.6251699253135357
El Hajeb,Fès-Meknès,2028,8,0.18111157535470132,0.0,0.6268202825536757
El Hajeb,Fès-Meknès,2028,9,0.1819977607121492,0.0,0.6288657468039037
El Hajeb,Fès-Meknès,2028,10,0.18138837068101848,0.0,0.627459376020334
El Hajeb,Fès-Meknès,2028,11,0.18314320205082285,0.0,0.6315062836657092
El Hajeb,Fès-Meknès,2028,12,0.18377583808320921,0.0,0.632962932937171
El Hajeb,Fès-Meknès,2029,1,0.18428787181534728,0.0,0.6341408568131597
El Hajeb,Fès-Meknès,2029,2,0.18332833261446377,0.0,0.6319323561599923
El Hajeb,Fès-Meknès,2029,3,0.18247231812678336,0.0,0.6299603156769876
El Hajeb,Fès-Meknès,2029,4,0.18247308549094993,0.0,0.6299619962076528
El Hajeb,Fès-Meknès,2029,5,0.18105971452569308,0.0,0.626700371497068
El Hajeb,Fès-Meknès,2029,6,0.1813724026756451,0.0,0.6274225142649468
El Hajeb,Fès-Meknès,2029,7,0.1803991650410064,0.0,0.6251739956312148
El Hajeb,Fès-Meknès,2029,8,0.181110642252448,0.0,0.6268181284777199
El Hajeb,Fès-Meknès,2029,9,0.1819977607121492,0.0,0.6288657468039037
El Hajeb,Fès-Meknès,2029,10,0.18138837068101848,0.0,0.627459376020334
El Hajeb,Fès-Meknès,2029,11,0.18300483165088405,0.0,0.6311875346999456
El Hajeb,Fès-Meknès,2029,12,0.18377583808320921,0.0,0.632962932937171
El Hajeb,Fès-Meknès,2030,1,0.18435932864106402,0.0,0.6343052352588372
El Hajeb,Fès-Meknès,2030,2,0.18332833261446377,0.0,0.6319323561599923
El Hajeb,Fès-Meknès,2030,3,0.18247231812678336,0.0,0.6299603156769876
El Hajeb,Fès-Meknès,2030,4,0.18247308549094993,0.0,0.6299619962076528
El Hajeb,Fès-Meknès,2030,5,0.18105971452569308,0.0,0.626700371497068
El Hajeb,Fès-Meknès,2030,6,0.1813724026756451,0.0,0.6274225142649468
El Hajeb,Fès-Meknès,2030,7,0.1804086522025101,0.0,0.6251959294010564
El Hajeb,Fès-Meknès,2030,8,0.181110642252448,0.0,0.6268181284777199
El Hajeb,Fès-Meknès,2030,9,0.18194663189621013,0.0,0.6287478417729644
El Hajeb,Fès-Meknès,2030,10,0.18138837068101848,0.0,0.627459376020334
El Hajeb,Fès-Meknès,2030,11,0.18300483165088405,0.0,0.6311875346999456
El Hajeb,Fès-Meknès,2030,12,0.18367193652554914,0.0,0.6327237210708181
El Hajeb,Fès-Meknès,2031,1,0.18435932864106402,0.0,0.6343052352588372
El Hajeb,Fès-Meknès,2031,2,0.1832568558430832,0.0,0.6317677664596599
El Hajeb,Fès-Meknès,2031,3,0.18247613205350596,0.0,0.6299691069880058
El Hajeb,Fès-Meknès,2031,4,0.18247308549094993,0.0,0.6299619962076528
El Hajeb,Fès-Meknès,2031,5,0.18105971452569308,0.0,0.626700371497068
El Hajeb,Fès-Meknès,2031,6,0.1813724026756451,0.0,0.6274225142649468
El Hajeb,Fès-Meknès,2031,7,0.18040822084144664,0.0,0.6251949331272417
El Hajeb,Fès-Meknès,2031,8,0.18112407124598084,0.0,0.6268491483868872
El Hajeb,Fès-Meknès,2031,9,0.18194663189621013,0.0,0.6287478417729644
El Hajeb,Fès-Meknès,2031,10,0.18138837068101848,0.0,0.627459376020334
El Hajeb,Fès-Meknès,2031,11,0.18300483165088405,0.0,0.6311875346999456
El Hajeb,Fès-Meknès,2031,12,0.1835218579742019,0.0,0.6323782804728362
El Hajeb,Fès-Meknès,2032,1,0.1842983905056046,0.0,0.6341651823853247
El Hajeb,Fès-Meknès,2032,2,0.1832568558430832,0.0,0.6317677664596599
El Hajeb,Fès-Meknès,2032,3,0.18247613205350596,0.0,0.6299691069880058
El Hajeb,Fès-Meknès,2032,4,0.18246936921605394,0.0,0.6299534358756449
El Hajeb,Fès-Meknès,2032,5,0.1810564653628609,0.0,0.6266928686515768
El Hajeb,Fès-Meknès,2032,6,0.1813724026756451,0.0,0.6274225142649468
El Hajeb,Fès-Meknès,2032,7,0.180415286410476,0.0,0.6252112683335355
El Hajeb,Fès-Meknès,2032,8,0.1811289281528931,0.0,0.6268603671573413
El Hajeb,Fès-Meknès,2032,9,0.18194663189621013,0.0,0.6287478417729644
El Hajeb,Fès-Meknès,2032,10,0.1814078150022505,0.0,0.6275042515308809
El Hajeb,Fès-Meknès,2032,11,0.18300483165088405,0.0,0.6311875346999456
El Hajeb,Fès-Meknès,2032,12,0.1835504015995564,0.0,0.6324440380368982
El Hajeb,Fès-Meknès,2033,1,0.1842983905056046,0.0,0.6341651823853247
El Hajeb,Fès-Meknès,2033,2,0.18320705929085082,0.0,0.6316530192811726
El Hajeb,Fès-Meknès,2033,3,0.18247613205350596,0.0,0.6299691069880058
El Hajeb,Fès-Meknès,2033,4,0.18246936921605394,0.0,0.6299534358756449
El Hajeb,Fès-Meknès,2033,5,0.1810564653628609,0.0,0.6266928686515768
El Hajeb,Fès-Meknès,2033,6,0.1813724026756451,0.0,0.6274225142649468
El Hajeb,Fès-Meknès,2033,7,0.180415286410476,0.0,0.6252112683335355
El Hajeb,Fès-Meknès,2033,8,0.1811289281528931,0.0,0.6268603671573413
El Hajeb,Fès-Meknès,2033,9,0.1819466350995103,0.0,0.6287478491600691
El Hajeb,Fès-Meknès,2033,10,0.181407850154153,0.0,0.6275043326538328
El Hajeb,Fès-Meknès,2033,11,0.18299926097651364,0.0,0.6311747088335384
El Hajeb,Fès-Meknès,2033,12,0.18357189684027372,0.0,0.6324935266546517
El Hajeb,Fès-Meknès,2034,1,0.1842983905056046,0.0,0.6341651823853247
El Hajeb,Fès-Meknès,2034,2,0.18320705929085082,0.0,0.6316530192811726
El Hajeb,Fès-Meknès,2034,3,0.18247868119932853,0.0,0.6299749852798037
El Hajeb,Fès-Meknès,2034,4,0.1824485659502454,0.0,0.6299054697554765
El Hajeb,Fès-Meknès,2034,5,0.1810564653628609,0.0,0.6266928686515768
El Hajeb,Fès-Meknès,2034,6,0.1813724026756451,0.0,0.6274225142649468
El Hajeb,Fès-Meknès,2034,7,0.180415286410476,0.0,0.6252112683335355
El Hajeb,Fès-Meknès,2034,8,0.18103275319482798,0.0,0.6266382578967269
El Hajeb,Fès-Meknès,2034,9,0.18194607982190894,0.0,0.6287465691798696
El Hajeb,Fès-Meknès,2034,10,0.181407850154153,0.0,0.6275043326538328
El Hajeb,Fès-Meknès,2034,11,0.18291134944002976,0.0,0.6309720713286637
El Hajeb,Fès-Meknès,2034,12,0.18357189684027372,0.0,0.6324935266546517
El Hajeb,Fès-Meknès,2035,1,0.1842983905056046,0.0,0.6341651823853247
El Hajeb,Fès-Meknès,2035,2,0.18320889463877404,0.0,0.631657244556658
El Hajeb,Fès-Meknès,2035,3,0.18248112351915372,0.0,0.6299806168270984
El Hajeb,Fès-Meknès,2035,4,0.1824485659502454,0.0,0.6299054697554765
El Hajeb,Fès-Meknès,2035,5,0.1810564653628609,0.0,0.6266928686515768
El Hajeb,Fès-Meknès,2035,6,0.1813724026756451,0.0,0.6274225142649468
El Hajeb,Fès-Meknès,2035,7,0.18041442363748325,0.0,0.6252092744762975
El Hajeb,Fès-Meknès,2035,8,0.18103275319482798,0.0,0.6266382578967269
El Hajeb,Fès-Meknès,2035,9,0.18194607982190894,0.0,0.6287465691798696
El Hajeb,Fès-Meknès,2035,10,0.181407850154153,0.0,0.6275043326538328
El Hajeb,Fès-Meknès,2035,11,0.18288561311187101,0.0,0.6309127751660728
El Hajeb,Fès-Meknès,2035,12,0.18359170741794323,0.0,0.6325391483171408
El Hajeb,Fès-Meknès,2036,1,0.18439838262598426,0.0,0.6343949167902139
El Hajeb,Fès-Meknès,2036,2,0.18313347016431825,0.0,0.6314835150458522
El Hajeb,Fès-Meknès,2036,3,0.18248112351915372,0.0,0.6299806168270984
El Hajeb,Fès-Meknès,2036,4,0.1824485659502454,0.0,0.6299054697554765
El Hajeb,Fès-Meknès,2036,5,0.18105909788876348,0.0,0.6266989483683233
El Hajeb,Fès-Meknès,2036,6,0.1813724026756451,0.0,0.6274225142649468
El Hajeb,Fès-Meknès,2036,7,0.18041442363748325,0.0,0.6252092744762975
El Hajeb,Fès-Meknès,2036,8,0.18103275319482798,0.0,0.6266382578967269
El Hajeb,Fès-Meknès,2036,9,0.18194607982190894,0.0,0.6287465691798696
El Hajeb,Fès-Meknès,2036,10,0.181407850154153,0.0,0.6275043326538328
El Hajeb,Fès-Meknès,2036,11,0.18280335901983497,0.0,0.6307231676834324
El Hajeb,Fès-Meknès,2036,12,0.18345726799223747,0.0,0.6322296559211789
El Hajeb,Fès-Meknès,2037,1,0.18437257478467695,0.0,0.634335743951192
El Hajeb,Fès-Meknès,2037,2,0.18340062096800241,0.0,0.632098795862138
El Hajeb,Fès-Meknès,2037,3,0.18248465378335693,0.0,0.6299887559976955
El Hajeb,Fès-Meknès,2037,4,0.18243760551671434,0.0,0.6298801956129745
El Hajeb,Fès-Meknès,2037,5,0.18105909788876348,0.0,0.6266989483683233
El Hajeb,Fès-Meknès,2037,6,0.1813724026756451,0.0,0.6274225142649468
El Hajeb,Fès-Meknès,2037,7,0.18041442363748325,0.0,0.6252092744762975
El Hajeb,Fès-Meknès,2037,8,0.18103275319482798,0.0,0.6266382578967269
El Hajeb,Fès-Meknès,2037,9,0.18194607982190894,0.0,0.6287465691798696
El Hajeb,Fès-Meknès,2037,10,0.181407850154153,0.0,0.6275043326538328
El Hajeb,Fès-Meknès,2037,11,0.18272784754160004,0.0,0.6305491067222377
El Hajeb,Fès-Meknès,2037,12,0.18345726799223747,0.0,0.6322296559211789
El Hajeb,Fès-Meknès,2038,1,0.18437257478467695,0.0,0.634335743951192
El Hajeb,Fès-Meknès,2038,2,0.1833655007330326,0.0,0.6320180047893861
El Hajeb,Fès-Meknès,2038,3,0.18248465378335693,0.0,0.6299887559976955
El Hajeb,Fès-Meknès,2038,4,0.18242616567863046,0.0,0.6298538137197568
El Hajeb,Fès-Meknès,2038,5,0.18105909788876348,0.0,0.6266989483683233
El Hajeb,Fès-Meknès,2038,6,0.18136888617235505,0.0,0.6274143939595589
El Hajeb,Fès-Meknès,2038,7,0.18041442363748325,0.0,0.6252092744762975
El Hajeb,Fès-Meknès,2038,8,0.18103854136545436,0.0,0.6266516325089287
El Hajeb,Fès-Meknès,2038,9,0.18194607982190894,0.0,0.6287465691798696
El Hajeb,Fès-Meknès,2038,10,0.181407850154153,0.0,0.6275043326538328
El Hajeb,Fès-Meknès,2038,11,0.18272784754160004,0.0,0.6305491067222377
El Hajeb,Fès-Meknès,2038,12,0.18345726799223747,0.0,0.6322296559211789
El Hajeb,Fès-Meknès,2039,1,0.18437257478467695,0.0,0.634335743951192
El Hajeb,Fès-Meknès,2039,2,0.1835516197853154,0.0,0.6324468060194471
El Hajeb,Fès-Meknès,2039,3,0.18248465378335693,0.0,0.6299887559976955
El Hajeb,Fès-Meknès,2039,4,0.18241525129923794,0.0,0.6298286450078628
El Hajeb,Fès-Meknès,2039,5,0.18105909788876348,0.0,0.6266989483683233
El Hajeb,Fès-Meknès,2039,6,0.18136888617235505,0.0,0.6274143939595589
El Hajeb,Fès-Meknès,2039,7,0.18041800621825507,0.0,0.6252175572346079
El Hajeb,Fès-Meknès,2039,8,0.18103854136545436,0.0,0.6266516325089287
El Hajeb,Fès-Meknès,2039,9,0.18194220522153126,0.0,0.6287376293970105
El Hajeb,Fès-Meknès,2039,10,0.181407850154153,0.0,0.6275043326538328
El Hajeb,Fès-Meknès,2039,11,0.18272784754160004,0.0,0.6305491067222377
El Hajeb,Fès-Meknès,2039,12,0.1834639357010117,0.0,0.6322450096238778
El Hajeb,Fès-Meknès,2040,1,0.1842090627814877,0.0,0.6339597206589902
El Hajeb,Fès-Meknès,2040,2,0.1835516197853154,0.0,0.6324468060194471
El Hajeb,Fès-Meknès,2040,3,0.18248465378335693,0.0,0.6299887559976955
El Hajeb,Fès-Meknès,2040,4,0.18241525129923794,0.0,0.6298286450078628
El Hajeb,Fès-Meknès,2040,5,0.18105909788876348,0.0,0.6266989483683233
El Hajeb,Fès-Meknès,2040,6,0.18136888617235505,0.0,0.6274143939595589
El Hajeb,Fès-Meknès,2040,7,0.18041682530284522,0.0,0.625214827586764
El Hajeb,Fès-Meknès,2040,8,0.18102011981941263,0.0,0.6266091072396904
El Hajeb,Fès-Meknès,2040,9,0.18194220522153126,0.0,0.6287376293970105
El Hajeb,Fès-Meknès,2040,10,0.181407850154153,0.0,0.6275043326538328
El Hajeb,Fès-Meknès,2040,11,0.1827032132848585,0.0,0.6304923183083081
El Hajeb,Fès-Meknès,2040,12,0.18342011112500103,0.0,0.6321441746940281
El Hajeb,Fès-Meknès,2041,1,0.1842090627814877,0.0,0.6339597206589902
El Hajeb,Fès-Meknès,2041,2,0.1835516197853154,0.0,0.6324468060194471
El Hajeb,Fès-Meknès,2041,3,0.18235018210494064,0.0,0.6296786661610676
El Hajeb,Fès-Meknès,2041,4,0.18241525129923794,0.0,0.6298286450078628
El Hajeb,Fès-Meknès,2041,5,0.18105909788876348,0.0,0.6266989483683233
El Hajeb,Fès-Meknès,2041,6,0.18136888617235505,0.0,0.6274143939595589
El Hajeb,Fès-Meknès,2041,7,0.18041682530284522,0.0,0.625214827586764
El Hajeb,Fès-Meknès,2041,8,0.18102011981941263,0.0,0.6266091072396904
El Hajeb,Fès-Meknès,2041,9,0.18189643058032387,0.0,0.6286320710878772
El Hajeb,Fès-Meknès,2041,10,0.18140788872803873,0.0,0.6275044216794963
El Hajeb,Fès-Meknès,2041,11,0.1827032132848585,0.0,0.6304923183083081
El Hajeb,Fès-Meknès,2041,12,0.18342011112500103,0.0,0.6321441746940281
El Hajeb,Fès-Meknès,2042,1,0.1842090627814877,0.0,0.6339597206589902
El Hajeb,Fès-Meknès,2042,2,0.18383352548109788,0.0,0.6330956754853757
El Hajeb,Fès-Meknès,2042,3,0.18235018210494064,0.0,0.6296786661610676
El Hajeb,Fès-Meknès,2042,4,0.18241525129923794,0.0,0.6298286450078628
El Hajeb,Fès-Meknès,2042,5,0.18105909788876348,0.0,0.6266989483683233
El Hajeb,Fès-Meknès,2042,6,0.18136888617235505,0.0,0.6274143939595589
El Hajeb,Fès-Meknès,2042,7,0.1804307323492189,0.0,0.6252469807033514
El Hajeb,Fès-Meknès,2042,8,0.18104551969201824,0.0,0.6266677734425046
El Hajeb,Fès-Meknès,2042,9,0.18186088114276153,0.0,0.6285500903001059
El Hajeb,Fès-Meknès,2042,10,0.18140788872803873,0.0,0.6275044216794963
El Hajeb,Fès-Meknès,2042,11,0.18265795997935597,0.0,0.6303880615379709
El Hajeb,Fès-Meknès,2042,12,0.183392242451285,0.0,0.6320800708994687
El Hajeb,Fès-Meknès,2043,1,0.18426283432057994,0.0,0.6340833470463552
El Hajeb,Fès-Meknès,2043,2,0.18368137845600171,0.0,0.6327455156191076
El Hajeb,Fès-Meknès,2043,3,0.18235018210494064,0.0,0.6296786661610676
El Hajeb,Fès-Meknès,2043,4,0.18241525129923794,0.0,0.6298286450078628
El Hajeb,Fès-Meknès,2043,5,0.18105909788876348,0.0,0.6266989483683233
El Hajeb,Fès-Meknès,2043,6,0.1813688898059146,0.0,0.6274144023478201
El Hajeb,Fès-Meknès,2043,7,0.18043153829076858,0.0,0.6252488431729674
El Hajeb,Fès-Meknès,2043,8,0.18104551969201824,0.0,0.6266677734425046
El Hajeb,Fès-Meknès,2043,9,0.18186088114276153,0.0,0.6285500903001059
El Hajeb,Fès-Meknès,2043,10,0.18140788872803873,0.0,0.6275044216794963
El Hajeb,Fès-Meknès,2043,11,0.18264391515340717,0.0,0.6303556849450067
El Hajeb,Fès-Meknès,2043,12,0.18359068153386846,0.0,0.6325367990774287
El Hajeb,Fès-Meknès,2044,1,0.18441492465832235,0.0,0.6344329158426512
El Hajeb,Fès-Meknès,2044,2,0.18367787693336043,0.0,0.6327374800026819
El Hajeb,Fès-Meknès,2044,3,0.18234511457415686,0.0,0.6296669886233525
El Hajeb,Fès-Meknès,2044,4,0.18241525129923794,0.0,0.6298286450078628
El Hajeb,Fès-Meknès,2044,5,0.1810591412216052,0.0,0.6266990484440103
El Hajeb,Fès-Meknès,2044,6,0.1813688898059146,0.0,0.6274144023478201
El Hajeb,Fès-Meknès,2044,7,0.18043153829076858,0.0,0.6252488431729674
El Hajeb,Fès-Meknès,2044,8,0.18105222319768893,0.0,0.6266832597475147
El Hajeb,Fès-Meknès,2044,9,0.18186088114276153,0.0,0.6285500903001059
El Hajeb,Fès-Meknès,2044,10,0.181407888728153,0.0,0.6275044216797601
El Hajeb,Fès-Meknès,2044,11,0.18264391515340717,0.0,0.6303556849450067
El Hajeb,Fès-Meknès,2044,12,0.18359068153386846,0.0,0.6325367990774287
El Hajeb,Fès-Meknès,2045,1,0.18441492465832235,0.0,0.6344329158426512
El Hajeb,Fès-Meknès,2045,2,0.18357187889881205,0.0,0.6324933091123606
El Hajeb,Fès-Meknès,2045,3,0.18234511457415686,0.0,0.6296669886233525
El Hajeb,Fès-Meknès,2045,4,0.18241525129923794,0.0,0.6298286450078628
El Hajeb,Fès-Meknès,2045,5,0.18106133483185363,0.0,0.6267041138210023
El Hajeb,Fès-Meknès,2045,6,0.1813688898059146,0.0,0.6274144023478201
El Hajeb,Fès-Meknès,2045,7,0.18043153829076858,0.0,0.6252488431729674
El Hajeb,Fès-Meknès,2045,8,0.18104523584764298,0.0,0.6266671227240734
El Hajeb,Fès-Meknès,2045,9,0.1818607462532521,0.0,0.628549779237433
El Hajeb,Fès-Meknès,2045,10,0.181407888728153,0.0,0.6275044216797601
El Hajeb,Fès-Meknès,2045,11,0.18263865262997397,0.0,0.6303435506436115
El Hajeb,Fès-Meknès,2045,12,0.1835825303420664,0.0,0.632518050044732
El Jadida,Casablanca-Settat,2025,1,0.3549610583414023,0.0,0.9832869523502901
El Jadida,Casablanca-Settat,2025,2,0.3518310126462217,0.0,0.9771810414997093
El Jadida,Casablanca-Settat,2025,3,0.3363912542033153,0.0,0.9468850926108152
El Jadida,Casablanca-Settat,2025,4,0.3677371444639177,0.0,1.008087813182485
El Jadida,Casablanca-Settat,2025,5,0.3579092511300489,0.0,0.9890200968146223
El Jadida,Casablanca-Settat,2025,6,0.34019762933112047,0.0,0.9543804003378933
El Jadida,Casablanca-Settat,2025,7,0.34564310402500226,0.0,0.9651096753117148
El Jadida,Casablanca-Settat,2025,8,0.3312449596849909,0.0,0.9367257273768095
El Jadida,Casablanca-Settat,2025,9,0.3475535605979912,0.0,0.9688391712213646
El Jadida,Casablanca-Settat,2025,10,0.35912572765669365,0.0,0.9914248167255792
El Jadida,Casablanca-Settat,2025,11,0.36089421702914365,0.0,0.9948423384978364
El Jadida,Casablanca-Settat,2025,12,0.3848878491539302,0.0,1.0411724523041654
El Jadida,Casablanca-Settat,2026,1,0.35489595133233437,0.0,0.9831602504234274
El Jadida,Casablanca-Settat,2026,2,0.3520050251561088,0.0,0.9775219796792967
El Jadida,Casablanca-Settat,2026,3,0.33640784628557424,0.0,0.9469177657449976
El Jadida,Casablanca-Settat,2026,4,0.36680378613093617,0.0,1.0062794334058072
El Jadida,Casablanca-Settat,2026,5,0.3559867162916879,0.0,0.9852810513488868
El Jadida,Casablanca-Settat,2026,6,0.34017814732856017,0.0,0.9543420227437873
El Jadida,Casablanca-Settat,2026,7,0.3457685696881084,0.0,0.9653536418339519
El Jadida,Casablanca-Settat,2026,8,0.3308876176928627,0.0,0.9360192028103054
El Jadida,Casablanca-Settat,2026,9,0.3475535606102813,0.0,0.9688391712454593
El Jadida,Casablanca-Settat,2026,10,0.35912572765669365,0.0,0.9914248167255792
El Jadida,Casablanca-Settat,2026,11,0.360950126205305,0.0,0.9949513192388589
El Jadida,Casablanca-Settat,2026,12,0.3848878491539302,0.0,1.0411724523041654
El Jadida,Casablanca-Settat,2027,1,0.35489595133233437,0.0,0.9831602504234274
El Jadida,Casablanca-Settat,2027,2,0.3520050251561088,0.0,0.9775219796792967
El Jadida,Casablanca-Settat,2027,3,0.33640784628557424,0.0,0.9469177657449976
El Jadida,Casablanca-Settat,2027,4,0.36680378613093617,0.0,1.0062794334058072
El Jadida,Casablanca-Settat,2027,5,0.3559867162916879,0.0,0.9852810513488868
El Jadida,Casablanca-Settat,2027,6,0.34017814732856017,0.0,0.9543420227437873
El Jadida,Casablanca-Settat,2027,7,0.3457685696881084,0.0,0.9653536418339519
El Jadida,Casablanca-Settat,2027,8,0.3304832041392079,0.0,0.9352186260366593
El Jadida,Casablanca-Settat,2027,9,0.3475535606102813,0.0,0.9688391712454593
El Jadida,Casablanca-Settat,2027,10,0.35912572765669365,0.0,0.9914248167255792
El Jadida,Casablanca-Settat,2027,11,0.360950126205305,0.0,0.9949513192388589
El Jadida,Casablanca-Settat,2027,12,0.3848878491539302,0.0,1.0411724523041654
El Jadida,Casablanca-Settat,2028,1,0.3559467938893593,0.0,0.9852049123706637
El Jadida,Casablanca-Settat,2028,2,0.3520050251561088,0.0,0.9775219796792967
El Jadida,Casablanca-Settat,2028,3,0.3368573751881075,0.0,0.9478027407846541
El Jadida,Casablanca-Settat,2028,4,0.3663494265059523,0.0,1.005399153659274
El Jadida,Casablanca-Settat,2028,5,0.35618396852467216,0.0,0.9856641284131423
El Jadida,Casablanca-Settat,2028,6,0.3401727012791802,0.0,0.9543313759578816
El Jadida,Casablanca-Settat,2028,7,0.3457685696923023,0.0,0.9653536418421514
El Jadida,Casablanca-Settat,2028,8,0.3303916916065061,0.0,0.9350372506634688
El Jadida,Casablanca-Settat,2028,9,0.3475535606102813,0.0,0.9688391712454593
