MAE,RMSE,R2,n,annee,source_climat
211.63429306381025,437.9640155367878,-0.1730883273615227,12,2021,mesure_era5
47.728748150372034,86.93991810192246,0.8364837886696102,12,2023,climatologie_extrapolee
105.05422368498587,195.07730491758767,0.5232688317342264,12,2024,climatologie_extrapolee
