commune_id,commune,province,region,latitude,longitude,temp_mean,precip_annual
251,Aïn Aïcha,Taounate,Fès-Meknès,34.410025,-4.664287,19.220192307692308,680.266923076923
252,Aïn Béida,Ouezzane,Tanger-Tétouan-Al Hoceïma,34.935357,-5.465212,17.541923076923077,1023.4292307692306
253,Aïn Chouater,Errachidia,Drâa-Tafilalet,31.855665,-3.050445,20.886089743589743,92.3069230769231
254,Aïn Leuh,Ifrane,Fès-Meknès,33.26742,-5.31671,12.836282051282051,694.2869230769231
255,Aïn Orma,Meknès,Fès-Meknès,33.911173,-5.72924,17.747371794871796,584.3369230769231
256,Aïn Reggada,Berkane,Oriental,34.935981,-2.230102,16.67557692307692,375.7638461538461
257,Aïn Zohra,Driouch,Oriental,34.666743,-3.518382,16.239358974358975,346.8946153846154
258,Aït Abbas,Azilal,Béni Mellal-Khénifra,31.740033,-6.615391,11.771923076923077,737.4861538461539
259,Aït Bourzouine,El Hajeb,Fès-Meknès,33.639163,-5.492734,15.146282051282052,632.8361538461538
260,Aït Elfarsi,Tinghir,Drâa-Tafilalet,31.288809,-5.344127,19.050833333333333,125.61538461538461
261,Aït Hani,Tinghir,Drâa-Tafilalet,31.738368,-5.570171,12.110128205128206,261.83076923076925
262,Aït Ishaq,Khénifra,Béni Mellal-Khénifra,32.719227,-5.802793,15.895576923076923,575.4938461538461
263,Aït Kamra,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,35.149771,-4.004801,16.681282051282054,453.1946153846153
264,Aït Majden,Azilal,Béni Mellal-Khénifra,31.814463,-6.918951,15.711346153846153,639.623076923077
265,Aït Seghrouchen,Sefrou,Fès-Meknès,33.978904,-4.489789,17.17698717948718,661.4576923076922
266,Aït Youssef Ou Ali,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,35.165957,-3.875172,17.901923076923076,432.45923076923077
267,Bab Berred,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.001005,-4.922007,15.296410256410255,745.2392307692309
268,Bab Boudir,Taza,Fès-Meknès,34.093473,-4.092583,14.747371794871796,586.9646153846154
269,Bab Marzouka,Taza,Fès-Meknès,34.199687,-4.07612,16.680384615384614,544.2207692307693
270,Bab Taza,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.097204,-5.23299,15.248846153846156,971.5415384615385
271,Bab Tiouka,Sidi Kacem,Rabat-Salé-Kénitra,34.214041,-5.620557,18.941474358974357,535.8238461538463
272,Bahhara Oulad Ayad,Larache,Tanger-Tétouan-Al Hoceïma,34.757752,-6.283455,18.467051282051283,643.243076923077
273,Barkine,Taza,Fès-Meknès,33.729474,-3.867457,12.089551282051282,930.7615384615383
274,Bejaad,Fquih Ben Salah,Béni Mellal-Khénifra,32.76845,-6.389226,18.478846153846153,436.2523076923077
275,Belfaa,Chtouka-Aït Baha,Souss-Massa,29.980302,-9.512871,19.27448717948718,270.8015384615385
276,Belyounech,M'diq-Fnideq,Tanger-Tétouan-Al Hoceïma,35.880526,-5.396465,17.711666666666666,603.7184615384615
277,Ben Ahmed,Khouribga,Béni Mellal-Khénifra,33.069146,-7.234247,17.535641025641024,381.13692307692304
278,Ben Guerir,Rehamna,Marrakech-Safi,32.232326,-7.943472,18.936602564102564,232.26153846153844
279,Ben Khlil,Tan-Tan,Guelmim-Oued Noun,28.566268,-11.132345,19.597115384615385,109.55846153846153
280,Ben Maachou,El Jadida,Casablanca-Settat,33.187728,-8.046015,18.044615384615383,339.88153846153847
281,Ben Mansour,Kénitra,Rabat-Salé-Kénitra,34.597579,-6.404019,18.49621794871795,539.8015384615385
282,Ben Smim,Ifrane,Fès-Meknès,33.468209,-5.212501,13.165512820512822,731.676153846154
283,Ben Taïeb,Driouch,Oriental,35.036726,-3.451461,16.09653846153846,465.78846153846155
284,Beni Ansar,Nador,Oriental,35.272961,-2.925777,18.40320512820513,348.2953846153846
285,Beni Bechir,Taounate,Fès-Meknès,34.779397,-4.327536,14.742307692307694,556.8030769230769
286,Beni Chiker,Nador,Oriental,35.317225,-3.01649,18.40320512820513,348.2953846153846
287,Beni Ftah,Taza,Fès-Meknès,34.519491,-4.007105,15.580320512820514,447.4230769230769
288,Beni Malek,Ouezzane,Tanger-Tétouan-Al Hoceïma,34.708762,-6.013205,18.580384615384617,592.8707692307693
289,Beni Mellal,Béni Mellal,Béni Mellal-Khénifra,32.330671,-6.367166,17.666217948717946,533.9676923076923
290,Benslimane,Benslimane,Casablanca-Settat,33.61092,-7.137884,17.792628205128207,434.24923076923073
291,Berkane,Berkane,Oriental,34.92388,-2.324922,17.04910256410256,368.50461538461536
292,Berrechid,Berrechid,Casablanca-Settat,33.264379,-7.579586,18.170897435897434,372.86461538461543
293,Bghaghza,Tétouan,Tanger-Tétouan-Al Hoceïma,35.456684,-5.603936,16.849999999999998,802.29
294,Bhalil,Sefrou,Fès-Meknès,33.855947,-4.871108,17.086858974358975,611.4523076923076
295,Bigoudine,Taroudant,Souss-Massa,30.70577,-9.233387,18.551410256410257,383.04230769230765
296,Bin El Ouidane,Azilal,Béni Mellal-Khénifra,32.117967,-6.470435,14.91852564102564,613.646923076923
297,Biougra,Inezgane-Aït Melloul,Souss-Massa,30.21296,-9.370802,19.5525641025641,223.33692307692309
298,Bir Anzarane,Oued Ed-Dahab,Dakhla-Oued Ed-Dahab,24.118904,-14.740117,23.196923076923074,45.55846153846154
299,Bir Ennasr,Benslimane,Casablanca-Settat,33.3319,-6.91643,17.836794871794872,374.103846153846
300,Bir Gandouz,Oued Ed-Dahab,Dakhla-Oued Ed-Dahab,21.835238,-16.375022,27.067884615384617,29.51615384615385
301,Bir Jdid,Nouaceur,Casablanca-Settat,33.374101,-7.995846,18.142500000000002,383.4723076923078
302,Bir Mezoui,Khouribga,Béni Mellal-Khénifra,32.850652,-6.779035,18.046153846153846,422.8915384615385
303,Bir Taleb,Sidi Kacem,Rabat-Salé-Kénitra,34.338451,-5.656693,19.32455128205128,542.5761538461538
304,Bir Tamtam,Sefrou,Fès-Meknès,33.978709,-4.644108,17.463910256410255,633.7669230769231
305,Bizdad,Essaouira,Marrakech-Safi,31.282612,-9.334649,17.50878205128205,296.6546153846154
306,Bleida,Zagora,Drâa-Tafilalet,30.252288,-6.382134,20.360641025641026,90.62538461538463
307,Bni Abdellah,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,35.040761,-4.058207,14.888012820512822,502.3284615384616
308,Bni Ahmed Charqia,Chefchaouen,Tanger-Tétouan-Al Hoceïma,34.840346,-5.070748,17.916410256410256,940.5153846153847
309,Bni Ahmed Gharbia,Chefchaouen,Tanger-Tétouan-Al Hoceïma,34.815948,-5.137235,17.916410256410256,940.5153846153847
310,Bni Ahmed Imoukzan,Taounate,Fès-Meknès,34.763138,-4.43843,14.112628205128207,619.3007692307692
311,Bni Ammart,Taounate,Fès-Meknès,34.806176,-4.204448,15.164423076923077,514.7561538461539
312,Bni Arouss,Tétouan,Tanger-Tétouan-Al Hoceïma,35.316642,-5.634221,16.040064102564102,983.1007692307693
313,Bni Ayat,Azilal,Béni Mellal-Khénifra,32.201445,-6.665729,18.715833333333332,442.5769230769231
314,Bni Bataou,Béni Mellal,Béni Mellal-Khénifra,32.887457,-6.244989,17.831410256410255,503.1315384615385
315,Bni Bouayach,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,35.103332,-3.849863,16.637948717948717,473.0823076923077
316,Bni Bouchibet,Taounate,Fès-Meknès,34.709363,-4.5041,15.850128205128204,726.6846153846152
317,Bni Boufrah,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,35.070005,-4.308529,16.839871794871794,492.19153846153847
318,Bni Bouifrou,Nador,Oriental,35.148288,-2.999824,18.255448717948717,337.7053846153846
319,Bni Bounsar,Taounate,Fès-Meknès,34.865039,-4.438346,13.164358974358974,599.51
320,Bni Bouzra,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.269903,-4.890961,16.68051282051282,641.4453846153847
321,Bni Chegdale,Fquih Ben Salah,Béni Mellal-Khénifra,32.442026,-6.925938,20.215897435897435,360.71461538461546
322,Bni Darkoul,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.044883,-5.092923,15.515576923076923,908.9238461538464
323,Bni Drar,Oujda-Angad,Oriental,34.860196,-1.989793,16.743717948717947,390.82153846153847
324,Bni Faghloum,Chefchaouen,Tanger-Tétouan-Al Hoceïma,34.908387,-5.137755,17.29429487179487,934.3776923076923
325,Bni Frassen,Taounate,Fès-Meknès,34.362529,-4.384648,17.944679487179485,749.6276923076923
326,Bni Garfett,Larache,Tanger-Tétouan-Al Hoceïma,35.233407,-5.84809,17.3100641025641,927.286153846154
327,Bni Gmil,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,35.063971,-4.412576,16.754102564102563,516.1061538461538
328,Bni Gmil Maksouline,Taounate,Fès-Meknès,35.020925,-4.443126,14.356602564102564,573.9792307692308
329,Bni Guil,Figuig,Oriental,32.448134,-1.79068,17.570320512820512,151.9823076923077
330,Bni Hadifa,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,34.997616,-4.187683,14.878974358974359,525.146923076923
331,Bni Harchen,Tétouan,Tanger-Tétouan-Al Hoceïma,35.521899,-5.652037,16.978589743589744,821.6376923076923
332,Bni Hassane,Azilal,Béni Mellal-Khénifra,32.034735,-6.923799,17.36070512820513,498.6538461538462
333,Bni Hilal,Sidi Bennour,Casablanca-Settat,32.803281,-8.378644,18.354935897435897,277.97076923076924
334,Bni Idder,Tétouan,Tanger-Tétouan-Al Hoceïma,35.44226,-5.52833,16.19352564102564,851.0507692307692
335,Bni Karrich,Tétouan,Tanger-Tétouan-Al Hoceïma,35.514406,-5.422365,16.80352564102564,689.5646153846154
336,Bni Khaled,Oujda-Angad,Oriental,34.864929,-2.00701,16.743717948717947,390.82153846153847
337,Bni Khloug,Settat,Casablanca-Settat,32.646977,-7.388922,19.233141025641025,290.8476923076922
338,Bni Leit,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.303146,-5.432619,15.4025,939.4853846153846
339,Bni Lent,Taza,Fès-Meknès,34.339484,-4.18444,17.79673076923077,623.4376923076923
340,Bni M'Hamed Sijelmassa,Errachidia,Drâa-Tafilalet,31.225717,-4.221155,22.31467948717949,58.920769230769224
341,Bni Mansour,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.1511,-4.908588,15.821346153846154,644.6553846153846
342,Bni Marghnine,Driouch,Oriental,35.177738,-3.580196,17.054551282051282,448.5076923076923
343,Bni Mathar,Jerada,Oriental,33.97511,-1.995065,16.400576923076926,231.83153846153846
344,Bni Oual,Ouezzane,Tanger-Tétouan-Al Hoceïma,34.674996,-5.650943,18.37576923076923,636.3353846153846
345,Bni Oukil,Fquih Ben Salah,Béni Mellal-Khénifra,32.580613,-6.860969,19.76621794871795,350.68769230769226
346,Bni Oukil Oulad M'Hand,Nador,Oriental,34.968024,-2.999192,17.966602564102566,328.52769230769235
347,Bni Oulid,Taounate,Fès-Meknès,34.536746,-4.407412,17.2725,725.0569230769232
348,Bni Ounjel Tafraout,Taounate,Fès-Meknès,34.665962,-4.351932,15.642628205128204,639.623076923077
349,Bni Quolla,Ouezzane,Tanger-Tétouan-Al Hoceïma,34.754619,-5.539473,17.569358974358977,881.4492307692308
350,Bni Rzine,Taounate,Fès-Meknès,35.048878,-4.705031,14.158782051282051,669.2753846153846
351,Bni Said,Tétouan,Tanger-Tétouan-Al Hoceïma,35.420319,-5.177728,16.442307692307693,705.0146153846154
352,Bni Salah,Chefchaouen,Tanger-Tétouan-Al Hoceïma,34.989816,-5.063952,15.515576923076923,908.9238461538464
353,Bni Selmane,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.163659,-5.023396,15.26025641025641,696.6438461538461
354,Bni Sidel Jbel,Nador,Oriental,35.217206,-3.07614,18.00967948717949,362.83384615384614
355,Bni Sidel Louta,Nador,Oriental,35.101713,-3.129996,17.96282051282051,358.5953846153846
356,Bni Smih,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.138512,-4.764663,15.321089743589745,659.5699999999999
357,Bni Smir,Fquih Ben Salah,Béni Mellal-Khénifra,32.782061,-6.604319,19.035897435897436,403.31769230769225
358,Bni Snous,Moulay Yacoub,Fès-Meknès,34.354836,-5.200933,19.573333333333334,586.1546153846153
359,Bni Tadjite,Errachidia,Drâa-Tafilalet,32.331829,-3.363171,18.66173076923077,126.63461538461539
360,Bni Tsiriss,Sidi Bennour,Casablanca-Settat,32.728343,-8.114281,18.428910256410255,282.15000000000003
361,Bni Yagrine,Settat,Casablanca-Settat,32.727531,-7.553972,18.812628205128206,320.4984615384615
362,Bni Yakhlef,Mohammedia,Casablanca-Settat,33.654099,-7.338321,18.20448717948718,425.20384615384614
363,Bni Ykhlef,Khouribga,Béni Mellal-Khénifra,32.976657,-6.847754,17.434102564102563,468.71384615384613
364,Bni Zoli,Zagora,Drâa-Tafilalet,30.483903,-5.861977,22.24621794871795,62.89384615384614
365,Bni Zrantel,Béni Mellal,Béni Mellal-Khénifra,32.761883,-6.160386,18.03301282051282,480.40999999999997
366,Bou Azmou,Tinghir,Drâa-Tafilalet,32.025883,-5.50409,8.907564102564102,457.78923076923076
367,Bou Fekrane,El Hajeb,Fès-Meknès,33.757545,-5.488592,17.338076923076922,578.146923076923
368,Bou Jedyane,Ouezzane,Tanger-Tétouan-Al Hoceïma,35.092056,-5.736156,17.1025,1007.3946153846155
369,Bouabout,Chichaoua,Marrakech-Safi,31.299853,-9.221887,16.96371794871795,297.2553846153846
370,Bouabout Amdlane,Chichaoua,Marrakech-Safi,31.187248,-9.227333,15.99076923076923,341.5461538461538
371,Bouadel,Taounate,Fès-Meknès,34.545656,-4.523145,17.936602564102564,731.1453846153846
372,Bouanane,Figuig,Oriental,32.208896,-2.841412,20.07948717948718,127.05692307692308
373,Bouarfa,Figuig,Oriental,32.52846,-1.96238,17.489679487179487,135.52923076923076
374,Bouarg,Nador,Oriental,35.125338,-2.88155,18.46282051282051,339.48384615384623
375,Bouarouss,Taounate,Fès-Meknès,34.39842,-4.825662,19.201666666666668,649.2930769230769
376,Bouchabel,Moulay Yacoub,Fès-Meknès,34.392494,-5.060549,19.573846153846155,587.0246153846153
377,Bouchane,Youssoufia,Marrakech-Safi,32.343892,-8.371347,18.60948717948718,245.96846153846155
378,Bouchaouene,Guercif,Oriental,32.793267,-3.055194,15.976794871794873,189.58461538461538
379,Bouchfaa,Taza,Fès-Meknès,34.091223,-4.280886,16.973141025641024,628.4230769230769
380,Boudinar,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,35.200045,-3.639856,17.054551282051282,448.5076923076923
381,Boudnib,Errachidia,Drâa-Tafilalet,31.950518,-3.607431,19.435641025641026,97.69692307692307
382,Boughriba,Berkane,Oriental,34.925147,-2.503666,17.862371794871795,346.85461538461544
383,Bouguargouh,Settat,Casablanca-Settat,33.088269,-7.319026,17.649807692307693,372.3638461538461
384,Bouguedra,Safi,Marrakech-Safi,32.230544,-8.956423,18.65032051282051,284.7769230769231
385,Bouhlou,Taza,Fès-Meknès,34.152958,-4.383282,18.655641025641028,637.3207692307692
386,Bouhmame,Sidi Bennour,Casablanca-Settat,32.602535,-8.543844,18.44865384615385,280.28846153846155
387,Bouhouda,Taounate,Fès-Meknès,34.636773,-4.51454,17.27160256410256,724.3161538461537
388,Bouizakarne,Guelmim,Guelmim-Oued Noun,29.175121,-9.710874,19.06051282051282,177.93999999999997
389,Boujdour,Boujdour,Laâyoune-Sakia El Hamra,26.159975,-14.395792,21.033589743589744,38.01000000000001
390,Boujniba,Khouribga,Béni Mellal-Khénifra,32.892955,-6.776912,18.046153846153846,422.8915384615385
391,Boukhrisse,Béni Mellal,Béni Mellal-Khénifra,32.848272,-6.189838,18.03301282051282,480.40999999999997
392,Boukraa,Laâyoune,Laâyoune-Sakia El Hamra,26.533514,-12.901019,21.050641025641028,45.27153846153847
393,Boulanouare,Khouribga,Béni Mellal-Khénifra,32.872192,-6.788169,18.046153846153846,422.8915384615385
394,Boulaouane,Sidi Bennour,Casablanca-Settat,32.856576,-8.070257,18.50775641025641,301.38692307692304
395,Boulemane,Boulemane,Fès-Meknès,33.364344,-4.730452,10.988333333333333,576.9084615384614
396,Boumaiz,Sidi Slimane,Rabat-Salé-Kénitra,34.299068,-5.970051,19.066858974358972,478.87538461538463
397,Boumalne Dadès,Tinghir,Drâa-Tafilalet,31.35849,-5.954968,15.739615384615385,188.85615384615386
398,Boumerieme,Midelt,Drâa-Tafilalet,32.823696,-3.653793,16.54628205128205,225.20461538461535
399,Boumia,Midelt,Drâa-Tafilalet,32.676453,-5.138269,13.456089743589745,468.1376923076923
400,Bounaamane,Tiznit,Souss-Massa,29.551529,-9.799549,18.351025641025643,256.77461538461534
401,Bounrar,Taroudant,Souss-Massa,30.309909,-8.769711,19.18025641025641,326.30692307692306
402,Bouqachmir,Khemisset,Rabat-Salé-Kénitra,33.504449,-5.892479,15.843012820512822,631.5376923076923
403,Bourd,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,34.745126,-4.046494,14.35352564102564,411.2107692307692
404,Bourrous,Marrakech,Marrakech-Safi,31.758407,-7.791864,19.19801282051282,311.49461538461543
405,Bouskoura,Nouaceur,Casablanca-Settat,33.476841,-7.650035,18.312564102564103,337.30769230769226
406,Boutferda,Béni Mellal,Béni Mellal-Khénifra,32.270933,-5.74707,11.697628205128204,670.8199999999999
407,Boutrouch,Tiznit,Souss-Massa,29.33132,-9.374414,17.814294871794875,181.42076923076925
408,Bouya Omar,El Kelâa des Sraghna,Marrakech-Safi,31.771306,-7.218857,17.760705128205128,507.07384615384615
409,Bouyablane,Taza,Fès-Meknès,33.769696,-4.0646,12.773205128205127,842.7153846153844
410,Bouzemmour,Essaouira,Marrakech-Safi,31.014374,-9.373292,18.420641025641025,364.1969230769231
411,Bouzeroual,Zagora,Drâa-Tafilalet,30.511903,-6.027997,21.473910256410257,69.95461538461538
412,Bouznika,Benslimane,Casablanca-Settat,33.758333,-7.200444,18.29147435897436,431.1292307692308
413,Brachoua,Skhirate-Témara,Rabat-Salé-Kénitra,33.716514,-6.649352,17.79275641025641,449.46000000000004
414,Braksa,Khouribga,Béni Mellal-Khénifra,33.0134,-6.357337,17.43532051282051,488.2353846153846
415,Brarha,Taounate,Fès-Meknès,34.457643,-4.348047,16.629294871794873,698.8292307692309
416,Brikcha,Ouezzane,Tanger-Tétouan-Al Hoceïma,34.945422,-5.610425,17.76410256410256,967.4746153846154
417,Bzou,El Kelâa des Sraghna,Marrakech-Safi,32.094896,-7.043185,19.127051282051283,397.416923076923
418,Casablanca,Casablanca,Casablanca-Settat,33.567126,-7.604327,18.527307692307694,317.73153846153843
419,Ceuta,M'diq-Fnideq,Tanger-Tétouan-Al Hoceïma,35.894431,-5.350125,17.711666666666666,603.7184615384615
420,Chahda,Safi,Marrakech-Safi,32.335938,-8.906139,18.69826923076923,284.6353846153846
421,Chaibate,El Jadida,Casablanca-Settat,33.022884,-8.330424,18.32903846153846,336.67846153846153
422,Chakran,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,34.911085,-3.987043,14.445128205128205,462.8423076923076
423,Charqaoua,Moulay Yacoub,Fès-Meknès,34.173303,-5.404669,19.177500000000002,547.8192307692308
424,Chbanate,Sidi Kacem,Rabat-Salé-Kénitra,34.268891,-5.735332,19.32455128205128,542.5761538461538
425,Chbika,Tan-Tan,Guelmim-Oued Noun,28.235429,-11.450483,19.406987179487178,94.89307692307693
426,Chefchaouen,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.171888,-5.280613,15.584230769230768,989.2392307692309
427,Chellalate,Mohammedia,Casablanca-Settat,33.609839,-7.435409,18.100192307692307,381.56769230769225
428,Cherrat,Benslimane,Casablanca-Settat,33.771203,-7.101197,18.193846153846152,401.4561538461539
429,Chichaoua,Chichaoua,Marrakech-Safi,31.536905,-8.76027,18.53371794871795,229.99461538461537
430,Choara,El Kelâa des Sraghna,Marrakech-Safi,31.786451,-7.31754,18.275448717948716,448.4192307692307
431,Chorfa M'Daghra,Errachidia,Drâa-Tafilalet,31.857112,-4.195746,19.942500000000003,94.80461538461539
432,Chouafaa,Larache,Tanger-Tétouan-Al Hoceïma,34.942876,-6.173194,18.278846153846153,685.1323076923077
433,Chougrane,Khouribga,Béni Mellal-Khénifra,32.95874,-6.344729,17.905641025641028,506.5153846153847
434,Chouihia,Berkane,Oriental,34.811646,-2.655951,17.848076923076924,312.48538461538465
435,Chtaiba,El Kelâa des Sraghna,Marrakech-Safi,32.186222,-7.335093,19.845448717948717,301.39076923076925
436,Chtouka,El Jadida,Casablanca-Settat,33.287055,-8.170931,18.289102564102564,340.60999999999996
437,Dakhla,Oued Ed-Dahab,Dakhla-Oued Ed-Dahab,23.723184,-15.945489,23.444166666666668,46.5953846153846
438,Daoura,Tarfaya,Laâyoune-Sakia El Hamra,27.488401,-12.865681,20.36397435897436,53.03769230769231
439,Dar Bel Amri,Sidi Slimane,Rabat-Salé-Kénitra,34.178933,-6.070094,18.751602564102566,465.7323076923077
440,Dar Bouazza,Casablanca,Casablanca-Settat,33.524154,-7.789019,18.347884615384615,359.12538461538463
441,Dar Chaffai,Settat,Casablanca-Settat,32.542399,-7.500289,19.782435897435896,238.9161538461538
442,Dar Chaoui,Tanger-Assilah,Tanger-Tétouan-Al Hoceïma,35.573141,-5.768198,17.585384615384616,725.8569230769231
443,Dar El Hamra,Sefrou,Fès-Meknès,33.706483,-4.396361,15.184358974358975,652.3392307692308
444,Dar El Kebdani,Driouch,Oriental,35.139784,-3.333235,17.323076923076922,408.71923076923076
445,Dar Gueddari,Sidi Slimane,Rabat-Salé-Kénitra,34.420233,-6.083617,18.98679487179487,469.8253846153846
446,Dar Jamaa,Al Haouz,Marrakech-Safi,31.25219,-8.395711,17.147564102564104,449.9699999999999
447,Dar Laaslouji,Sidi Slimane,Rabat-Salé-Kénitra,34.380609,-5.956837,19.16679487179487,482.60692307692307
448,Dar Oulad Zidouh,Fquih Ben Salah,Béni Mellal-Khénifra,32.341443,-6.905635,20.14448717948718,366.77153846153846
449,Dar Oum Soltane,Meknès,Fès-Meknès,33.930087,-5.627698,17.66730769230769,570.2276923076923
450,Dar Si Aissa,Safi,Marrakech-Safi,32.385728,-9.029012,18.428846153846155,295.0961538461538
451,Dardara,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.120506,-5.367755,17.049038461538462,1113.0923076923077
452,Dayat Aoua,Ifrane,Fès-Meknès,33.569858,-4.970153,12.727179487179487,746.0253846153844
453,Dcheira,Laâyoune,Laâyoune-Sakia El Hamra,27.030794,-12.758245,20.912564102564104,49.30769230769231
454,Dcheïra El Jihadia,Inezgane-Aït Melloul,Souss-Massa,30.379916,-9.534705,20.345641025641026,274.6407692307692
455,Debdou,Guercif,Oriental,33.984345,-3.040439,15.348589743589745,390.133076923077
456,Demnate,Azilal,Béni Mellal-Khénifra,31.72864,-7.014252,14.413333333333334,690.1092307692307
457,Deroua,Nouaceur,Casablanca-Settat,33.378455,-7.536383,18.052307692307693,355.03153846153845
458,Dir El Ksiba,Béni Mellal,Béni Mellal-Khénifra,32.57368,-6.048401,16.214423076923076,569.2876923076923
459,Dkhissa,Meknès,Fès-Meknès,33.943954,-5.505824,17.550064102564104,556.3399999999999
460,Douirane,Chichaoua,Marrakech-Safi,31.195317,-8.69731,16.603910256410256,426.12538461538463
461,Drargua,Inezgane-Aït Melloul,Souss-Massa,30.447579,-9.474151,20.345641025641026,274.6407692307692
462,Driouch,Driouch,Oriental,34.973647,-3.385133,16.765384615384615,437.3661538461538
463,Dzouz,El Kelâa des Sraghna,Marrakech-Safi,31.858801,-7.309073,19.25224358974359,377.3053846153846
464,Echatea El Abied,Guelmim,Guelmim-Oued Noun,28.950301,-10.544737,18.935000000000002,161.2246153846154
465,Echemmaia,Youssoufia,Marrakech-Safi,32.066047,-8.648383,18.55429487179487,235.7707692307692
466,Eddachra,El Kelâa des Sraghna,Marrakech-Safi,32.206527,-7.166281,20.087692307692308,314.2053846153846
467,Eddir,Inezgane-Aït Melloul,Souss-Massa,30.555834,-9.238715,20.692371794871796,348.27923076923076
468,El Aamria,El Kelâa des Sraghna,Marrakech-Safi,32.212422,-7.253939,19.845448717948717,301.39076923076925
469,El Argoub,Oued Ed-Dahab,Dakhla-Oued Ed-Dahab,23.751719,-15.248627,23.37724358974359,46.158461538461545
470,El Atef,Taourirt,Oriental,33.787498,-2.894814,15.02,416.17615384615385
471,El Attaouia,El Kelâa des Sraghna,Marrakech-Safi,31.832926,-7.341103,18.275448717948716,448.4192307692307
472,El Beddouza,Safi,Marrakech-Safi,32.537923,-9.211373,18.15121794871795,362.0353846153846
473,El Bibane,Taounate,Fès-Meknès,34.628622,-4.862646,17.651858974358976,832.0030769230771
474,El Borj,Khénifra,Béni Mellal-Khénifra,33.034468,-5.607037,15.873910256410255,648.4830769230769
475,El Borouj,Khouribga,Béni Mellal-Khénifra,32.507919,-7.201326,19.97121794871795,285.79307692307685
476,El Bsabsa,Taounate,Fès-Meknès,34.314097,-4.723774,19.21775641025641,619.0892307692308
477,El Faid,Taroudant,Souss-Massa,30.54259,-8.230114,17.465833333333332,263.9646153846154
478,El Foqra,Khouribga,Béni Mellal-Khénifra,32.695468,-6.966642,19.103141025641026,343.3823076923077
479,El Gantour,Youssoufia,Marrakech-Safi,32.226853,-8.468559,18.503397435897437,234.46692307692308
480,El Gara,Berrechid,Casablanca-Settat,33.273411,-7.232734,17.960833333333333,338.0092307692308
481,El Ghiate,Safi,Marrakech-Safi,31.983232,-9.147223,18.295897435897434,252.8207692307692
482,El Gouraani,Youssoufia,Marrakech-Safi,32.314307,-8.765159,18.678653846153846,274.39307692307693
483,El Gouzate,Taza,Fès-Meknès,34.501014,-4.131337,15.52794871794872,520.8
484,El Guerdane,Taroudant,Souss-Massa,30.366575,-9.016893,21.27025641025641,278.01153846153846
485,El Hagounia,Es-Semara,Laâyoune-Sakia El Hamra,27.305209,-12.250885,20.038397435897433,53.739230769230765
486,El Hajeb,El Hajeb,Fès-Meknès,33.682102,-5.37421,15.889102564102563,614.0123076923077
487,El Hammam,Khénifra,Béni Mellal-Khénifra,33.286012,-5.637384,15.681858974358974,654.9084615384617
488,El Hanchane,Essaouira,Marrakech-Safi,31.52097,-9.434552,18.476538461538464,265.4392307692308
489,El Jadida,El Jadida,Casablanca-Settat,33.229331,-8.499533,18.61160256410256,360.20461538461535
490,El Kansera,Khemisset,Rabat-Salé-Kénitra,34.022964,-5.960878,18.231025641025642,466.23923076923074
491,El Kbab,Khénifra,Béni Mellal-Khénifra,32.66894,-5.474752,13.017179487179488,613.3153846153847
492,El Kelâat Es-Sraghna,El Kelâa des Sraghna,Marrakech-Safi,32.052027,-7.403042,19.908141025641026,303.8961538461539
493,El Koudia El Beida,Taroudant,Souss-Massa,30.354792,-9.122946,21.057371794871795,279.6030769230769
494,El Ksiba,Béni Mellal,Béni Mellal-Khénifra,32.560942,-6.0347,16.214423076923076,569.2876923076923
495,El Maader El Kabir,Tiznit,Souss-Massa,29.826435,-9.65386,18.898910256410257,214.65000000000003
496,El Majjatia Ouled Taleb,Casablanca,Casablanca-Settat,33.470994,-7.528514,18.113461538461536,350.11
497,El Mansouria,Mohammedia,Casablanca-Settat,33.730353,-7.269332,18.20448717948718,425.20384615384614
498,El Marbouh,El Kelâa des Sraghna,Marrakech-Safi,32.114567,-7.40437,19.908141025641026,303.8961538461539
499,El Marsa,Laâyoune,Laâyoune-Sakia El Hamra,27.062845,-13.403553,20.122692307692308,56.48692307692309
500,El Menzeh,Skhirate-Témara,Rabat-Salé-Kénitra,33.857228,-6.856177,18.17846153846154,424.2915384615384
501,El Menzel,Sefrou,Fès-Meknès,33.839552,-4.549654,16.03057692307692,676.123846153846
