rang,Commune,Province,n_cas,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct,DECISION_HUMAINE
243,tansgharte,Tinghir,3,Tinghir,0.588,Tamanarte,0.737,Assa-Zag,55.82268970698723,
244,tazzakht,Tinghir,2,Outerbat,0.375,Taznakht,0.875,Ouarzazate,55.89782118707738,
245,tasouit,Tinghir,2,Assoul,0.615,Tarsouat,0.8,Chtouka-Aït Baha,55.97295266716754,
246,tarmoucht,Tinghir,2,Bou Azmou,0.444,Tabaroucht,0.842,Béni Mellal,56.048084147257704,
247,"A, kansara",Moulay Yacoub,2,Laajajra,0.556,Ain Kansra,0.8,Fès,56.12321562734786,
248,A chefk,Al Haouz,2,Ahl Tifnoute,0.316,Ain Chkef,0.75,Fès,56.19834710743802,
249,tansghart,Tinghir,2,Tinghir,0.625,Tanougha,0.706,Béni Mellal,56.273478587528174,
250,zaouit nogart,Tinghir,2,Ait Ouassif,0.5,Zaouiat Saiss,0.615,Sidi Bennour,56.34861006761833,
251,tlat boubker,Driouch,2,Oulad Boubker,0.8,Oulad Boubker,0.8,Driouch,56.42374154770849,
252,tissli,Tinghir,2,Tilmi,0.727,Tissint,0.769,Tata,56.498873027798645,
253,tigoudar,Essaouira,2,Lagdadra,0.5,Tigouga,0.8,Taroudant,56.57400450788881,
254,tibihite,Béni Mellal,2,Tilougguite,0.526,Tighirt,0.667,Tiznit,56.649135987978966,
255,Sbab,Guercif,2,Assebbab,0.667,Assebbab,0.667,Guercif,56.72426746806912,
256,Bnisadden,Sefrou,2,Ahl Sidi Lahcen,0.333,Bni Said,0.706,Tétouan,56.79939894815928,
257,Sab,Moulay Yacoub,2,Sidi El Abed,0.4,Sabbah,0.667,Skhirate-Témara,56.874530428249436,
258,Sab,Azilal,2,Tabia,0.5,Sabbah,0.667,Skhirate-Témara,56.94966190833959,
259,S.M.B.L,Taounate,2,Bouadel,0.286,Mibladen,0.4,Midelt,57.02479338842975,
260,S-A-Ouhamd,Essaouira,2,Sidi H'Mad Ou Hamed,0.69,Sidi H'Mad Ou Hamed,0.69,Essaouira,57.099924868519906,
261,"S,Fasma",Al Haouz,2,Sti Fadma,0.625,Sti Fadma,0.625,Al Haouz,57.17505634861007,
262,"Sidi A,Tadli",Sefrou,2,Ahl Sidi Lahcen,0.444,Sidi Ali,0.8,Zagora,57.25018782870023,
263,Sgangan,Nador,2,Zeghanghane,0.667,Sgamna,0.769,Khouribga,57.325319308790384,
264,Bni wanjel,Taounate,2,Bni Rzine,0.632,Bni Zrantel,0.762,Béni Mellal,57.40045078888054,
265,Bit Ghoulam,Taza,2,Tahla,0.5,Sebt Gzoula,0.727,Safi,57.4755822689707,
266,Segangan,Nador,2,Zeghanghane,0.737,Zeghanghane,0.737,Nador,57.550713749060854,
267,Sebab,Guercif,2,Assebbab,0.769,Assebbab,0.769,Guercif,57.62584522915101,
268,S'Rima,Taounate,2,Rghioua,0.462,Rima,0.8,Settat,57.700976709241175,
269,S A Hamd,Essaouira,2,Sidi H'Mad Ou Hamed,0.593,Ras Ain Rhamna,0.636,Marrakech,57.77610818933133,
270,Boukorra,Ouezzane,2,Kalaat Booqorra,0.522,Bouskoura,0.824,Nouaceur,57.85123966942149,
271,Boukora,Ouezzane,2,Bni Oual,0.533,Bouskoura,0.875,Nouaceur,57.926371149511645,
272,Bouhmed,Chefchaouen,2,Tabouda,0.571,Bouhmame,0.8,Sidi Bennour,58.0015026296018,
273,Ribat Elkher,Sefrou,2,Dar El Hamra,0.5,Mers El Kheir,0.64,Skhirate-Témara,58.07663410969196,
274,RassLoued,Taounate,2,Ras El Oued,0.8,Ras El Oued,0.8,Taounate,58.151765589782116,
275,Somâa,Béni Mellal,2,Oulad Gnaou,0.375,Smara,0.8,Es-Semara,58.22689706987228,
276,Bensergao,Ouarzazate,2,Amerzgane,0.444,El Kansera,0.632,Khemisset,58.302028549962436,
277,Bensergao,Agadir-Ida Ou Tanane,2,Idmine,0.133,El Kansera,0.632,Khemisset,58.37716003005259,
278,Skhinat,Fès,2,Ain Bida,0.4,Skhirate,0.8,Skhirate-Témara,58.45229151014275,
279,Sidi Abdelaziz,Sidi Slimane,2,Sidi Al Kamel,0.593,Sidi Abdeljalil,0.828,Safi,58.52742299023291,
280,Ras Alam,Moulay Yacoub,2,Sebt Loudaya,0.2,Ras Al Ain,0.778,Settat,58.602554470323064,
281,Qods1,Taza,2,Oued Amlil,0.267,Adis,0.444,Tata,58.67768595041322,
282,Qods,Taza,2,Oued Amlil,0.286,Adis,0.5,Tata,58.752817430503384,
283,"Q,Industriel",Agadir-Ida Ou Tanane,2,Aqesri,0.444,Tindine,0.526,Taroudant,58.82794891059354,
284,Bouzemalne,Taza,2,Bouyablane,0.7,Boulemane,0.842,Boulemane,58.9030803906837,
285,Boukourra,Ouezzane,2,Kalaat Booqorra,0.5,Bouskoura,0.889,Nouaceur,58.978211870773855,
286,Tadout,Boulemane,2,Talzemt,0.462,Tazouta,0.769,Sefrou,59.05334335086401,
287,Tabrkhachet,Tinghir,2,Souk Lakhmis Dades,0.345,Tabaroucht,0.667,Béni Mellal,59.12847483095417,
288,Beni Gorfet,Larache,2,Bni Garfett,0.818,Bni Garfett,0.818,Larache,59.203606311044325,
289,Bencharrou,Béni Mellal,2,Naour,0.533,Ben Maachou,0.667,El Jadida,59.27873779113448,
290,Ben Yazgha,Sefrou,2,Mtarnagha,0.526,Beni Ftah,0.632,Taza,59.353869271224646,
291,Bel,Sidi Kacem,2,Selfat,0.444,Jbiel,0.75,El Kelâa des Sraghna,59.4290007513148,
292,Barraka,Nador,2,Arekmane,0.4,Braksa,0.769,Khouribga,59.50413223140496,
293,Syba,Chichaoua,2,Saidate,0.364,Sbouya,0.6,Sidi Ifni,59.579263711495116,
294,Souk laarbaa,Kénitra,2,Oulad Slama,0.522,Souk Tolba,0.727,Larache,59.65439519158527,
295,Tasouit,Tinghir,2,Assoul,0.615,Tarsouat,0.8,Chtouka-Aït Baha,59.72952667167543,
296,Tarmast,Fquih Ben Salah,2,Tachraft,0.667,Tarmigt,0.714,Ouarzazate,59.80465815176559,
297,Taoujtat,El Hajeb,2,Agourai,0.533,Tazouta,0.8,Sefrou,59.87978963185575,
298,Takerkouste,Al Haouz,2,Lalla Takarkoust,0.667,Tamegroute,0.762,Zagora,59.95492111194591,
299,Taglafte,Azilal,2,Tanant,0.571,Tagleft,0.8,Béni Mellal,60.030052592036064,
300,Ourbiâa,Béni Mellal,2,Naour,0.5,Ourika,0.769,Al Haouz,60.10518407212622,
301,Oum bakht,Béni Mellal,2,Oulad M'Barek,0.636,Ait Oum El Bekht,0.64,Khénifra,60.18031555221638,
302,Ouled Boukhadou,Fquih Ben Salah,2,Ouled Bourahmoune,0.75,Oulad Boughadi,0.759,Khouribga,60.255447032306535,
303,Oulad-Tahar,Taounate,2,Oulad Daoud,0.636,Oulad Amghar,0.87,Al Hoceïma,60.33057851239669,
304,Ouidane,Al Haouz,2,Ouirgane,0.8,Al Ouidane,0.824,Marrakech,60.405709992486855,
305,Oued elabid,Azilal,2,Ouaoula,0.444,Oued Laou,0.7,Tétouan,60.48084147257701,
306,B.S. louta,Nador,2,Bni Sidel Louta,0.64,Louta,0.667,Al Hoceïma,60.55597295266717,
307,B.Hmed,Chefchaouen,2,Bni Ahmed Gharbia,0.435,Ben Ahmed,0.667,Khouribga,60.631104432757326,
308,B.Bch,Al Hoceïma,2,Bni Bouayach,0.471,Sabbah,0.545,Skhirate-Témara,60.70623591284748,
309,B'sabsa,Taounate,2,El Bsabsa,0.75,El Bsabsa,0.75,Taounate,60.78136739293764,
310,B'Sabsa,Taounate,2,El Bsabsa,0.75,El Bsabsa,0.75,Taounate,60.856498873027796,
311,Tessa,Taounate,2,Tissa,0.8,Tissa,0.8,Taounate,60.93163035311796,
312,Oued Romman,Meknès,2,Oued Jdida,0.571,Oued Ifrane,0.727,Khénifra,61.00676183320812,
313,Ouald Bder,Ouezzane,2,Moulay Abdelkader,0.593,Oulad Berhil,0.727,Taroudant,61.08189331329827,
314,Oled Bder,Ouezzane,2,Moulay Abdelkader,0.538,Ouled Zidane,0.667,Berrechid,61.15702479338843,
315,Cmsu,Agadir-Ida Ou Tanane,2,Imsouane,0.5,Missour,0.545,Boulemane,61.23215627347859,
316,Chouiter,Al Haouz,2,Tighedouine,0.526,Aïn Chouater,0.7,Errachidia,61.307287753568744,
317,Oel Bousalham,Taounate,2,El Bsabsa,0.636,Moulay Bousselham,0.733,Larache,61.3824192336589,
318,Od Ziane,Fquih Ben Salah,2,Oulad Zmam,0.556,Ouled Zidane,0.8,Berrechid,61.45755071374906,
319,Od Tahar,Taounate,2,Oued Jemaa,0.556,Oulad Amghar,0.7,Al Hoceïma,61.53268219383922,
320,Od Soltane,Sidi Kacem,2,Oulad Nouel,0.476,Dar Oum Soltane,0.72,Meknès,61.60781367392938,
321,Od Barkate,Fquih Ben Salah,2,Ouled Bourahmoune,0.444,Oulad Amrane,0.636,Youssoufia,61.682945154019535,
322,Tizagui,Azilal,2,Tisqi,0.5,Touizgui,0.8,Assa-Zag,61.75807663410969,
323,Azlaf,Driouch,2,Tleta Azlef,0.5,Azla,0.889,Tétouan,61.83320811419985,
324,As s charkia,Tinghir,2,Ait Sedrate Sahl Charkia,0.611,Meknassa Acharqia,0.621,Taza,61.908339594290005,
325,As jbel sofla,Tinghir,2,Ait Sedrate Jbel El Soufla,0.667,Ait Sedrate Jbel El Soufla,0.667,Tinghir,61.98347107438016,
326,As Jbel,Tinghir,2,Assoul,0.462,Jbiel,0.667,El Kelâa des Sraghna,62.058602554470326,
327,Arroui,Nador,2,Al Aroui,0.714,Azrou,0.727,Ifrane,62.13373403456048,
328,Aoulos,Taroudant,2,Aoulouz,0.769,Aoulouz,0.769,Taroudant,62.20886551465064,
329,Timskalte,Tinghir,2,Tilmi,0.429,Takate,0.667,Essaouira,62.2839969947408,
330,"N°6830,Sidi Belkacem",Inezgane-Aït Melloul,2,Sidi Bibi,0.429,Sidi Kacem,0.69,Sidi Kacem,62.35912847483095,
331,Médina,Al Haouz,2,Oukaimeden,0.5,Médiouna,0.857,Nouaceur,62.43425995492111,
332,Dg,Sidi Kacem,2,Zaggota,0.222,Madagh,0.5,Berkane,62.50939143501127,
333,Darksdani,Driouch,2,Dar El Kebdani,0.696,Dar El Kebdani,0.696,Driouch,62.58452291510143,
334,"My,Bouchta",Taounate,2,Bouhouda,0.556,Moulay Bouchta,0.75,Moulay Yacoub,62.65965439519159,
335,My thami,Ouezzane,2,Masmouda,0.375,Tamri,0.615,Agadir-Ida Ou Tanane,62.734785875281744,
336,Amria 2,Béni Mellal,2,Had Bradia,0.471,Lamrija,0.714,Guercif,62.8099173553719,
337,Amria,Béni Mellal,2,Had Bradia,0.533,Lamrija,0.833,Guercif,62.88504883546206,
338,Alwahda,Taza,2,Tahla,0.5,Lahdar,0.769,Youssoufia,62.960180315552215,
339,Alouhda,Taza,2,Bouchfaa,0.533,Tabouda,0.714,Chefchaouen,63.03531179564237,
340,ain bziz,Meknès,2,Aïn Orma,0.5,Ain Sbit,0.75,Khemisset,63.11044327573253,
341,Zerhoune,Meknès,2,Ouislane,0.5,Mzefroune,0.824,Ouezzane,63.18557475582269,
342,Z'Rizar,Taounate,2,Zrizer,0.769,Zrizer,0.769,Taounate,63.26070623591285,
343,Toufist,Al Hoceïma,2,Targuist,0.667,Tounfit,0.857,Midelt,63.335837716003006,
344,Mokrisset,Ouezzane,2,Lamrabih,0.353,Moqrisset,0.889,Chefchaouen,63.41096919609316,
345,Mokrissat,Chefchaouen,2,Moqrisset,0.778,Moqrisset,0.778,Chefchaouen,63.48610067618332,
346,Mly Hassan,Tétouan,2,Bni Arouss,0.4,Massa,0.667,Tiznit,63.561232156273476,
347,Douar Oulad Mkadem,Guelmim,2,Aouint Yghomane,0.242,Houara Oulad Raho,0.686,Guercif,63.63636363636363,
348,Douar Chems,Ouarzazate,2,Skoura Ahl El Oust,0.483,Rouached,0.632,Fquih Ben Salah,63.7114951164538,
349,Mezguitem,Guercif,2,Mazguitam,0.778,Mezguita,0.824,Ouarzazate,63.786626596543954,
350,Mesker,Ouezzane,2,Moulay Abdelkader,0.435,Meskoura,0.714,Khouribga,63.86175807663411,
351,Menara,Taroudant,2,Lamhara,0.615,Mnasra,0.833,Kénitra,63.93688955672427,
352,Menara,Ouarzazate,2,Afra,0.6,Mnasra,0.833,Kénitra,64.01202103681443,
353,Menara,Béni Mellal,2,Naour,0.545,Mnasra,0.833,Kénitra,64.08715251690458,
354,Meknassa,Taza,2,Meknassa Acharqia,0.64,Massa,0.769,Tiznit,64.16228399699474,
355,ait harouit,Tinghir,2,Aït Hani,0.737,Ait Hammou,0.762,Rehamna,64.2374154770849,
356,Alhaouz,Al Haouz,2,Tahannaout,0.588,Haouza,0.769,Es-Semara,64.31254695717506,
357,ait hamou oussaid,Tinghir,2,Ait Ouassif,0.643,Ait Haddou Youssef,0.743,Taroudant,64.38767843726521,
358,ait h said,Tinghir,2,Aït Hani,0.778,Ait Said,0.889,Essaouira,64.46280991735537,
359,ait gmate,Tinghir,2,Aït Hani,0.588,Ait Mait,0.824,Driouch,64.53794139744554,
360,ait driss,Tinghir,2,Ait Ouassif,0.6,Ait Oumdis,0.737,Ouarzazate,64.61307287753569,
361,ait boullal,Tinghir,2,Ait Youl,0.737,Ait Ouallal,0.909,Zagora,64.68820435762585,
362,ait boamrane,Tinghir,2,Aït Hani,0.6,Ait Naamane,0.783,El Hajeb,64.763335837716,
363,Meghasseine,Meknès,2,Mrhassiyine,0.727,Mrhassiyine,0.727,Meknès,64.83846731780616,
364,Medina,El Kelâa des Sraghna,2,Hiadna,0.5,Médiouna,0.857,Nouaceur,64.91359879789631,
365,El Kassam,Settat,2,Oulad Saïd,0.421,El Kansera,0.737,Khemisset,64.98873027798648,
366,Draa,Azilal,2,Rfala,0.667,Drargua,0.727,Inezgane-Aït Melloul,65.06386175807664,
367,Mazrawa,Taounate,2,Mezraoua,0.667,Smara,0.667,Es-Semara,65.13899323816679,
368,Marjane,Meknès,2,Majjate,0.714,Zemrane,0.714,El Kelâa des Sraghna,65.21412471825695,
369,Marinienne,Fès,2,Ain Bida,0.444,Mallalienne,0.667,Tétouan,65.2892561983471,
370,Marigha,Al Haouz,2,Amghras,0.571,Mtarnagha,0.75,Sefrou,65.36438767843727,
371,Marenienne,Fès,2,Louadaine,0.421,Mallalienne,0.667,Tétouan,65.43951915852742,
372,M.Bmellal,Béni Mellal,2,Beni Mellal,0.7,Beni Mellal,0.7,Béni Mellal,65.51465063861758,
373,Ait oum bakht,Béni Mellal,2,Ait Ouqabli,0.583,Ait Oum El Bekht,0.828,Khénifra,65.58978211870775,
374,Ait majber,Tinghir,2,Aït Elfarsi,0.571,Aït Majden,0.8,Azilal,65.6649135987979,
375,akdim ait mraou,Tinghir,2,Ait Youl,0.522,Sebt Aït Rahou,0.621,Khemisset,65.74004507888806,
376,akdim,Tinghir,2,Ouaklim,0.667,Aklim,0.8,Berkane,65.81517655897821,
377,ait wahi,Tinghir,2,Aït Hani,0.75,Ait Said,0.75,Essaouira,65.89030803906837,
378,ait ouffi,Tinghir,2,Ait Youl,0.706,Ait Ourir,0.778,Marrakech,65.96543951915852,
379,ait kassi,Tinghir,2,Ait Ouassif,0.8,Ait Ouassif,0.8,Tinghir,66.04057099924869,
380,F.Anceur,Béni Mellal,2,Foum El Anceur,0.636,Foum El Anceur,0.636,Béni Mellal,66.11570247933884,
381,Ennakhil,Rehamna,2,Ait Taleb,0.118,Ben Khlil,0.706,Tan-Tan,66.190833959429,
382,Ennakhil,Al Haouz,2,Ighil,0.462,Ben Khlil,0.706,Tan-Tan,66.26596543951916,
383,M'kanssa,Taounate,2,Kissane,0.533,Mkansa,0.857,Sidi Kacem,66.34109691960931,
384,M kellat magouna,Tinghir,2,Kalaat M'Gouna,0.733,Kalaat M'Gouna,0.733,Tinghir,66.41622839969948,
385,Lkrakra,Settat,2,Oulad Freiha,0.316,Laqraqra,0.667,Fquih Ben Salah,66.49135987978963,
386,Lkhmis,Tinghir,2,Tilmi,0.545,Khémisset,0.667,Khemisset,66.56649135987979,
387,Lakmis,Tinghir,2,Tilmi,0.545,Lamssid,0.615,Boujdour,66.64162283996994,
388,Laaouina,Azilal,2,Taounza,0.667,Laaouinate,0.889,Jerada,66.7167543200601,
389,Ait atab,Azilal,2,Aït Abbas,0.706,Ait Taleb,0.824,Rehamna,66.79188580015027,
390,Ait Sawane,Ouarzazate,2,Ait Zineb,0.632,Ait Naamane,0.762,El Hajeb,66.86701728024042,
391,bouzmlane,Taza,2,Bouyablane,0.737,Boulemane,0.778,Boulemane,66.94214876033058,
392,boumardoul,Tinghir,2,Bou Azmou,0.632,Bouarouss,0.737,Taounate,67.01728024042073,
393,bouchair,Settat,2,Oulad Sghir,0.526,Bouqachmir,0.778,Khemisset,67.0924117205109,
394,bni enssar,Nador,2,Beni Ansar,0.8,Beni Ansar,0.8,Nador,67.16754320060105,
395,Laamoucha,Settat,2,Lahouaza,0.588,Laaouama,0.706,Tanger-Assilah,67.24267468069121,
396,Krona,Driouch,2,Ourdana,0.5,Tekna,0.6,Sidi Kacem,67.31780616078137,
397,Krakra,Settat,2,Rima,0.4,Hrara,0.727,Safi,67.39293764087152,
398,Kolea,Inezgane-Aït Melloul,2,Ouled Teima,0.5,Boulemane,0.571,Boulemane,67.46806912096169,
399,Gfifat,Taroudant,2,Freija,0.5,Lagfifat,0.857,Chtouka-Aït Baha,67.54320060105184,
400,Fersiou,Ouezzane,2,Teroual,0.571,Tafersit,0.667,Driouch,67.618332081142,
401,Feriata,Béni Mellal,2,Boutferda,0.5,Fraita,0.769,El Kelâa des Sraghna,67.69346356123215,
402,Fansseur,Béni Mellal,2,Foum El Anceur,0.545,Aousserd,0.625,Aousserd,67.76859504132231,
403,Koka si Moussa,Settat,2,Zaouiat Sidi Ben Hamdoun,0.474,Sidi Moussa,0.72,El Kelâa des Sraghna,67.84372652141248,
404,Khlalta,Fquih Ben Salah,2,Fkih Ben Salah,0.381,Khlalfa,0.857,Taounate,67.91885800150263,
405,ighramloulne,Tinghir,2,Aghbalou N'Kerdous,0.533,Ighzrane,0.7,Taza,67.99398948159279,
406,ighramloule,Tinghir,2,Toudgha El Oulia,0.519,Ighzrane,0.632,Taza,68.06912096168294,
407,igheram amazdar,Tinghir,2,Ait Sedrate Sahl Charkia,0.41,M'Saada,0.545,Sidi Slimane,68.1442524417731,
408,ida ouguerd,Essaouira,2,Aguerd,0.706,Ida Ougoummad,0.75,Al Haouz,68.21938392186325,
409,ibrghoussne,Tinghir,2,Ait Ouassif,0.455,Tighedouine,0.636,Al Haouz,68.29451540195342,
410,iazaneen,Nador,2,Iaazzanene,0.778,Iaazzanene,0.778,Nador,68.36964688204358,
411,hay salam kelaa,Tinghir,2,Ait Sedrate Sahl El Gharbia,0.476,Had Al Gharbia,0.483,Tanger-Assilah,68.44477836213373,
412,hadkouret,Sidi Kacem,2,Taoughilt,0.444,Had Kourt,0.889,Ouezzane,68.5199098422239,
413,chahid baha,Sefrou,2,Ahl Sidi Lahcen,0.538,Ait Baha,0.737,Chtouka-Aït Baha,68.59504132231405,
414,Guèliz,Tinghir,2,Ouaklim,0.462,Guelmim,0.769,Guelmim,68.67017280240421,
415,Ghorm Alem,Béni Mellal,2,Oulad M'Barek,0.435,Laghoualem,0.7,Benslimane,68.74530428249436,
416,saiss,Fès,2,Ain Kansra,0.4,Assaisse,0.769,Ouarzazate,68.82043576258452,
417,ouarchdik,Tinghir,2,Ouaklim,0.5,Rouached,0.706,Fquih Ben Salah,68.89556724267469,
418,old taher,Taounate,2,Oulad Daoud,0.5,Oulad Amer,0.737,El Kelâa des Sraghna,68.97069872276484,
419,my bouchta,Taounate,2,Bni Bouchibet,0.609,Moulay Bouchta,0.833,Moulay Yacoub,69.045830202855,
420,mezguitem,Guercif,2,Mazguitam,0.778,Mezguita,0.824,Ouarzazate,69.12096168294515,
421,merna,Tinghir,2,Imider,0.545,Merija,0.727,Jerada,69.19609316303531,
422,mecheraa laine,Taroudant,2,Machraa El Ain,0.786,Machraa El Ain,0.786,Taroudant,69.27122464312546,
423,magaz kelaa,Tinghir,2,Aït Elfarsi,0.455,Melaab,0.588,Errachidia,69.34635612321563,
424,khmiss dadaes,Tinghir,2,Souk Lakhmis Dades,0.71,Souk Lakhmis Dades,0.71,Tinghir,69.42148760330579,
425,"k,militaire",Taza,2,Msila,0.5,Mzilate,0.556,Chichaoua,69.49661908339594,
426,sidi h o hamd,Essaouira,2,Sidi H'Mad Ou Hamed,0.812,Sidi H'Mad Ou Hamed,0.812,Essaouira,69.5717505634861,
427,sidi ahmed tadli,Sefrou,2,Sidi Youssef Ben Ahmed,0.526,Sidi Ahmed El Khadir,0.778,El Kelâa des Sraghna,69.64688204357626,
428,Aait adel,Al Haouz,2,Sti Fadma,0.444,Ait Aadel,0.889,El Kelâa des Sraghna,69.72201352366642,
429,A.taourirt,Al Hoceïma,2,Arbaa Taourirt,0.75,Taourirt,0.889,Taourirt,69.79714500375657,
430,senhaja,Sefrou,2,Dar El Hamra,0.421,Senada,0.769,Al Hoceïma,69.87227648384673,
431,Hay Elmohammadi,Agadir-Ida Ou Tanane,2,Agadir,0.381,Mohammédia,0.64,Mohammedia,69.9474079639369,
432,Hamria,Moulay Yacoub,2,Charqaoua,0.533,Lamrija,0.769,Guercif,70.02253944402705,
433,Jiyarin,Taza,2,Jbarna,0.615,Bni Yagrine,0.667,Settat,70.09767092411721,
434,J Melha,Sidi Kacem,2,Selfat,0.462,Jorf El Melha,0.7,Ouezzane,70.17280240420736,
435,Isskssi,Azilal,2,Tisqi,0.5,Isseksi,0.857,Béni Mellal,70.24793388429752,
436,Ikaouen,Al Hoceïma,2,Imzouren,0.667,Imaouen,0.857,Taroudant,70.32306536438767,
437,Igraouen,Khouribga,2,Mrizigue,0.5,Imaouen,0.8,Taroudant,70.39819684447784,
438,A S Jbel,Tinghir,2,Ait Sedrate Jbel El Oulia,0.485,Bni Sidel Jbel,0.636,Nador,70.47332832456799,
439,A H oyahya,Tinghir,2,Aït Hani,0.444,Ait Yahya,0.737,Midelt,70.54845980465815,
440,A H Said,Tinghir,2,Ferkla Es-Soufla,0.417,Ait Said,0.75,Essaouira,70.62359128474831,
441,zouagha,Fès,2,Louadaine,0.5,Ounagha,0.857,Essaouira,70.69872276483846,
442,15 Gar,Taza,1,Ras Laksar,0.375,M'Garto,0.615,Khouribga,70.73628850488355,
443,6éme BSI,Taza,1,Msila,0.462,Mesti,0.615,Sidi Ifni,70.77385424492863,
444,7Eme Bsi,Taza,1,Msila,0.462,Mesti,0.615,Sidi Ifni,70.81141998497371,
445,7Eme Bsi Melitaire,Taza,1,Msila,0.435,Ameur Seflia,0.533,Kénitra,70.84898572501878,
446,7eme BISI,Taza,1,Msila,0.429,Mesti,0.429,Sidi Ifni,70.88655146506386,
447,A H yahya,Tinghir,1,Aït Hani,0.471,Ait Yahya,0.778,Midelt,70.92411720510894,
448,A S J oulia,Tinghir,1,Ferkla El Oulia,0.615,Rass Oumlil,0.636,Tan-Tan,70.96168294515402,
449,A S J soufla,Tinghir,1,Ferkla Es-Soufla,0.714,Ferkla Es-Soufla,0.714,Tinghir,70.99924868519909,
450,A S Jbel olia,Tinghir,1,Ait Sedrate Jbel El Oulia,0.684,Ait Sedrate Jbel El Oulia,0.684,Tinghir,71.03681442524417,
451,A S S charkia,Tinghir,1,Ait Sedrate Sahl Charkia,0.703,Ait Sedrate Sahl Charkia,0.703,Tinghir,71.07438016528926,
452,A S Scharkia,Tinghir,1,Ait Sedrate Sahl Charkia,0.667,Assaki,0.667,Al Haouz,71.11194590533434,
453,tisli,Tinghir,1,Tilmi,0.8,Tisqi,0.8,Azilal,71.14951164537942,
454,A S jbel,Tinghir,1,Ait Sedrate Jbel El Oulia,0.485,Bni Sidel Jbel,0.636,Nador,71.18707738542449,
455,A S gbel sofla,Tinghir,1,Ait Sedrate Jbel El Soufla,0.65,Ait Sedrate Jbel El Soufla,0.65,Tinghir,71.22464312546957,
456,tamlalte,Tinghir,1,Imilchil,0.375,Tamallalt,0.824,El Kelâa des Sraghna,71.26220886551465,
457,takkad,Chtouka-Aït Baha,1,Tabia,0.545,Akka,0.8,Tata,71.29977460555973,
458,"sidi med b,lahcen",Taounate,1,Sidi M'Hamed Ben Lahcen,0.8,Sidi M'Hamed Ben Lahcen,0.8,Taounate,71.33734034560482,
459,sidi kamel,Larache,1,Sidi Lyamani,0.636,Sidi Al Kamel,0.87,Sidi Slimane,71.37490608564988,
460,sidi ahmed tadli,Meknès,1,Oued Jdida,0.308,Sidi Ahmed El Khadir,0.778,El Kelâa des Sraghna,71.41247182569496,
461,sidi ahmed hamed,Essaouira,1,Sidi H'Mad Ou Hamed,0.743,Sidi H'Mad Ou Hamed,0.743,Essaouira,71.45003756574005,
462,sidi A Tadeli Lalal yaza,Sefrou,1,Dar El Hamra,0.389,Sidi Allal Tazi,0.667,Kénitra,71.48760330578513,
463,sidi A Tadeli,Sefrou,1,Ahl Sidi Lahcen,0.5,Sidi Al Kamel,0.769,Sidi Slimane,71.5251690458302,
464,sghanghan,Nador,1,Zeghanghane,0.8,Zeghanghane,0.8,Nador,71.56273478587528,
465,Abdellah Chefchaouni,Ouarzazate,1,Afella N'Dra,0.438,Chefchaouen,0.645,Chefchaouen,71.60030052592036,
466,Abdellah Chefchaouni,Agadir-Ida Ou Tanane,1,Adaghas,0.37,Chefchaouen,0.645,Chefchaouen,71.63786626596544,
467,A/Hmmou,Al Hoceïma,1,Izemmouren,0.471,Ait Hammou,0.824,Rehamna,71.67543200601052,
468,A/ Chefk,Al Haouz,1,Ahl Tifnoute,0.316,Ain Chkef,0.75,Fès,71.71299774605559,
469,A.ali Youssef,Al Hoceïma,1,Aït Youssef Ou Ali,0.645,Oulad Ali Youssef,0.8,Boulemane,71.75056348610067,
470,Hdida,Tinghir,1,Tinejdad,0.462,Haddada,0.667,Kénitra,71.78812922614576,
471,Hay khatabi rue 4 n°32,Nador,1,Hassi Berkane,0.353,Al Kharroub,0.375,Tétouan,71.82569496619084,
472,Hay hassani,Al Haouz,1,Assaki,0.588,Bni Hassane,0.636,Azilal,71.86326070623592,
473,Hay elyasmine,Sidi Kacem,1,Chbanate,0.286,Ras El Ain,0.609,Youssoufia,71.90082644628099,
474,Hay eljadid,Larache,1,Bahhara Oulad Ayad,0.483,El Jadida,0.7,El Jadida,71.93839218632607,
475,Hay Taslouine,Agadir-Ida Ou Tanane,1,Imsouane,0.476,Taliouine,0.727,Tata,71.97595792637115,
476,Hay Sidi Daoud,Inezgane-Aït Melloul,1,Oulad Dahou,0.56,Ait Sidi Daoud,0.857,Marrakech,72.01352366641623,
477,Hay Salam,Meknès,1,Ait Yaazem,0.526,Had Soualem,0.7,Nouaceur,72.0510894064613,
478,Hay Mohammadi,Béni Mellal,1,Sidi Hammadi,0.64,Mohammédia,0.696,Mohammedia,72.08865514650638,
479,Hay Maurice,Inezgane-Aït Melloul,1,Ait Melloul,0.364,Ait Ouribel,0.545,Khemisset,72.12622088655147,
480,Hay Korsi Rue Almasjid,Taroudant,1,Sidi Abdellah Ou Said,0.419,Ksar al Majaz,0.457,Fahs-Anjra,72.16378662659655,
481,Hay Jadid,Sidi Kacem,1,Ain Jemaa,0.444,El Jadida,0.667,El Jadida,72.20135236664163,
482,Idaouzemzème,Essaouira,1,Ida Ou Aazza,0.583,Ida Ou Moumen,0.64,Taroudant,72.2389181066867,
483,Idaouzemzeme,Essaouira,1,Ida Ou Aazza,0.583,Ida Ou Moumen,0.64,Taroudant,72.27648384673178,
