region,province,commune,latitude,longitude
Béni Mellal-Khénifra,Azilal,Agoudi N'Lkhair,31.979971,-6.494068
Béni Mellal-Khénifra,Azilal,Ait Blal,31.677415,-6.699474
Béni Mellal-Khénifra,Azilal,Ait Bou Oulli,31.565143,-6.630486
Béni Mellal-Khénifra,Azilal,Ait M'Hamed,31.854783,-6.514304
Béni Mellal-Khénifra,Azilal,Ait Mazigh,32.00787,-6.354025
Béni Mellal-Khénifra,Azilal,Ait Ouaarda,32.141378,-6.53308
Béni Mellal-Khénifra,Azilal,Ait Taguella,31.935466,-6.739462
Béni Mellal-Khénifra,Azilal,Ait Tamlil,31.483706,-6.848471
Béni Mellal-Khénifra,Azilal,Azilal,31.958355,-6.579075
Béni Mellal-Khénifra,Azilal,Aït Abbas,31.740033,-6.615391
Béni Mellal-Khénifra,Azilal,Aït Majden,31.814463,-6.918951
Béni Mellal-Khénifra,Azilal,Bin El Ouidane,32.117967,-6.470435
Béni Mellal-Khénifra,Azilal,Bni Ayat,32.201445,-6.665729
Béni Mellal-Khénifra,Azilal,Bni Hassane,32.034735,-6.923799
Béni Mellal-Khénifra,Azilal,Demnate,31.72864,-7.014252
Béni Mellal-Khénifra,Azilal,Ighil N'Oumgoun,31.499918,-6.258334
Béni Mellal-Khénifra,Azilal,Imi N'Oulaoune,31.412013,-6.536584
Béni Mellal-Khénifra,Azilal,Imlil,31.761772,-7.011813
Béni Mellal-Khénifra,Azilal,Moulay Aissa Ben Driss,32.095747,-6.727326
Béni Mellal-Khénifra,Azilal,Ouaoula,31.798365,-6.785562
Béni Mellal-Khénifra,Azilal,Rfala,32.131423,-6.880997
Béni Mellal-Khénifra,Azilal,Sidi Boulkhalf,31.68599,-6.844411
Béni Mellal-Khénifra,Azilal,Tabant,31.661352,-6.328153
Béni Mellal-Khénifra,Azilal,Tabia,31.994948,-6.842146
Béni Mellal-Khénifra,Azilal,Tamda Noumercid,31.942017,-6.617483
Béni Mellal-Khénifra,Azilal,Tanant,31.907704,-6.92642
Béni Mellal-Khénifra,Azilal,Taounza,32.082389,-6.624243
Béni Mellal-Khénifra,Azilal,Tifni,31.641517,-6.951209
Béni Mellal-Khénifra,Azilal,Tisqi,32.09731,-6.81338
Béni Mellal-Khénifra,Azilal,Zaouiat Ahansal,31.846968,-6.069479
Béni Mellal-Khénifra,Béni Mellal,Afourar,32.195152,-6.518305
Béni Mellal-Khénifra,Béni Mellal,Ait Ouqabli,32.320219,-6.012975
Béni Mellal-Khénifra,Béni Mellal,Anergui,32.072165,-5.928429
Béni Mellal-Khénifra,Béni Mellal,Beni Mellal,32.330671,-6.367166
Béni Mellal-Khénifra,Béni Mellal,Bni Bataou,32.887457,-6.244989
Béni Mellal-Khénifra,Béni Mellal,Bni Zrantel,32.761883,-6.160386
Béni Mellal-Khénifra,Béni Mellal,Boukhrisse,32.848272,-6.189838
Béni Mellal-Khénifra,Béni Mellal,Boutferda,32.270933,-5.74707
Béni Mellal-Khénifra,Béni Mellal,Dir El Ksiba,32.57368,-6.048401
Béni Mellal-Khénifra,Béni Mellal,El Ksiba,32.560942,-6.0347
Béni Mellal-Khénifra,Béni Mellal,Foum El Anceur,32.349011,-6.220881
Béni Mellal-Khénifra,Béni Mellal,Foum Oudi,32.24992,-6.385348
Béni Mellal-Khénifra,Béni Mellal,Guettaya,32.573484,-6.28169
Béni Mellal-Khénifra,Béni Mellal,Had Bradia,32.421399,-6.507727
Béni Mellal-Khénifra,Béni Mellal,Isseksi,32.215134,-6.297824
Béni Mellal-Khénifra,Béni Mellal,Kasba Tadla,32.596556,-6.263757
Béni Mellal-Khénifra,Béni Mellal,Naour,32.464887,-5.954644
Béni Mellal-Khénifra,Béni Mellal,Ouaouizaght,32.185449,-6.342207
Béni Mellal-Khénifra,Béni Mellal,Oulad Gnaou,32.322213,-6.538304
Béni Mellal-Khénifra,Béni Mellal,Oulad Gouaouch,32.726974,-6.332361
Béni Mellal-Khénifra,Béni Mellal,Oulad M'Barek,32.290523,-6.492268
Béni Mellal-Khénifra,Béni Mellal,Ouled Yaïch,32.427925,-6.336503
Béni Mellal-Khénifra,Béni Mellal,Semguet,32.638746,-6.19096
Béni Mellal-Khénifra,Béni Mellal,Sidi Hammadi,32.270029,-6.579465
Béni Mellal-Khénifra,Béni Mellal,Sidi Jaber,32.34617,-6.452515
Béni Mellal-Khénifra,Béni Mellal,Tabaroucht,32.133727,-6.196944
Béni Mellal-Khénifra,Béni Mellal,Taghzirt,32.416711,-6.15478
Béni Mellal-Khénifra,Béni Mellal,Tagleft,32.228483,-6.108698
Béni Mellal-Khénifra,Béni Mellal,Tanougha,32.441448,-6.089537
Béni Mellal-Khénifra,Béni Mellal,Tiffert N'Ait Hamza,32.285862,-5.943142
Béni Mellal-Khénifra,Béni Mellal,Tilougguite,32.010758,-6.137002
Béni Mellal-Khénifra,Béni Mellal,Timoulilt,32.206797,-6.469459
Béni Mellal-Khénifra,Fquih Ben Salah,Ain Kaicher,32.768318,-6.546089
Béni Mellal-Khénifra,Fquih Ben Salah,Al Khalfia,32.538998,-6.534738
Béni Mellal-Khénifra,Fquih Ben Salah,Bejaad,32.76845,-6.389226
Béni Mellal-Khénifra,Fquih Ben Salah,Bni Chegdale,32.442026,-6.925938
Béni Mellal-Khénifra,Fquih Ben Salah,Bni Oukil,32.580613,-6.860969
Béni Mellal-Khénifra,Fquih Ben Salah,Bni Smir,32.782061,-6.604319
Béni Mellal-Khénifra,Fquih Ben Salah,Dar Oulad Zidouh,32.341443,-6.905635
Béni Mellal-Khénifra,Fquih Ben Salah,Fkih Ben Salah,32.505573,-6.681381
Béni Mellal-Khénifra,Fquih Ben Salah,Had Boumoussa,32.274143,-6.979303
Béni Mellal-Khénifra,Fquih Ben Salah,Hel Merbaa,32.430942,-6.6121
Béni Mellal-Khénifra,Fquih Ben Salah,Krifate,32.551386,-6.711105
Béni Mellal-Khénifra,Fquih Ben Salah,Laqraqra,32.412669,-7.106783
Béni Mellal-Khénifra,Fquih Ben Salah,Oulad Ayad,32.200751,-6.799227
Béni Mellal-Khénifra,Fquih Ben Salah,Oulad Fares El Halla,32.515836,-7.094341
Béni Mellal-Khénifra,Fquih Ben Salah,Oulad Nacer,32.256261,-6.774211
Béni Mellal-Khénifra,Fquih Ben Salah,Oulad Said l'Oued,32.596561,-6.462699
Béni Mellal-Khénifra,Fquih Ben Salah,Oulad Zmam,32.382479,-6.729956
Béni Mellal-Khénifra,Fquih Ben Salah,Ouled Bourahmoune,32.289663,-6.692606
Béni Mellal-Khénifra,Fquih Ben Salah,Ouled Youssef,32.565578,-6.487238
Béni Mellal-Khénifra,Fquih Ben Salah,Rouached,32.928534,-6.278834
Béni Mellal-Khénifra,Fquih Ben Salah,Sidi Aissa Ben Ali,32.342807,-6.651421
Béni Mellal-Khénifra,Fquih Ben Salah,Souk Sebt Oulad Nemma,32.292773,-6.706521
Béni Mellal-Khénifra,Fquih Ben Salah,Tachraft,32.772603,-6.44073
Béni Mellal-Khénifra,Khouribga,Ain Dorbane-Lahlaf,33.029451,-7.21858
Béni Mellal-Khénifra,Khouribga,Ait Ammar,33.038244,-6.63836
Béni Mellal-Khénifra,Khouribga,Ben Ahmed,33.069146,-7.234247
Béni Mellal-Khénifra,Khouribga,Bir Mezoui,32.850652,-6.779035
Béni Mellal-Khénifra,Khouribga,Bni Ykhlef,32.976657,-6.847754
Béni Mellal-Khénifra,Khouribga,Boujniba,32.892955,-6.776912
Béni Mellal-Khénifra,Khouribga,Boulanouare,32.872192,-6.788169
Béni Mellal-Khénifra,Khouribga,Braksa,33.0134,-6.357337
Béni Mellal-Khénifra,Khouribga,Chougrane,32.95874,-6.344729
Béni Mellal-Khénifra,Khouribga,El Borouj,32.507919,-7.201326
Béni Mellal-Khénifra,Khouribga,El Foqra,32.695468,-6.966642
Béni Mellal-Khénifra,Khouribga,Ezzhiliga,33.312307,-6.534388
Béni Mellal-Khénifra,Khouribga,Hattane,32.840562,-6.806845
Béni Mellal-Khénifra,Khouribga,Kasbat Troch,32.932825,-6.595358
Béni Mellal-Khénifra,Khouribga,Khouribga,32.876258,-6.903491
Béni Mellal-Khénifra,Khouribga,Lagfaf,32.93625,-6.724996
Béni Mellal-Khénifra,Khouribga,Lagnadiz,33.165295,-6.791443
Béni Mellal-Khénifra,Khouribga,Lakhzazra,33.007356,-7.043856
Béni Mellal-Khénifra,Khouribga,Loulad,32.988544,-7.131511
Béni Mellal-Khénifra,Khouribga,M'Fassis,32.748703,-6.814591
Béni Mellal-Khénifra,Khouribga,M'Garto,33.160815,-7.054159
Béni Mellal-Khénifra,Khouribga,Maadna,32.910638,-6.499213
Béni Mellal-Khénifra,Khouribga,Meskoura,32.59761,-7.234343
Béni Mellal-Khénifra,Khouribga,Mrizigue,32.84345,-7.114428
Béni Mellal-Khénifra,Khouribga,N'khila,32.914111,-7.074596
Béni Mellal-Khénifra,Khouribga,Oued Zem,32.861563,-6.568392
Béni Mellal-Khénifra,Khouribga,Oulad Abdoune,32.854848,-6.927316
Béni Mellal-Khénifra,Khouribga,Oulad Aissa,33.045641,-6.40701
Béni Mellal-Khénifra,Khouribga,Oulad Azzouz,32.762465,-6.761147
Béni Mellal-Khénifra,Khouribga,Oulad Bouali Nouaja,32.626547,-7.078653
Béni Mellal-Khénifra,Khouribga,Oulad Boughadi,33.069042,-6.716705
Béni Mellal-Khénifra,Khouribga,Oulad Fares,32.772353,-7.160381
Béni Mellal-Khénifra,Khouribga,Oulad Fennane,33.092036,-6.518518
Béni Mellal-Khénifra,Khouribga,Oulad Ftata,33.177196,-6.641567
Béni Mellal-Khénifra,Khouribga,Oulad M'Hamed,33.116267,-6.982064
Béni Mellal-Khénifra,Khouribga,Sgamna,32.731869,-7.187638
Béni Mellal-Khénifra,Khouribga,Sidi Eddahbi,33.059482,-7.17109
Béni Mellal-Khénifra,Khénifra,Aghbala,32.414256,-5.612154
Béni Mellal-Khénifra,Khénifra,Aghbalou,32.66436,-5.259295
Béni Mellal-Khénifra,Khénifra,Aguelmam Azegza,32.930806,-5.426845
Béni Mellal-Khénifra,Khénifra,Aguelmouss,33.132785,-5.840773
Béni Mellal-Khénifra,Khénifra,Ait Oum El Bekht,32.655311,-5.929227
Béni Mellal-Khénifra,Khénifra,Ait Saadelli,32.625503,-5.361433
Béni Mellal-Khénifra,Khénifra,Anemzi,32.284742,-5.384223
Béni Mellal-Khénifra,Khénifra,Aït Ishaq,32.719227,-5.802793
Béni Mellal-Khénifra,Khénifra,El Borj,33.034468,-5.607037
Béni Mellal-Khénifra,Khénifra,El Hammam,33.286012,-5.637384
Béni Mellal-Khénifra,Khénifra,El Kbab,32.66894,-5.474752
Béni Mellal-Khénifra,Khénifra,Had Bouhssoussen,33.13067,-6.134251
Béni Mellal-Khénifra,Khénifra,Kerrouchen,32.783884,-5.346976
Béni Mellal-Khénifra,Khénifra,Khenifra,32.935951,-5.664356
Béni Mellal-Khénifra,Khénifra,Lehri,32.830879,-5.608562
Béni Mellal-Khénifra,Khénifra,M'rirt,33.163223,-5.566139
Béni Mellal-Khénifra,Khénifra,Moha Ou Hammou Zayani,32.956992,-5.665508
Béni Mellal-Khénifra,Khénifra,Ouaoumana,32.689323,-5.826739
Béni Mellal-Khénifra,Khénifra,Oued Ifrane,33.124638,-5.299968
Béni Mellal-Khénifra,Khénifra,Oum Rabia,33.072671,-5.433147
Béni Mellal-Khénifra,Khénifra,Sidi Amar,32.918027,-5.80112
Béni Mellal-Khénifra,Khénifra,Sidi Hcine,33.037125,-6.035967
Béni Mellal-Khénifra,Khénifra,Sidi Lamine,32.874583,-5.976647
Béni Mellal-Khénifra,Khénifra,Sidi Yahya Ou Saad,32.6036,-5.600195
Béni Mellal-Khénifra,Khénifra,Sidi Yahya Ou Youssef,32.440868,-5.422502
Béni Mellal-Khénifra,Khénifra,Tighassaline,32.669635,-5.56719
Béni Mellal-Khénifra,Khénifra,Tizi N'Ghachou,32.791961,-5.262708
Béni Mellal-Khénifra,Khénifra,Tizi N'isly,32.483486,-5.784946
Béni Mellal-Khénifra,Khénifra,Zaouiat Cheikh,32.641093,-5.920407
Casablanca-Settat,Benslimane,Ahlaf,33.27843,-7.08046
Casablanca-Settat,Benslimane,Ain Tizgha,33.652277,-7.103308
Casablanca-Settat,Benslimane,Benslimane,33.61092,-7.137884
Casablanca-Settat,Benslimane,Bir Ennasr,33.3319,-6.91643
Casablanca-Settat,Benslimane,Bouznika,33.758333,-7.200444
Casablanca-Settat,Benslimane,Cherrat,33.771203,-7.101197
Casablanca-Settat,Benslimane,Laghoualem,33.375257,-6.718354
Casablanca-Settat,Benslimane,Mellila,33.390408,-7.106095
Casablanca-Settat,Benslimane,Moualine el Oued,33.449895,-7.298954
Casablanca-Settat,Benslimane,Oulad Ali Toualaa,33.431,-7.178622
Casablanca-Settat,Benslimane,Oulad Yahya Louta,33.544536,-7.17697
Casablanca-Settat,Benslimane,Rdadna Oulad Malek,33.352045,-7.246429
Casablanca-Settat,Benslimane,Sidi Bettache,33.510658,-6.874409
Casablanca-Settat,Benslimane,Ziaida,33.489478,-7.054129
Casablanca-Settat,Berrechid,Berrechid,33.264379,-7.579586
Casablanca-Settat,Berrechid,El Gara,33.273411,-7.232734
Casablanca-Settat,Berrechid,Foqra Oulad Aameur,33.132468,-7.504736
Casablanca-Settat,Berrechid,Jaqma,33.289413,-7.462298
Casablanca-Settat,Berrechid,Kasbat Ben Mchich,33.351943,-7.440584
Casablanca-Settat,Berrechid,Laghnimyine,33.196269,-7.837286
Casablanca-Settat,Berrechid,Lahsasna,33.18364,-7.66876
Casablanca-Settat,Berrechid,Lambarkiyine,33.218644,-7.468261
Casablanca-Settat,Berrechid,Oulad Cebbah,33.27251,-7.325876
Casablanca-Settat,Berrechid,Ouled Zidane,33.355303,-7.358869
Casablanca-Settat,Berrechid,Riah,33.173303,-7.394186
Casablanca-Settat,Berrechid,Sidi Abdelkrim,33.177922,-7.260419
Casablanca-Settat,Berrechid,Sidi El Mekki,33.237112,-7.656057
Casablanca-Settat,Casablanca,Casablanca,33.567126,-7.604327
Casablanca-Settat,Casablanca,Dar Bouazza,33.524154,-7.789019
Casablanca-Settat,Casablanca,El Majjatia Ouled Taleb,33.470994,-7.528514
Casablanca-Settat,Casablanca,Lahraouyine,33.541325,-7.520907
Casablanca-Settat,Casablanca,Méchouar de Casablanca,33.579952,-7.604907
Casablanca-Settat,Casablanca,Sidi Hajjaj Oued Hassar,33.51597,-7.429037
Casablanca-Settat,Casablanca,Tit Mellil,33.547017,-7.48507
Casablanca-Settat,El Jadida,Azemmour,33.286865,-8.34826
Casablanca-Settat,El Jadida,Ben Maachou,33.187728,-8.046015
Casablanca-Settat,El Jadida,Chaibate,33.022884,-8.330424
Casablanca-Settat,El Jadida,Chtouka,33.287055,-8.170931
Casablanca-Settat,El Jadida,El Jadida,33.229331,-8.499533
Casablanca-Settat,El Jadida,Haouzia,33.207998,-8.414604
Casablanca-Settat,El Jadida,Moulay Abdellah Amghar,33.14931,-8.562966
Casablanca-Settat,El Jadida,Oulad Aissa,32.924668,-8.681171
Casablanca-Settat,El Jadida,Oulad Frej,33.008836,-8.17299
Casablanca-Settat,El Jadida,Oulad Hamdane,33.132377,-8.258808
Casablanca-Settat,El Jadida,Oulad Hcine,33.052574,-8.483022
Casablanca-Settat,El Jadida,Oulad Rahmoune,33.180631,-8.334241
Casablanca-Settat,El Jadida,Oulad Sidi Ali Ben Youssef,33.011101,-8.121128
Casablanca-Settat,El Jadida,Si Hsaien Ben Abderrahmane,33.099293,-8.159232
Casablanca-Settat,El Jadida,Sidi Abed,33.030205,-8.646935
Casablanca-Settat,El Jadida,Sidi Ali Ben Hamdouche,33.29765,-8.268751
Casablanca-Settat,Mohammedia,Bni Yakhlef,33.654099,-7.338321
Casablanca-Settat,Mohammedia,Chellalate,33.609839,-7.435409
Casablanca-Settat,Mohammedia,El Mansouria,33.730353,-7.269332
Casablanca-Settat,Mohammedia,Fdalate,33.582704,-7.278643
Casablanca-Settat,Mohammedia,Mohammédia,33.691908,-7.394463
Casablanca-Settat,Mohammedia,Sidi Moussa Ben Ali,33.552561,-7.363666
Casablanca-Settat,Mohammedia,Sidi Moussa El Majdoub,33.628893,-7.363095
Casablanca-Settat,Médiouna,Ain Harrouda,33.644338,-7.458642
Casablanca-Settat,Nouaceur,Bir Jdid,33.374101,-7.995846
Casablanca-Settat,Nouaceur,Bouskoura,33.476841,-7.650035
Casablanca-Settat,Nouaceur,Deroua,33.378455,-7.536383
Casablanca-Settat,Nouaceur,Had Soualem,33.423778,-7.838695
Casablanca-Settat,Nouaceur,Laghdira,33.29861,-8.044807
Casablanca-Settat,Nouaceur,Lamharza Essahel,33.38958,-8.059808
Casablanca-Settat,Nouaceur,Médiouna,33.459505,-7.514931
Casablanca-Settat,Nouaceur,Nouaceur,33.361771,-7.581543
Casablanca-Settat,Nouaceur,Oulad Azzouz,33.496555,-7.768295
Casablanca-Settat,Nouaceur,Oulad Salah,33.356157,-7.676715
Casablanca-Settat,Nouaceur,Oulad Ziyane,33.408142,-7.432492
Casablanca-Settat,Nouaceur,Sahel Oulad H'riz,33.348571,-7.839589
Casablanca-Settat,Nouaceur,Sidi Rahal Chatai,33.439753,-7.956969
Casablanca-Settat,Nouaceur,Soualem Trifiya,33.454557,-7.864684
Casablanca-Settat,Settat,Ain Blal,32.530134,-7.653925
Casablanca-Settat,Settat,Bni Khloug,32.646977,-7.388922
Casablanca-Settat,Settat,Bni Yagrine,32.727531,-7.553972
Casablanca-Settat,Settat,Bouguargouh,33.088269,-7.319026
Casablanca-Settat,Settat,Dar Chaffai,32.542399,-7.500289
Casablanca-Settat,Settat,Gdana,32.962088,-7.962953
Casablanca-Settat,Settat,Guisser,32.764316,-7.508314
Casablanca-Settat,Settat,Khemisset Chaouia,32.86285,-7.76515
Casablanca-Settat,Settat,Lahouaza,32.954631,-7.687526
Casablanca-Settat,Settat,Machraa Ben Abbou,32.677388,-7.821833
Casablanca-Settat,Settat,Mniaa,32.845772,-7.314116
Casablanca-Settat,Settat,Mzamza Janoubia,32.997252,-7.567221
Casablanca-Settat,Settat,Mzoura,32.828577,-7.943929
Casablanca-Settat,Settat,Oued Naanaa,32.996174,-7.287208
Casablanca-Settat,Settat,Oulad Abbou,33.140989,-7.936081
Casablanca-Settat,Settat,Oulad Chbana,33.074457,-7.394184
Casablanca-Settat,Settat,Oulad Freiha,32.612336,-7.611053
Casablanca-Settat,Settat,Oulad Saïd,32.960405,-7.809949
Casablanca-Settat,Settat,Oulad Sghir,32.853148,-7.577929
Casablanca-Settat,Settat,Ouled M'Rah,32.913051,-7.267324
Casablanca-Settat,Settat,Ras Al Ain,32.991579,-7.416807
Casablanca-Settat,Settat,Rima,32.794367,-7.40613
Casablanca-Settat,Settat,Settat,32.99793,-7.627997
Casablanca-Settat,Settat,Sidi Abdelkhaleq,33.082568,-8.022442
Casablanca-Settat,Settat,Sidi Boumehdi,32.691879,-7.336267
Casablanca-Settat,Settat,Sidi Hajjaj,32.919997,-7.32787
Casablanca-Settat,Settat,Sidi Mohammed Ben Rahal,32.736764,-7.774632
Casablanca-Settat,Settat,Sidi el Aïdi,33.091148,-7.653754
Casablanca-Settat,Settat,Toualet,32.757735,-7.658203
Casablanca-Settat,Settat,Zaouiat Sidi Ben Hamdoun,33.095921,-7.849003
Casablanca-Settat,Sidi Bennour,Bni Hilal,32.803281,-8.378644
Casablanca-Settat,Sidi Bennour,Bni Tsiriss,32.728343,-8.114281
Casablanca-Settat,Sidi Bennour,Bouhmame,32.602535,-8.543844
Casablanca-Settat,Sidi Bennour,Boulaouane,32.856576,-8.070257
Casablanca-Settat,Sidi Bennour,Jabria,32.569147,-8.316136
Casablanca-Settat,Sidi Bennour,Kridid,32.494245,-8.602655
Casablanca-Settat,Sidi Bennour,Laagagcha,32.548454,-8.688557
Casablanca-Settat,Sidi Bennour,Laamria,32.817504,-8.229716
Casablanca-Settat,Sidi Bennour,Laaounate,32.681703,-8.158294
Casablanca-Settat,Sidi Bennour,Laatatra,32.592318,-8.376554
Casablanca-Settat,Sidi Bennour,Laghnadra,32.644379,-8.670101
Casablanca-Settat,Sidi Bennour,Lgharbia,32.57991,-8.873965
Casablanca-Settat,Sidi Bennour,Lmechrek,32.738739,-8.462848
Casablanca-Settat,Sidi Bennour,M'Tal,32.506851,-8.406592
Casablanca-Settat,Sidi Bennour,Metrane,32.633287,-8.243228
Casablanca-Settat,Sidi Bennour,Mettouh,32.889557,-8.179935
Casablanca-Settat,Sidi Bennour,Mogress,32.895168,-8.448534
Casablanca-Settat,Sidi Bennour,Oulad Sbaita,32.668083,-8.802909
Casablanca-Settat,Sidi Bennour,Oulad Si Bouhya,32.725176,-8.347471
Casablanca-Settat,Sidi Bennour,Ouled Ghanem,32.809749,-8.855596
Casablanca-Settat,Sidi Bennour,Saniat Berguig,32.69118,-8.608288
Casablanca-Settat,Sidi Bennour,Sebt Saiss,32.772048,-8.631949
Casablanca-Settat,Sidi Bennour,Sidi Bennour,32.654958,-8.429239
Casablanca-Settat,Sidi Bennour,Sidi M'Hamed Akhdim,32.802487,-8.758063
Casablanca-Settat,Sidi Bennour,Sidi Smaïl,32.883055,-8.540314
Casablanca-Settat,Sidi Bennour,Zaouiat Lakouacem,32.912464,-8.316609
Casablanca-Settat,Sidi Bennour,Zaouiat Saiss,32.845719,-8.636333
Casablanca-Settat,Sidi Bennour,Zemamra,32.616758,-8.699781
Dakhla-Oued Ed-Dahab,Aousserd,Aghouinite,22.472411,-13.732572
Dakhla-Oued Ed-Dahab,Aousserd,Aousserd,22.715409,-14.634455
Dakhla-Oued Ed-Dahab,Aousserd,Gleibat El Foula,23.358259,-13.764395
Dakhla-Oued Ed-Dahab,Aousserd,Mijik,23.770687,-12.696502
Dakhla-Oued Ed-Dahab,Aousserd,Oum Dreyga,24.08394,-13.487122
Dakhla-Oued Ed-Dahab,Aousserd,Tichla,21.814214,-15.108716
Dakhla-Oued Ed-Dahab,Aousserd,Zoug,21.777419,-13.8626
Dakhla-Oued Ed-Dahab,Oued Ed-Dahab,Bir Anzarane,24.118904,-14.740117
Dakhla-Oued Ed-Dahab,Oued Ed-Dahab,Bir Gandouz,21.835238,-16.375022
Dakhla-Oued Ed-Dahab,Oued Ed-Dahab,Dakhla,23.723184,-15.945489
Dakhla-Oued Ed-Dahab,Oued Ed-Dahab,El Argoub,23.751719,-15.248627
Dakhla-Oued Ed-Dahab,Oued Ed-Dahab,Imlili,22.663676,-15.746035
Drâa-Tafilalet,Errachidia,Aarab Sebbah Gheris,31.417241,-4.423419
Drâa-Tafilalet,Errachidia,Aarab Sebbah Ziz,31.487229,-3.994553
Drâa-Tafilalet,Errachidia,Amellagou,32.023269,-4.936591
Drâa-Tafilalet,Errachidia,Aoufous,31.730461,-4.132452
Drâa-Tafilalet,Errachidia,Aïn Chouater,31.855665,-3.050445
Drâa-Tafilalet,Errachidia,Bni M'Hamed Sijelmassa,31.225717,-4.221155
Drâa-Tafilalet,Errachidia,Bni Tadjite,32.331829,-3.363171
Drâa-Tafilalet,Errachidia,Boudnib,31.950518,-3.607431
Drâa-Tafilalet,Errachidia,Chorfa M'Daghra,31.857112,-4.195746
Drâa-Tafilalet,Errachidia,Er-Rich,32.261007,-4.494269
Drâa-Tafilalet,Errachidia,Er-Rissani,31.262379,-4.113117
Drâa-Tafilalet,Errachidia,Er-Rteb,31.613333,-4.231026
Drâa-Tafilalet,Errachidia,Erfoud,31.432909,-4.234919
Drâa-Tafilalet,Errachidia,Errachidia,31.930158,-4.435441
Drâa-Tafilalet,Errachidia,Es-Sfalat,31.236284,-4.289519
Drâa-Tafilalet,Errachidia,Es-Sifa,31.32865,-4.30896
Drâa-Tafilalet,Errachidia,Fezna,31.560007,-4.538574
Drâa-Tafilalet,Errachidia,Gheris El Ouloui,31.728788,-4.942171
Drâa-Tafilalet,Errachidia,Gheris Es-Soufli,31.699471,-4.829433
Drâa-Tafilalet,Errachidia,Goulmima,31.684426,-4.949415
Drâa-Tafilalet,Errachidia,Gourrama,32.419876,-4.129542
Drâa-Tafilalet,Errachidia,Guers Tiaallaline,32.22165,-4.431756
Drâa-Tafilalet,Errachidia,Guir,32.309007,-3.987665
Drâa-Tafilalet,Errachidia,Jorf,31.487858,-4.40127
Drâa-Tafilalet,Errachidia,Lkheng,31.927618,-4.366079
Drâa-Tafilalet,Errachidia,M'Zizel,32.171033,-4.710853
Drâa-Tafilalet,Errachidia,Melaab,31.47682,-4.743048
Drâa-Tafilalet,Errachidia,Moulay Ali Chérif,31.27965,-4.266259
Drâa-Tafilalet,Errachidia,Oued Naam,31.894106,-3.615307
Drâa-Tafilalet,Errachidia,Tadighoust,31.897371,-4.844202
Drâa-Tafilalet,Errachidia,Talsint,32.647527,-3.488274
Drâa-Tafilalet,Errachidia,Taouz,30.862835,-4.019383
Drâa-Tafilalet,Midelt,Agoudim,32.376137,-5.036019
Drâa-Tafilalet,Midelt,Ait Ayach,32.688765,-4.930323
Drâa-Tafilalet,Midelt,Ait Izdeg,32.648649,-4.744624
Drâa-Tafilalet,Midelt,Ait Yahya,32.252935,-5.175913
Drâa-Tafilalet,Midelt,Amersid,32.678844,-4.487887
Drâa-Tafilalet,Midelt,Amouguer,32.26753,-4.91284
Drâa-Tafilalet,Midelt,Boumerieme,32.823696,-3.653793
Drâa-Tafilalet,Midelt,Boumia,32.676453,-5.138269
Drâa-Tafilalet,Midelt,En-nzala,32.45544,-4.373512
Drâa-Tafilalet,Midelt,Ksabi Moulouya,32.79442,-4.270934
Drâa-Tafilalet,Midelt,Mibladen,32.789247,-4.586149
Drâa-Tafilalet,Midelt,Midelt,32.685213,-4.74015
Drâa-Tafilalet,Midelt,Ouizeght,32.83799,-4.050152
Drâa-Tafilalet,Midelt,Sidi Aayad,32.312188,-4.631209
Drâa-Tafilalet,Midelt,Tanourdi,32.818663,-5.149235
Drâa-Tafilalet,Midelt,Tounfit,32.477539,-5.13702
Drâa-Tafilalet,Midelt,Zaouiat Sidi Hamza,32.442134,-4.747894
Drâa-Tafilalet,Midelt,Zaïda,32.801918,-4.876291
Drâa-Tafilalet,Ouarzazate,Afella N'Dra,30.807946,-6.507592
Drâa-Tafilalet,Ouarzazate,Afra,30.807318,-6.278328
Drâa-Tafilalet,Ouarzazate,Agdz,30.700772,-6.472104
Drâa-Tafilalet,Ouarzazate,Ait Oumdis,31.489372,-7.075358
Drâa-Tafilalet,Ouarzazate,Ait Zineb,30.999632,-7.124266
Drâa-Tafilalet,Ouarzazate,Allougoum,29.955454,-6.824971
Drâa-Tafilalet,Ouarzazate,Amerzgane,30.958967,-7.278353
Drâa-Tafilalet,Ouarzazate,Assaisse,30.568617,-7.624178
Drâa-Tafilalet,Ouarzazate,Foum Zguid,29.999473,-6.951426
Drâa-Tafilalet,Ouarzazate,Ghassate,31.157518,-6.850431
Drâa-Tafilalet,Ouarzazate,Idelsane,30.925068,-6.596215
Drâa-Tafilalet,Ouarzazate,Ighrem N'Ougdal,31.186435,-7.412208
Drâa-Tafilalet,Ouarzazate,Mezguita,30.68535,-6.372154
Drâa-Tafilalet,Ouarzazate,Ouarzazate,30.932394,-6.930225
Drâa-Tafilalet,Ouarzazate,Ouisselsate,30.514843,-7.185257
Drâa-Tafilalet,Ouarzazate,Siroua,30.722151,-7.346148
Drâa-Tafilalet,Ouarzazate,Skoura Ahl El Oust,31.049956,-6.491986
Drâa-Tafilalet,Ouarzazate,Tansifte,30.64557,-6.639782
Drâa-Tafilalet,Ouarzazate,Tarmigt,30.854125,-6.907093
Drâa-Tafilalet,Ouarzazate,Taznakht,30.568624,-7.193642
Drâa-Tafilalet,Ouarzazate,Tlite,30.170091,-7.096678
