rang,Commune,Province,n_cas,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct,DECISION_HUMAINE
486,tarmoucht,Tinghir,2,Bou Azmou,0.444,Tabaroucht,0.842,Béni Mellal,76.34096839663671,
487,tasouit,Tinghir,2,Assoul,0.615,Tarsouat,0.8,Chtouka-Aït Baha,76.39895621919396,
488,tlat boubker,Driouch,2,Oulad Boubker,0.8,Oulad Boubker,0.8,Driouch,76.45694404175123,
489,tissli,Tinghir,2,Tilmi,0.727,Tissint,0.769,Tata,76.5149318643085,
490,tazzakht,Tinghir,2,Outerbat,0.375,Taznakht,0.875,Ouarzazate,76.57291968686576,
491,tibihite,Béni Mellal,2,Tilougguite,0.526,Tighirt,0.667,Tiznit,76.63090750942303,
492,tigoudar,Essaouira,2,Lagdadra,0.5,Tigouga,0.8,Taroudant,76.68889533198029,
493,tisli,Tinghir,1,Tilmi,0.8,Tisqi,0.8,Azilal,76.71788924325891,
494,tighmatine,Tinghir,1,Tilmi,0.533,Tighmi,0.75,Tiznit,76.74688315453754,
495,tazintest,Taroudant,1,Tizi N'Test,0.8,Tizi N'Test,0.8,Taroudant,76.77587706581618,
496,tazakhte,Tinghir,1,Taghzoute N'Ait Atta,0.357,Taznakht,0.875,Ouarzazate,76.80487097709481,
497,A s s charkia,Tinghir,1,Ait Sedrate Sahl Charkia,0.703,Ait Sedrate Sahl Charkia,0.703,Tinghir,76.83386488837344,
498,"A, Mediona A ,Medoina",Taounate,1,Ain Mediouna,0.545,Ain Mediouna,0.545,Taounate,76.86285879965207,
499,sidi A Tadeli,Sefrou,1,Ahl Sidi Lahcen,0.5,Sidi Al Kamel,0.769,Sidi Slimane,76.8918527109307,
500,sidi A Tadeli Lalal yaza,Sefrou,1,Dar El Hamra,0.389,Sidi Allal Tazi,0.667,Kénitra,76.92084662220934,
501,sidi ahmed hamed,Essaouira,1,Sidi H'Mad Ou Hamed,0.743,Sidi H'Mad Ou Hamed,0.743,Essaouira,76.94984053348797,
502,sidi ahmed tadli,Meknès,1,Oued Jdida,0.308,Sidi Ahmed El Khadir,0.778,El Kelâa des Sraghna,76.9788344447666,
503,sidi kamel,Larache,1,Sidi Lyamani,0.636,Sidi Al Kamel,0.87,Sidi Slimane,77.00782835604522,
504,"sidi med b,lahcen",Taounate,1,Sidi M'Hamed Ben Lahcen,0.8,Sidi M'Hamed Ben Lahcen,0.8,Taounate,77.03682226732386,
505,takkad,Chtouka-Aït Baha,1,Tabia,0.545,Akka,0.8,Tata,77.06581617860249,
506,tamlalte,Tinghir,1,Imilchil,0.375,Tamallalt,0.824,El Kelâa des Sraghna,77.09481008988112,
507,"A,Y,Ouali",Al Hoceïma,1,Rouadi,0.533,Oualili,0.625,Meknès,77.12380400115975,
508,"A,taourirt",Al Hoceïma,1,Arbaa Taourirt,0.75,Taourirt,0.889,Taourirt,77.15279791243839,
509,A. Taorirt,Al Hoceïma,1,Arbaa Taourirt,0.75,Taourirt,0.778,Taourirt,77.18179182371702,
510,A.D.C,Sidi Kacem,1,Sidi Kacem,0.267,Agdz,0.444,Ouarzazate,77.21078573499565,
511,A.Gdah,Taounate,1,Ain Legdah,0.625,Madagh,0.667,Berkane,77.23977964627429,
512,A.ali Youssef,Al Hoceïma,1,Aït Youssef Ou Ali,0.645,Oulad Ali Youssef,0.8,Boulemane,77.26877355755292,
513,Hay elyasmine,Sidi Kacem,1,Chbanate,0.286,Ras El Ain,0.609,Youssoufia,77.29776746883155,
514,Hay hassani,Al Haouz,1,Assaki,0.588,Bni Hassane,0.636,Azilal,77.32676138011017,
515,Hay khatabi rue 4 n°32,Nador,1,Hassi Berkane,0.353,Al Kharroub,0.375,Tétouan,77.3557552913888,
516,Hdida,Tinghir,1,Tinejdad,0.462,Haddada,0.667,Kénitra,77.38474920266744,
517,Hed Mssila,Taza,1,Msila,0.667,H'Ssyia,0.706,Zagora,77.41374311394607,
518,Hey Mohammadi,Béni Mellal,1,Sidi Hammadi,0.64,Mohammédia,0.696,Mohammedia,77.4427370252247,
519,Hidar,Driouch,1,Midar,0.8,Midar,0.8,Driouch,77.47173093650333,
520,Hk,Sidi Kacem,1,Tekna,0.286,Chbika,0.5,Tan-Tan,77.50072484778197,
521,Hkmiss,Tinghir,1,M'Ssici,0.462,Khémisset,0.667,Khemisset,77.5297187590606,
522,Hmer Iglalcha,Taroudant,1,Ahmar Laglalcha,0.786,Ahmar Laglalcha,0.786,Taroudant,77.55871267033923,
523,Hors Province,Settat,1,Ras Al Ain,0.435,Sid Zouine,0.348,Marrakech,77.58770658161787,
524,Houara od rahou,Taza,1,Oulad Bourima,0.5,Houara Oulad Raho,0.875,Guercif,77.6167004928965,
525,Houciema,Al Hoceïma,1,Al Hoceïma,0.667,Haouzia,0.667,El Jadida,77.64569440417512,
526,Idaouguelloule,Essaouira,1,Sidi El Jazouli,0.483,Ida Ou Guelloul,0.897,Agadir-Ida Ou Tanane,77.67468831545375,
527,Idaouzemzeme,Essaouira,1,Ida Ou Aazza,0.583,Ida Ou Moumen,0.64,Taroudant,77.70368222673238,
528,Idaouzemzème,Essaouira,1,Ida Ou Aazza,0.583,Ida Ou Moumen,0.64,Taroudant,77.73267613801102,
529,Jiha-Soufla,Taounate,1,Thar Es-Souk,0.522,Toudgha Essoufla,0.667,Tinghir,77.76167004928965,
530,Ighrmloulne,Tinghir,1,Aghbalou N'Kerdous,0.483,Tighedouine,0.636,Al Haouz,77.79066396056828,
531,Ihchach,Essaouira,1,El Hanchane,0.444,Tichla,0.615,Aousserd,77.81965787184691,
532,Ihoudjine,Azilal,1,Imi N'Oulaoune,0.435,Bigoudine,0.778,Taroudant,77.84865178312555,
533,Ihoudjjine,Azilal,1,Imi N'Oulaoune,0.417,Bigoudine,0.737,Taroudant,77.87764569440418,
534,Ijfi,Driouch,1,Ifarni,0.6,Tifni,0.667,Azilal,77.90663960568281,
535,Ikhourba,Béni Mellal,1,Boutferda,0.471,Khouribga,0.824,Khouribga,77.93563351696143,
536,Imgharne,Ouarzazate,1,Idelsane,0.5,Ighzrane,0.75,Taza,77.96462742824006,
537,Imgoune,Taroudant,1,Bigoudine,0.75,Imsouane,0.8,Agadir-Ida Ou Tanane,77.9936213395187,
538,Imouzar Kendr,Sefrou,1,Imouzzer Kandar,0.786,Imouzzer Kandar,0.786,Sefrou,78.02261525079733,
539,Hay Maurice,Inezgane-Aït Melloul,1,Ait Melloul,0.364,Ait Ouribel,0.545,Khemisset,78.05160916207596,
540,Hay Mohammadi,Béni Mellal,1,Sidi Hammadi,0.64,Mohammédia,0.696,Mohammedia,78.0806030733546,
541,Hay Salam,Meknès,1,Ait Yaazem,0.526,Had Soualem,0.7,Nouaceur,78.10959698463323,
542,Hay Sidi Daoud,Inezgane-Aït Melloul,1,Oulad Dahou,0.56,Ait Sidi Daoud,0.857,Marrakech,78.13859089591186,
543,Hay Taslouine,Agadir-Ida Ou Tanane,1,Imsouane,0.476,Taliouine,0.727,Tata,78.1675848071905,
544,Hay eljadid,Larache,1,Bahhara Oulad Ayad,0.483,El Jadida,0.7,El Jadida,78.19657871846913,
545,Hana,El Kelâa des Sraghna,1,Hiadna,0.8,Hiadna,0.8,El Kelâa des Sraghna,78.22557262974776,
546,Haouara,Taza,1,Maghraoua,0.625,Laouamra,0.8,Larache,78.25456654102638,
547,Haoura,Guercif,1,Bouchaouene,0.471,Harhoura,0.857,Skhirate-Témara,78.28356045230501,
548,Hay Alfarah Im 14 N°5,Agadir-Ida Ou Tanane,1,Ait Aissi Ihahane,0.216,Moulay Brahim,0.485,Al Haouz,78.31255436358364,
549,Hay Jadid,Sidi Kacem,1,Ain Jemaa,0.444,El Jadida,0.667,El Jadida,78.34154827486228,
550,Hay Korsi Rue Almasjid,Taroudant,1,Sidi Abdellah Ou Said,0.419,Ksar al Majaz,0.457,Fahs-Anjra,78.37054218614091,
551,Imzilne,Tinghir,1,Imider,0.615,Idmine,0.769,Agadir-Ida Ou Tanane,78.39953609741954,
552,Irguita,Taroudant,1,Igli,0.545,Tizguite,0.667,Ifrane,78.42853000869817,
553,Issakssi,Azilal,1,Tisqi,0.462,Isseksi,0.8,Béni Mellal,78.45752391997681,
554,Iwareden,Azilal,1,Aït Majden,0.556,Mibladen,0.625,Midelt,78.48651783125544,
555,Jabriénne,Ouezzane,1,Aïn Béida,0.333,Jabria,0.667,Sidi Bennour,78.51551174253407,
556,Jamaat Lamrasla,Safi,1,Lamrasla,0.696,Lamrasla,0.696,Safi,78.5445056538127,
557,Jamat sidi ghayat,Al Haouz,1,Sidi Badhaj,0.5,Zaouiat Sidi Hamza,0.686,Midelt,78.57349956509132,
558,Jemeât old mimoun,Moulay Yacoub,1,Oulad Mimoun,0.621,Oulad Mimoun,0.621,Moulay Yacoub,78.60249347636996,
559,Jerf lmlha,Sidi Kacem,1,Ain Jemaa,0.421,Jorf El Melha,0.783,Ouezzane,78.63148738764859,
560,Jida,Tinghir,1,Tinejdad,0.5,Jaidate,0.727,Marrakech,78.66048129892722,
561,Jnan Ward,Fès,1,Ain Kansra,0.421,Ain Harrouda,0.571,Médiouna,78.68947521020586,
562,Jnan kastiyine,Larache,1,Ksar el-Kebir,0.296,Mrhassiyine,0.56,Meknès,78.71846912148449,
563,Jnan nokbi,Fès,1,Ain Bida,0.556,Jnane Bouih,0.667,Youssoufia,78.74746303276312,
564,K.Tadla,Béni Mellal,1,Kasba Tadla,0.667,Tamda,0.667,Rehamna,78.77645694404175,
565,K_Ba_Mohamed,Taounate,1,Sidi Haj M’hamed,0.519,Karia Ba Mohamed,0.714,Moulay Yacoub,78.80545085532039,
566,Kaa Assrass,Chefchaouen,1,Al Hamra,0.421,Assaisse,0.632,Ouarzazate,78.83444476659902,
567,Kalaa Magoune,Ouarzazate,1,Amerzgane,0.364,Kalaat M'Gouna,0.815,Tinghir,78.86343867787764,
568,Kalaa Sraghna,El Kelâa des Sraghna,1,El Kelâat Es-Sraghna,0.727,El Kelâat Es-Sraghna,0.727,El Kelâa des Sraghna,78.89243258915627,
569,Kalaa-Ourache,Taounate,1,Abdelghaya Souahel,0.645,Larache,0.7,Larache,78.9214265004349,
570,Karoil,Azilal,1,Azilal,0.5,Martil,0.667,Tétouan,78.95042041171354,
571,Hachane,Essaouira,1,El Hanchane,0.778,El Hanchane,0.778,Essaouira,78.97941432299217,
572,Had Sidi Abdellah,Rehamna,1,Sidi Abdallah,0.8,Sidi Abdallah,0.8,Rehamna,79.0084082342708,
573,Had msila,Taza,1,Msila,0.714,Msila,0.714,Taza,79.03740214554944,
574,Hal Merbea,Fquih Ben Salah,1,Hel Merbaa,0.8,Hel Merbaa,0.8,Fquih Ben Salah,79.06639605682807,
575,Hamd,Tinghir,1,Imider,0.4,Tamda,0.667,Rehamna,79.0953899681067,
576,Hamria,Taounate,1,Zarkat,0.5,Lamrija,0.769,Guercif,79.12438387938533,
577,Guéliz,Al Hoceïma,1,Targuist,0.429,Guelmim,0.769,Guelmim,79.15337779066397,
578,Guéliz,Taza,1,Oued Amlil,0.5,Guelmim,0.769,Guelmim,79.18237170194259,
579,H.Mohamadi,Béni Mellal,1,Sidi Hammadi,0.545,Mohammédia,0.7,Mohammedia,79.21136561322122,
580,H.Mohmadi,Béni Mellal,1,Sidi Hammadi,0.571,Mohammédia,0.632,Mohammedia,79.24035952449985,
581,Karouel,Azilal,1,Taounza,0.429,Tazroute,0.667,Chefchaouen,79.26935343577848,
582,Kcebia,Sidi Slimane,1,Kceibya,0.769,Kceibya,0.769,Sidi Slimane,79.29834734705712,
583,Kebdani,Nador,1,Iksane,0.462,Dar El Kebdani,0.667,Driouch,79.32734125833575,
584,"Kelaat M,",Tinghir,1,Kalaat M'Gouna,0.609,Kalaat M'Gouna,0.609,Tinghir,79.35633516961438,
585,Khandak Zeboua,Tétouan,1,Al Kharroub,0.4,Had Boumoussa,0.593,Fquih Ben Salah,79.38532908089302,
586,Kharba,Chtouka-Aït Baha,1,Tabia,0.545,Hrara,0.727,Safi,79.41432299217165,
587,Khmalca,Taounate,1,Khlalfa,0.714,Khlalfa,0.714,Taounate,79.44331690345028,
588,Khmis Anjra,Fahs-Anjra,1,Anjra,0.625,Khmis Ksiba,0.636,Rehamna,79.47231081472891,
589,Khmiss AitAmira,Chtouka-Aït Baha,1,Ait Mzal,0.348,Ait Amira,0.667,Inezgane-Aït Melloul,79.50130472600753,
590,Khmiss Anjra,Chefchaouen,1,Bni Mansour,0.348,Kissane,0.632,Taounate,79.53029863728617,
591,Khmiss anjra,Fahs-Anjra,1,Anjra,0.588,Kissane,0.632,Taounate,79.5592925485648,
592,Kmis Anjra,Fahs-Anjra,1,Anjra,0.667,Anjra,0.667,Fahs-Anjra,79.58828645984343,
593,Foum Anseur,Béni Mellal,1,Foum El Anceur,0.8,Foum El Anceur,0.8,Béni Mellal,79.61728037112206,
594,Foum anseur,Béni Mellal,1,Foum El Anceur,0.8,Foum El Anceur,0.8,Béni Mellal,79.6462742824007,
595,Fraoua,Sidi Kacem,1,Zirara,0.5,Arbaoua,0.769,Larache,79.67526819367933,
596,Ghafsey,Taounate,1,Ghafsai,0.714,Ghafsai,0.714,Taounate,79.70426210495796,
597,Ghiyata gharb,Taza,1,Ghiata Al Gharbia,0.8,Ghiata Al Gharbia,0.8,Taza,79.7332560162366,
598,Kssibat,Chefchaouen,1,Tassift,0.571,Khmis Ksiba,0.667,Rehamna,79.76224992751523,
599,Kssibiya,Sidi Kacem,1,Sidi Kacem,0.444,Kceibya,0.667,Sidi Slimane,79.79124383879385,
600,L Foukani,Driouch,1,Ifarni,0.533,El Gouraani,0.7,Youssoufia,79.82023775007248,
601,L'Habita,Sefrou,1,Dar El Hamra,0.5,Lgharbia,0.75,Sidi Bennour,79.84923166135111,
602,Laabiate,Sidi Slimane,1,Nouirate,0.5,Laaouinate,0.778,Jerada,79.87822557262974,
603,Laai chikh,Nador,1,Beni Chiker,0.571,Zaouiat Cheikh,0.667,Khénifra,79.90721948390838,
604,Laari Chikh,Taounate,1,Aïn Aïcha,0.5,Zaouiat Cheikh,0.64,Khénifra,79.93621339518701,
605,Gourziana,Taounate,1,Ourtzagh,0.588,Ourdana,0.75,Driouch,79.96520730646564,
606,Gueldaman,Taza,1,Galdamane,0.778,Galdamane,0.778,Taza,79.99420121774428,
607,Guèliz,Al Haouz,1,Iguidi,0.5,Guelmim,0.769,Guelmim,80.02319512902291,
608,Guéliz,Al Haouz,1,Iguidi,0.5,Guelmim,0.769,Guelmim,80.05218904030154,
609,M bekay,Sefrou,1,Imouzzer Kandar,0.364,M'Haya,0.615,Moulay Yacoub,80.08118295158017,
610,M'Hannech,Tétouan,1,Mallalienne,0.5,M'Hajer,0.625,Driouch,80.1101768628588,
611,M'Hirija,Guercif,1,Lamrija,0.667,Merija,0.714,Jerada,80.13917077413743,
612,M'Sasa,Taounate,1,Messassa,0.714,M'Saada,0.769,Sidi Slimane,80.16816468541606,
613,M'sasa,Taounate,1,Messassa,0.714,M'Saada,0.769,Sidi Slimane,80.19715859669469,
614,Laayayta,Béni Mellal,1,Kasba Tadla,0.211,Oulad Ayyad,0.526,Sefrou,80.22615250797332,
615,Laazib,Taroudant,1,Lamhadi,0.615,Melaab,0.667,Errachidia,80.25514641925196,
616,Labita od said,Settat,1,Oulad Saïd,0.667,Ait Said,0.727,Essaouira,80.28414033053059,
617,Lakrakra,Settat,1,Lahouaza,0.5,Laqraqra,0.75,Fquih Ben Salah,80.31313424180922,
618,Lakrimat,Essaouira,1,Korimate,0.75,Korimate,0.75,Essaouira,80.34212815308786,
619,Lalla Aicha,Ouezzane,1,Lamrabih,0.526,Laagagcha,0.7,Sidi Bennour,80.37112206436649,
620,Lalla aicha,Ouezzane,1,Lamrabih,0.526,Laagagcha,0.7,Sidi Bennour,80.40011597564512,
621,Lari Chiekh,Nador,1,Beni Chiker,0.545,Larache,0.667,Larache,80.42910988692374,
622,Lbour,Tinghir,1,Outerbat,0.462,Bourd,0.8,Al Hoceïma,80.45810379820237,
623,Far,Tinghir,1,Aït Elfarsi,0.429,Ifarni,0.667,Driouch,80.487097709481,
624,Fokra,Settat,1,Mzoura,0.545,Boukraa,0.667,Laâyoune,80.51609162075964,
625,Elkodia,Taroudant,1,El Koudia El Beida,0.56,El Ksiba,0.667,Béni Mellal,80.54508553203827,
626,Eloualja,Taounate,1,Khlalfa,0.533,Loulja,0.857,Fès,80.5740794433169,
627,Elqods,Guelmim,1,Guelmim,0.308,Loulad,0.5,Khouribga,80.60307335459554,
628,Elwafae,Larache,1,Larache,0.143,Selfat,0.615,Sidi Kacem,80.63206726587417,
629,Ennakhil,Chichaoua,1,Ahdil,0.615,Ben Khlil,0.706,Tan-Tan,80.6610611771528,
630,Ennakhil,Ouarzazate,1,Taznakht,0.5,Ben Khlil,0.706,Tan-Tan,80.69005508843144,
631,Ess ville,Essaouira,1,Essaouira,0.444,Guers Tiaallaline,0.538,Errachidia,80.71904899971005,
632,F.B.Salah,Fquih Ben Salah,1,Fkih Ben Salah,0.609,Bni Salah,0.667,Chefchaouen,80.74804291098869,
633,Fahs Anjra,Fahs-Anjra,1,Anjra,0.667,Lahsasna,0.667,Berrechid,80.77703682226732,
634,Fahs anjra,Fahs-Anjra,1,Anjra,0.667,Lahsasna,0.667,Berrechid,80.80603073354595,
635,Lemzar,Zagora,1,Zagora,0.5,Témara,0.667,Skhirate-Témara,80.83502464482459,
636,Lhote,Tinghir,1,Outerbat,0.462,Tlite,0.6,Ouarzazate,80.86401855610322,
637,Lhotte,Tinghir,1,Outerbat,0.429,Hattane,0.615,Khouribga,80.89301246738185,
638,Lmzam*,Azilal,1,Ait M'Hamed,0.353,Mazguitam,0.533,Guercif,80.92200637866048,
639,Lmzem,El Kelâa des Sraghna,1,Zemrane,0.5,Talzemt,0.667,Boulemane,80.95100028993912,
640,M Bakay,Sefrou,1,Matmata,0.429,M'Haya,0.615,Moulay Yacoub,80.97999420121775,
641,Mbarek El Bakay,Sefrou,1,Dar El Hamra,0.593,Dar El Hamra,0.593,Sefrou,81.00898811249638,
642,Mbarek bakay,Sefrou,1,Mtarnagha,0.476,Al Barkanyene,0.48,Berkane,81.037982023775,
643,"M, Bakay",Sefrou,1,Matmata,0.4,M'Haya,0.571,Moulay Yacoub,81.06697593505363,
644,"M,Bouchta M,Bouchta",Taounate,1,Bouhouda,0.519,Bouabout,0.593,Chichaoua,81.09596984633227,
645,M/bouchta,Taounate,1,Bni Bouchibet,0.636,Moulay Bouchta,0.783,Moulay Yacoub,81.1249637576109,
646,Maayach,Tinghir,1,Imilchil,0.4,Ayacha,0.769,Larache,81.15395766888953,
647,Machouar,Al Haouz,1,Aghouatim,0.588,Mançoura,0.75,Taounate,81.18295158016817,
648,Machouar,Tinghir,1,Assoul,0.429,Mançoura,0.75,Taounate,81.2119454914468,
649,Mahrek Melak,Settat,1,Ain Blal,0.4,Machraa El Ain,0.615,Taroudant,81.24093940272543,
650,Maimouna,Kénitra,1,Ait Malek,0.235,Médiouna,0.75,Nouaceur,81.26993331400406,
651,Maksouline,Al Hoceïma,1,Tifarouine,0.6,Bni Gmil Maksouline,0.69,Taounate,81.2989272252827,
652,Malhart,Settat,1,Mniaa,0.5,Al Hamra,0.667,Chefchaouen,81.32792113656132,
653,Mallaha,Settat,1,Lahouaza,0.533,Tamallalt,0.625,El Kelâa des Sraghna,81.35691504783995,
654,Mallaha centre,Settat,1,Machraa Ben Abbou,0.452,Mallalienne,0.64,Tétouan,81.38590895911858,
655,Elguenzra,Khemisset,1,El Kansera,0.526,El Guerdane,0.6,Taroudant,81.41490287039721,
656,Elhajeb II,El Hajeb,1,El Hajeb,0.778,El Hajeb,0.778,El Hajeb,81.44389678167585,
657,Dr Zhair Bouata,Sidi Kacem,1,Zirara,0.476,Dar Bouazza,0.692,Casablanca,81.47289069295448,
658,Dr lagraa,Rehamna,1,Sidi Ali Labrahla,0.538,Dar Jamaa,0.667,Al Haouz,81.50188460423311,
659,Ehahane,Essaouira,1,El Hanchane,0.778,Zeghanghane,0.778,Nador,81.53087851551174,
660,El Bassatine,Meknès,1,Mrhassiyine,0.522,El Bibane,0.667,Taounate,81.55987242679038,
661,El Hana,El Kelâa des Sraghna,1,El Aamria,0.625,El Hanchane,0.778,Essaouira,81.58886633806901,
662,El Qods,El Kelâa des Sraghna,1,El Marbouh,0.471,El Mers,0.571,Boulemane,81.61786024934764,
663,El Yasmine,Sidi Kacem,1,Ain Jemaa,0.421,Lahsinate,0.632,Essaouira,81.64685416062626,
664,El bahri,Nador,1,Al Aroui,0.625,El Aamria,0.706,El Kelâa des Sraghna,81.6758480719049,
665,El wahda,Taza,1,Outat El Haj,0.4,Lahdar,0.714,Youssoufia,81.70484198318353,
666,Marenniene,Fès,1,Louadaine,0.421,Bni Marghnine,0.609,Driouch,81.73383589446216,
667,Marjane,Boulemane,1,Boulemane,0.5,Zemrane,0.714,El Kelâa des Sraghna,81.7628298057408,
668,Massira,Ouezzane,1,Masmouda,0.533,Massa,0.833,Tiznit,81.79182371701943,
669,Massira,Taza,1,Msila,0.667,Massa,0.833,Tiznit,81.82081762829806,
670,Massira 2,Béni Mellal,1,Kasba Tadla,0.4,Massa,0.714,Tiznit,81.84981153957669,
671,Massira 2,Taza,1,Msila,0.571,Massa,0.714,Tiznit,81.87880545085532,
672,Massira I,Taza,1,Msila,0.571,Massa,0.714,Tiznit,81.90779936213396,
673,Mestitef,Sidi Kacem,1,Selfat,0.286,Mesti,0.769,Sidi Ifni,81.93679327341259,
674,Mezdglia jorf,Sefrou,1,El Menzel,0.364,Mezguita,0.571,Ouarzazate,81.96578718469121,
675,Mbarek lbkay,Sefrou,1,Dar El Hamra,0.417,Majmaa Tolba,0.25,Khemisset,81.99478109596984,
676,Mdiq Fnideq,M'diq-Fnideq,1,Fnideq,0.706,Fnideq,0.706,M'diq-Fnideq,82.02377500724847,
677,Medina,Essaouira,1,Tafedna,0.615,Médiouna,0.857,Nouaceur,82.05276891852711,
678,Meghater,Larache,1,Sidi Mohamed Lahmar,0.37,Ghmate,0.714,Al Haouz,82.08176282980574,
679,Meghrawa,Taza,1,Maghraoua,0.706,Maghraoua,0.706,Taza,82.11075674108437,
680,Mellaha,Settat,1,Lahouaza,0.533,Melaab,0.769,Errachidia,82.139750652363,
681,Mellaha,Tétouan,1,Mallalienne,0.444,Melaab,0.769,Errachidia,82.16874456364164,
682,Mellala,Settat,1,Mniaa,0.5,Mellila,0.857,Benslimane,82.19773847492027,
683,Menara,Azilal,1,Demnate,0.462,Mnasra,0.833,Kénitra,82.2267323861989,
684,Menara,Boulemane,1,Ermila,0.333,Mnasra,0.833,Kénitra,82.25572629747752,
685,Douar tarouate,Ouezzane,1,Teroual,0.476,Ouarzazate,0.667,Ouarzazate,82.28472020875616,
686,Douar tiaret bni frassen,Taza,1,Oulad Chrif,0.343,Bni Frassen,0.629,Taounate,82.31371412003479,
687,Douar zrarda,Taounate,1,Oulad Daoud,0.522,Zrarda,0.667,Taza,82.34270803131342,
688,Dr Lamharig,Sidi Kacem,1,Zirara,0.353,Lamhara,0.667,Taroudant,82.37170194259205,
689,Douar Matil,Chichaoua,1,Oulad M'Rabet,0.583,Dar Jamaa,0.6,Al Haouz,82.40069585387069,
690,Douar Skhira moulay bouchta,Taounate,1,Bni Bouchibet,0.4,Moulay Bouchta,0.683,Moulay Yacoub,82.42968976514932,
691,"Douar Tahchoucht, Tamraght",Agadir-Ida Ou Tanane,1,Ida Ou Kazzou,0.308,Houara Oulad Raho,0.372,Guercif,82.45868367642795,
692,Douar ait ichout,Sefrou,1,Aït Seghrouchen,0.387,Ait Ichou,0.72,Khemisset,82.48767758770659,
693,Douar amghizide,Azilal,1,Zaouiat Ahansal,0.4,Oulad Amghar,0.593,Al Hoceïma,82.51667149898522,
694,Douar bni zgyiene,Taounate,1,Bni Rzine,0.615,Bni Rzine,0.615,Taounate,82.54566541026385,
695,Douar dar lakhchab,Moulay Yacoub,1,Bouchabel,0.444,Oued Lakhdar,0.6,El Kelâa des Sraghna,82.57465932154247,
696,Douar ouled salem ain gdah,Taounate,1,Oued Jemaa,0.5,Dar Oulad Zidouh,0.571,Fquih Ben Salah,82.6036532328211,
697,Douar sidi saoud,Taounate,1,Oulad Daoud,0.667,Ait Sidi Daoud,0.733,Marrakech,82.63264714409974,
698,Menara,El Kelâa des Sraghna,1,Lamharra,0.571,Mnasra,0.833,Kénitra,82.66164105537837,
699,Menara,Fquih Ben Salah,1,Hel Merbaa,0.5,Mnasra,0.833,Kénitra,82.690634966657,
700,Menara,Taounate,1,Mezraoua,0.571,Mnasra,0.833,Kénitra,82.71962887793563,
701,Menara,Tiznit,1,Massa,0.545,Mnasra,0.833,Kénitra,82.74862278921427,
702,Menzel,Sefrou,1,El Menzel,0.8,El Menzel,0.8,Sefrou,82.7776167004929,
703,Merna,Tinghir,1,Imider,0.545,Merija,0.727,Jerada,82.80661061177153,
704,Mesnana,Guercif,1,Saka,0.545,Meskala,0.714,Essaouira,82.83560452305016,
705,My abdellah cherif,Ouezzane,1,Moulay Abdelkader,0.629,Moulay Abdellah Amghar,0.7,El Jadida,82.8645984343288,
706,My driss,Meknès,1,Moulay Idriss Zarhoun,0.552,M'Diq,0.615,M'diq-Fnideq,82.89359234560742,
707,Mghassyne,Meknès,1,Mrhassiyine,0.8,Mrhassiyine,0.8,Meknès,82.92258625688605,
708,Mhamid 1 N°31,Al Haouz,1,Oukaimeden,0.273,M'Hamid El Ghizlane,0.581,Zagora,82.95158016816468,
709,Mly El Hassane,Tétouan,1,Mallalienne,0.4,Fam El Hisn,0.64,Assa-Zag,82.98057407944331,
710,Moujahidin,Ouezzane,1,Bou Jedyane,0.476,Mouarid,0.706,Chichaoua,83.00956799072195,
711,Mouklata,Tétouan,1,Oued Laou,0.471,Oulad Mtaa,0.667,Al Haouz,83.03856190200058,
712,Moulay Bouchebla,Taounate,1,Moulay Ahmed Cherif,0.571,Moulay Bouchta,0.867,Moulay Yacoub,83.06755581327921,
713,Mrabih,Sidi Kacem,1,Bab Tiouka,0.375,Lamrabih,0.857,Ouezzane,83.09654972455785,
714,Mtiwa,Chefchaouen,1,Amtar,0.6,Smià,0.667,Taza,83.12554363583648,
715,My AHMED CHRIF,Al Hoceïma,1,Bni Hadifa,0.417,Moulay Ahmed Cherif,0.848,Taounate,83.15453754711511,
716,Douar Elhomane,Inezgane-Aït Melloul,1,Ouad Essafa,0.48,Oulad El Garne,0.643,El Kelâa des Sraghna,83.18353145839373,
717,Douar Elmchaâ oudka,Taounate,1,Ras El Oued,0.533,Dar Chaoui,0.621,Tanger-Assilah,83.21252536967236,
718,Douar Ibzazn,Al Hoceïma,1,Rouadi,0.444,Ouarzazate,0.636,Ouarzazate,83.241519280951,
719,Douar Lazrak,Inezgane-Aït Melloul,1,Ouad Essafa,0.522,Dar El Hamra,0.667,Sefrou,83.27051319222963,
720,Douar Lhouari,Sidi Kacem,1,Oulad Nouel,0.5,Dar Chaoui,0.696,Tanger-Assilah,83.29950710350826,
721,Médina,Safi,1,Loualidia,0.4,Médiouna,0.857,Nouaceur,83.3285010147869,
722,"N 222,Hay Alfalah",Chtouka-Aït Baha,1,Ait Abdellah,0.483,Ait Harz Allah,0.581,El Hajeb,83.35749492606553,
723,Nkheila,Settat,1,Mniaa,0.5,N'khila,0.857,Khouribga,83.38648883734416,
724,N°114 H Biranzarane,Taroudant,1,Tinzart,0.4,Bir Anzarane,0.733,Oued Ed-Dahab,83.4154827486228,
725,"N°20, Rue 958,Hay Salam",Agadir-Ida Ou Tanane,1,Ait Aissi Ihahane,0.256,Oulad Slama,0.424,Kénitra,83.44447665990143,
