rang,Commune,Province,n_cas,suggestion_meme_province,score_meme_province,suggestion_globale,score_globale,province_suggestion_globale,cumsum_pct,DECISION_HUMAINE
242,Tibihite,Béni Mellal,3,Tilougguite,0.526,Tighirt,0.667,Tiznit,60.945201507683386,
243,Tighboula,Béni Mellal,3,Timoulilt,0.556,Tigouga,0.75,Taroudant,61.032183241519284,
244,Od Youssef,Settat,3,Guisser,0.471,Ouled Youssef,0.87,Fquih Ben Salah,61.119164975355176,
245,B.Abdellah,Al Hoceïma,3,Bni Abdellah,0.818,Bni Abdellah,0.818,Al Hoceïma,61.20614670919107,
246,Taddert,Guercif,3,Tissaf,0.308,Taddart,0.857,Taza,61.293128443026966,
247,boutaghrar,Tinghir,3,Outerbat,0.444,Boughriba,0.737,Berkane,61.38011017686286,
248,Ouizghet,Taounate,3,Ourtzagh,0.625,Ouizeght,0.875,Midelt,61.467091910698755,
249,Ait Tazarine,Tinghir,3,Aït Elfarsi,0.609,Tazarine,0.8,Taza,61.55407364453465,
250,Laanoucer,Sefrou,3,Laanoussar,0.737,Laanoussar,0.737,Sefrou,61.641055378370545,
251,Oued Laabid,Azilal,3,Agoudi N'Lkhair,0.538,Oued Naam,0.7,Errachidia,61.72803711220644,
252,Oulad L'Harti,Larache,3,Oulad Ouchih,0.64,Oulad Chrif,0.75,Taza,61.81501884604233,
253,Tassouite,Ouarzazate,3,Tansifte,0.706,Tassousfi,0.778,Tata,61.90200057987823,
254,Gouzat,Taza,3,El Gouzate,0.75,El Gouzate,0.75,Taza,61.98898231371412,
255,Ghorm el alam,Béni Mellal,3,Foum El Anceur,0.519,Sour El Aaz,0.667,El Kelâa des Sraghna,62.075964047550016,
256,Kebdani,Driouch,3,Dar El Kebdani,0.667,Dar El Kebdani,0.667,Driouch,62.16294578138591,
257,Barraca,Nador,3,Bouarg,0.462,Brachoua,0.667,Skhirate-Témara,62.249927515221806,
258,Slilou,Tinghir,3,Assoul,0.5,Smimou,0.667,Essaouira,62.3369092490577,
259,B.chiker,Nador,3,Beni Chiker,0.737,Beni Chiker,0.737,Nador,62.42389098289359,
260,Bab M'rouj,Taza,3,Bab Marzouka,0.727,Bab Marzouka,0.727,Taza,62.51087271672949,
261,B.ensar,Nador,3,Beni Ansar,0.706,Beni Ansar,0.706,Nador,62.59785445056538,
262,Si a ben brahim,Azilal,3,Aït Abbas,0.5,Si Hsaien Ben Abderrahmane,0.683,El Jadida,62.68483618440128,
263,ighrmloulne,Tinghir,3,Aghbalou N'Kerdous,0.483,Tighedouine,0.636,Al Haouz,62.77181791823717,
264,Senhaja,Sefrou,3,Dar El Hamra,0.421,Senada,0.769,Al Hoceïma,62.85879965207307,
265,R'Ghiwa,Taounate,3,Rghioua,0.714,Rghioua,0.714,Taounate,62.94578138590896,
266,Sidi ahmed tadli,Sefrou,3,Sidi Youssef Ben Ahmed,0.526,Sidi Ahmed El Khadir,0.778,El Kelâa des Sraghna,63.03276311974486,
267,Sekoura,Sefrou,3,Sefrou,0.615,Meskoura,0.8,Khouribga,63.11974485358075,
268,Beni Gorfat,Larache,3,Bni Garfett,0.727,Bni Garfett,0.727,Larache,63.20672658741664,
269,Ben cheikh,Al Haouz,3,Ouneine,0.353,Beni Chiker,0.762,Nador,63.29370832125254,
270,Rquen,Tinghir,3,Ikniouen,0.462,Tafraouten,0.533,Taroudant,63.38069005508843,
271,Sidi A Tadeli,Sefrou,3,Ahl Sidi Lahcen,0.5,Sidi Al Kamel,0.769,Sidi Slimane,63.46767178892433,
272,Sidi Ahmed Bouheddane,Ouezzane,3,Sidi Redouane,0.706,Sidi Ahmed Ou Amar,0.718,Taroudant,63.55465352276022,
273,Bouazier,Azilal,3,Bin El Ouidane,0.455,Bouarg,0.714,Nador,63.64163525659612,
274,tansgharte,Tinghir,3,Tinghir,0.588,Tamanarte,0.737,Assa-Zag,63.72861699043201,
275,Jiyarine,Taza,3,Barkine,0.667,Bni Yagrine,0.737,Settat,63.8155987242679,
276,segangan,Nador,3,Zeghanghane,0.737,Zeghanghane,0.737,Nador,63.9025804581038,
277,Jnan ward,Fès,3,Ain Kansra,0.421,Ain Harrouda,0.571,Médiouna,63.98956219193969,
278,S.Kacem,Sidi Kacem,3,Sidi Kacem,0.706,Sidi Kacem,0.706,Sidi Kacem,64.07654392577558,
279,Sais,Fès,3,Ain Kansra,0.429,Assais,0.8,Taroudant,64.16352565961148,
280,Safsaf,Sidi Kacem,3,Selfat,0.333,Sefsaf,0.833,Sidi Slimane,64.25050739344738,
281,S/R,Ouezzane,3,Sidi Bousber,0.4,Smara,0.5,Es-Semara,64.33748912728328,
282,Bouargane,Agadir-Ida Ou Tanane,3,Imsouane,0.588,Ouirgane,0.824,Al Haouz,64.42447086111916,
283,A h said,Tinghir,3,Ferkla Es-Soufla,0.417,Ait Said,0.75,Essaouira,64.51145259495506,
284,zte sidi kacem,Tétouan,3,Zaouiat Sidi Kacem,0.812,Sidi Kacem,0.833,Sidi Kacem,64.59843432879096,
285,wardana,Driouch,3,Ourdana,0.714,Argana,0.769,Taroudant,64.68541606262684,
286,zaouit nogart,Tinghir,2,Ait Ouassif,0.5,Zaouiat Saiss,0.615,Sidi Bennour,64.74340388518411,
287,zouagha,Fès,2,Louadaine,0.5,Ounagha,0.857,Essaouira,64.80139170774137,
288,A chefk,Al Haouz,2,Ahl Tifnoute,0.316,Ain Chkef,0.75,Fès,64.85937953029864,
289,"A, kansara",Moulay Yacoub,2,Laajajra,0.556,Ain Kansra,0.8,Fès,64.9173673528559,
290,sidi ahmed tadli,Sefrou,2,Sidi Youssef Ben Ahmed,0.526,Sidi Ahmed El Khadir,0.778,El Kelâa des Sraghna,64.97535517541316,
291,sidi h o hamd,Essaouira,2,Sidi H'Mad Ou Hamed,0.812,Sidi H'Mad Ou Hamed,0.812,Essaouira,65.03334299797042,
292,A H Said,Tinghir,2,Ferkla Es-Soufla,0.417,Ait Said,0.75,Essaouira,65.09133082052769,
293,Segangan,Nador,2,Zeghanghane,0.737,Zeghanghane,0.737,Nador,65.14931864308495,
294,Bni wanjel,Taounate,2,Bni Rzine,0.632,Bni Zrantel,0.762,Béni Mellal,65.20730646564222,
295,Bnisadden,Sefrou,2,Ahl Sidi Lahcen,0.333,Bni Said,0.706,Tétouan,65.26529428819948,
296,S.M.B.L,Taounate,2,Bouadel,0.286,Mibladen,0.4,Midelt,65.32328211075674,
297,S.Redouane,Sidi Kacem,2,Oulad Nouel,0.476,Sidi Redouane,0.783,Ouezzane,65.381269933314,
298,Sab,Azilal,2,Tabia,0.5,Sabbah,0.667,Skhirate-Témara,65.43925775587127,
299,Sab,Moulay Yacoub,2,Sidi El Abed,0.4,Sabbah,0.667,Skhirate-Témara,65.49724557842853,
300,S'Rima,Taounate,2,Rghioua,0.462,Rima,0.8,Settat,65.5552334009858,
301,"S,Fasma",Al Haouz,2,Sti Fadma,0.625,Sti Fadma,0.625,Al Haouz,65.61322122354305,
302,S-A-Ouhamd,Essaouira,2,Sidi H'Mad Ou Hamed,0.69,Sidi H'Mad Ou Hamed,0.69,Essaouira,65.67120904610032,
303,Ribat Elkher,Sefrou,2,Dar El Hamra,0.5,Mers El Kheir,0.64,Skhirate-Témara,65.72919686865758,
304,S A Hamd,Essaouira,2,Sidi H'Mad Ou Hamed,0.593,Ras Ain Rhamna,0.636,Marrakech,65.78718469121485,
305,"Sidi A,Tadli",Sefrou,2,Ahl Sidi Lahcen,0.444,Sidi Ali,0.8,Zagora,65.84517251377211,
306,Sidi Abdelaziz,Sidi Slimane,2,Sidi Al Kamel,0.593,Sidi Abdeljalil,0.828,Safi,65.90316033632936,
307,Bensergao,Agadir-Ida Ou Tanane,2,Idmine,0.133,El Kansera,0.632,Khemisset,65.96114815888663,
308,Bensergao,Ouarzazate,2,Amerzgane,0.444,El Kansera,0.632,Khemisset,66.0191359814439,
309,Bit Ghoulam,Taza,2,Tahla,0.5,Sebt Gzoula,0.727,Safi,66.07712380400116,
310,Sbab,Guercif,2,Assebbab,0.667,Assebbab,0.667,Guercif,66.13511162655843,
311,Sebab,Guercif,2,Assebbab,0.769,Assebbab,0.769,Guercif,66.19309944911569,
312,Bouhmed,Chefchaouen,2,Tabouda,0.571,Bouhmame,0.8,Sidi Bennour,66.25108727167294,
313,Boukora,Ouezzane,2,Bni Oual,0.533,Bouskoura,0.875,Nouaceur,66.30907509423021,
314,Boukorra,Ouezzane,2,Kalaat Booqorra,0.522,Bouskoura,0.824,Nouaceur,66.36706291678748,
315,Boukourra,Ouezzane,2,Kalaat Booqorra,0.5,Bouskoura,0.889,Nouaceur,66.42505073934474,
316,Qods,Taza,2,Oued Amlil,0.286,Adis,0.5,Tata,66.483038561902,
317,Qods1,Taza,2,Oued Amlil,0.267,Adis,0.444,Tata,66.54102638445926,
318,Ras Alam,Moulay Yacoub,2,Sebt Loudaya,0.2,Ras Al Ain,0.778,Settat,66.59901420701652,
319,RassLoued,Taounate,2,Ras El Oued,0.8,Ras El Oued,0.8,Taounate,66.65700202957379,
320,Oum bakht,Béni Mellal,2,Oulad M'Barek,0.636,Ait Oum El Bekht,0.64,Khénifra,66.71498985213105,
321,Ourbiâa,Béni Mellal,2,Naour,0.5,Ourika,0.769,Al Haouz,66.77297767468832,
322,Syba,Chichaoua,2,Saidate,0.364,Sbouya,0.6,Sidi Ifni,66.83096549724557,
323,Bencharrou,Béni Mellal,2,Naour,0.533,Ben Maachou,0.667,El Jadida,66.88895331980284,
324,Beni Gorfet,Larache,2,Bni Garfett,0.818,Bni Garfett,0.818,Larache,66.9469411423601,
325,Skhinat,Fès,2,Ain Bida,0.4,Skhirate,0.8,Skhirate-Témara,67.00492896491737,
326,Sgangan,Nador,2,Zeghanghane,0.667,Sgamna,0.769,Khouribga,67.06291678747463,
327,Barraka,Nador,2,Arekmane,0.4,Braksa,0.769,Khouribga,67.1209046100319,
328,Bel,Sidi Kacem,2,Selfat,0.444,Jbiel,0.75,El Kelâa des Sraghna,67.17889243258915,
329,Ben Yazgha,Sefrou,2,Mtarnagha,0.526,Beni Ftah,0.632,Taza,67.23688025514642,
330,Somâa,Béni Mellal,2,Oulad Gnaou,0.375,Smara,0.8,Es-Semara,67.29486807770368,
331,Souk laarbaa,Kénitra,2,Oulad Slama,0.522,Souk Tolba,0.727,Larache,67.35285590026095,
332,Taoujtat,El Hajeb,2,Agourai,0.533,Tazouta,0.8,Sefrou,67.41084372281821,
333,B.bouayach II,Al Hoceïma,2,Bni Bouayach,0.72,Bni Bouayach,0.72,Al Hoceïma,67.46883154537547,
334,B.hadifa,Al Hoceïma,2,Bni Hadifa,0.778,Bni Hadifa,0.778,Al Hoceïma,67.52681936793273,
335,Tabrkhachet,Tinghir,2,Souk Lakhmis Dades,0.345,Tabaroucht,0.667,Béni Mellal,67.58480719049,
336,Tadout,Boulemane,2,Talzemt,0.462,Tazouta,0.769,Sefrou,67.64279501304726,
337,Taglafte,Azilal,2,Tanant,0.571,Tagleft,0.8,Béni Mellal,67.70078283560453,
338,"Q,Industriel",Agadir-Ida Ou Tanane,2,Aqesri,0.444,Tindine,0.526,Taroudant,67.75877065816178,
339,Bouzemalne,Taza,2,Bouyablane,0.7,Boulemane,0.842,Boulemane,67.81675848071905,
340,B.Hmed,Chefchaouen,2,Bni Ahmed Gharbia,0.435,Ben Ahmed,0.667,Khouribga,67.87474630327631,
341,B.S. louta,Nador,2,Bni Sidel Louta,0.64,Louta,0.667,Al Hoceïma,67.93273412583358,
342,Tarmast,Fquih Ben Salah,2,Tachraft,0.667,Tarmigt,0.714,Ouarzazate,67.99072194839084,
343,Tasouit,Tinghir,2,Assoul,0.615,Tarsouat,0.8,Chtouka-Aït Baha,68.04870977094811,
344,Tessa,Taounate,2,Tissa,0.8,Tissa,0.8,Taounate,68.10669759350536,
345,Takerkouste,Al Haouz,2,Lalla Takarkoust,0.667,Tamegroute,0.762,Zagora,68.16468541606262,
346,Chouiter,Al Haouz,2,Tighedouine,0.526,Aïn Chouater,0.7,Errachidia,68.22267323861989,
347,Oulad-Tahar,Taounate,2,Oulad Daoud,0.636,Oulad Amghar,0.87,Al Hoceïma,68.28066106117716,
348,Ouled Boukhadou,Fquih Ben Salah,2,Ouled Bourahmoune,0.75,Oulad Boughadi,0.759,Khouribga,68.33864888373442,
349,Ouald Bder,Ouezzane,2,Moulay Abdelkader,0.593,Oulad Berhil,0.727,Taroudant,68.39663670629167,
350,Oued Romman,Meknès,2,Oued Jdida,0.571,Oued Ifrane,0.727,Khénifra,68.45462452884894,
351,Oued elabid,Azilal,2,Ouaoula,0.444,Oued Laou,0.7,Tétouan,68.5126123514062,
352,Ouidane,Al Haouz,2,Ouirgane,0.8,Al Ouidane,0.824,Marrakech,68.57060017396347,
353,B'sabsa,Taounate,2,El Bsabsa,0.75,El Bsabsa,0.75,Taounate,68.62858799652074,
354,"B,Ounjel",Taounate,2,Bouadel,0.667,Bouadel,0.667,Taounate,68.68657581907799,
355,B.Bch,Al Hoceïma,2,Bni Bouayach,0.471,Sabbah,0.545,Skhirate-Témara,68.74456364163525,
356,Timskalte,Tinghir,2,Tilmi,0.429,Takate,0.667,Essaouira,68.80255146419252,
357,B.Boufrah,Al Hoceïma,2,Bni Boufrah,0.8,Bni Boufrah,0.8,Al Hoceïma,68.86053928674978,
358,Cmsu,Agadir-Ida Ou Tanane,2,Imsouane,0.5,Missour,0.545,Boulemane,68.91852710930705,
359,Od Soltane,Sidi Kacem,2,Oulad Nouel,0.476,Dar Oum Soltane,0.72,Meknès,68.97651493186432,
360,Od Tahar,Taounate,2,Oued Jemaa,0.556,Oulad Amghar,0.7,Al Hoceïma,69.03450275442157,
361,Od Ziane,Fquih Ben Salah,2,Oulad Zmam,0.556,Ouled Zidane,0.8,Berrechid,69.09249057697883,
362,Oel Bousalham,Taounate,2,El Bsabsa,0.636,Moulay Bousselham,0.733,Larache,69.1504783995361,
363,Oled Bder,Ouezzane,2,Moulay Abdelkader,0.538,Ouled Zidane,0.667,Berrechid,69.20846622209336,
364,Od Barkate,Fquih Ben Salah,2,Ouled Bourahmoune,0.444,Oulad Amrane,0.636,Youssoufia,69.26645404465063,
365,Od Mbark,Béni Mellal,2,Oulad M'Barek,0.762,Oulad M'Barek,0.762,Béni Mellal,69.32444186720788,
366,Darksdani,Driouch,2,Dar El Kebdani,0.696,Dar El Kebdani,0.696,Driouch,69.38242968976515,
367,Dg,Sidi Kacem,2,Zaggota,0.222,Madagh,0.5,Berkane,69.44041751232241,
368,As s charkia,Tinghir,2,Ait Sedrate Sahl Charkia,0.611,Meknassa Acharqia,0.621,Taza,69.49840533487968,
369,Azlaf,Driouch,2,Tleta Azlef,0.5,Azla,0.889,Tétouan,69.55639315743694,
370,B S jbel,Nador,2,Bni Sidel Jbel,0.727,Bni Sidel Jbel,0.727,Nador,69.6143809799942,
371,Toufist,Al Hoceïma,2,Targuist,0.667,Tounfit,0.857,Midelt,69.67236880255146,
372,Z'Rizar,Taounate,2,Zrizer,0.769,Zrizer,0.769,Taounate,69.73035662510873,
373,Tizagui,Azilal,2,Tisqi,0.5,Touizgui,0.8,Assa-Zag,69.78834444766599,
374,B'Sabsa,Taounate,2,El Bsabsa,0.75,El Bsabsa,0.75,Taounate,69.84633227022326,
375,My thami,Ouezzane,2,Masmouda,0.375,Tamri,0.615,Agadir-Ida Ou Tanane,69.90432009278052,
376,"My,Bouchta",Taounate,2,Bouhouda,0.556,Moulay Bouchta,0.75,Moulay Yacoub,69.96230791533777,
377,Médina,Al Haouz,2,Oukaimeden,0.5,Médiouna,0.857,Nouaceur,70.02029573789504,
378,"N°6830,Sidi Belkacem",Inezgane-Aït Melloul,2,Sidi Bibi,0.429,Sidi Kacem,0.69,Sidi Kacem,70.0782835604523,
379,Mezguitem,Guercif,2,Mazguitam,0.778,Mezguita,0.824,Ouarzazate,70.13627138300957,
380,Mly Hassan,Tétouan,2,Bni Arouss,0.4,Massa,0.667,Tiznit,70.19425920556684,
381,Mokrissat,Chefchaouen,2,Moqrisset,0.778,Moqrisset,0.778,Chefchaouen,70.25224702812409,
382,Mokrisset,Ouezzane,2,Lamrabih,0.353,Moqrisset,0.889,Chefchaouen,70.31023485068135,
383,Amria 2,Béni Mellal,2,Had Bradia,0.471,Lamrija,0.714,Guercif,70.36822267323862,
384,Aoulos,Taroudant,2,Aoulouz,0.769,Aoulouz,0.769,Taroudant,70.42621049579589,
385,Arroui,Nador,2,Al Aroui,0.714,Azrou,0.727,Ifrane,70.48419831835315,
386,As Jbel,Tinghir,2,Assoul,0.462,Jbiel,0.667,El Kelâa des Sraghna,70.5421861409104,
387,ait boamrane,Tinghir,2,Aït Hani,0.6,Ait Naamane,0.783,El Hajeb,70.60017396346767,
388,ait boullal,Tinghir,2,Ait Youl,0.737,Ait Ouallal,0.909,Zagora,70.65816178602493,
389,Zerhoune,Meknès,2,Ouislane,0.5,Mzefroune,0.824,Ouezzane,70.7161496085822,
390,ain bziz,Meknès,2,Aïn Orma,0.5,Ain Sbit,0.75,Khemisset,70.77413743113947,
391,As jbel sofla,Tinghir,2,Ait Sedrate Jbel El Soufla,0.667,Ait Sedrate Jbel El Soufla,0.667,Tinghir,70.83212525369673,
392,Douar Chems,Ouarzazate,2,Skoura Ahl El Oust,0.483,Rouached,0.632,Fquih Ben Salah,70.89011307625398,
393,Douar Oulad Mkadem,Guelmim,2,Aouint Yghomane,0.242,Houara Oulad Raho,0.686,Guercif,70.94810089881125,
394,Menara,Ouarzazate,2,Afra,0.6,Mnasra,0.833,Kénitra,71.00608872136851,
395,Menara,Taroudant,2,Lamhara,0.615,Mnasra,0.833,Kénitra,71.06407654392578,
396,Mesker,Ouezzane,2,Moulay Abdelkader,0.435,Meskoura,0.714,Khouribga,71.12206436648304,
397,Medina,El Kelâa des Sraghna,2,Hiadna,0.5,Médiouna,0.857,Nouaceur,71.1800521890403,
398,Meghasseine,Meknès,2,Mrhassiyine,0.727,Mrhassiyine,0.727,Meknès,71.23804001159756,
399,Meknassa,Taza,2,Meknassa Acharqia,0.64,Massa,0.769,Tiznit,71.29602783415483,
400,ait h said,Tinghir,2,Aït Hani,0.778,Ait Said,0.889,Essaouira,71.3540156567121,
401,ait hamou oussaid,Tinghir,2,Ait Ouassif,0.643,Ait Haddou Youssef,0.743,Taroudant,71.41200347926936,
402,ait harouit,Tinghir,2,Aït Hani,0.737,Ait Hammou,0.762,Rehamna,71.46999130182661,
403,ait kassi,Tinghir,2,Ait Ouassif,0.8,Ait Ouassif,0.8,Tinghir,71.52797912438388,
404,Alhaouz,Al Haouz,2,Tahannaout,0.588,Haouza,0.769,Es-Semara,71.58596694694114,
405,Alouhda,Taza,2,Bouchfaa,0.533,Tabouda,0.714,Chefchaouen,71.64395476949841,
406,Alwahda,Taza,2,Tahla,0.5,Lahdar,0.769,Youssoufia,71.70194259205567,
407,Amria,Béni Mellal,2,Had Bradia,0.533,Lamrija,0.833,Guercif,71.75993041461292,
408,Menara,Béni Mellal,2,Naour,0.545,Mnasra,0.833,Kénitra,71.81791823717019,
409,Draa,Azilal,2,Rfala,0.667,Drargua,0.727,Inezgane-Aït Melloul,71.87590605972746,
410,El Kassam,Settat,2,Oulad Saïd,0.421,El Kansera,0.737,Khemisset,71.93389388228472,
411,Marenienne,Fès,2,Louadaine,0.421,Mallalienne,0.667,Tétouan,71.99188170484199,
412,Marigha,Al Haouz,2,Amghras,0.571,Mtarnagha,0.75,Sefrou,72.04986952739925,
413,Marinienne,Fès,2,Ain Bida,0.444,Mallalienne,0.667,Tétouan,72.1078573499565,
414,Marjane,Meknès,2,Majjate,0.714,Zemrane,0.714,El Kelâa des Sraghna,72.16584517251377,
415,Mazrawa,Taounate,2,Mezraoua,0.667,Smara,0.667,Es-Semara,72.22383299507104,
416,M.Bmellal,Béni Mellal,2,Beni Mellal,0.7,Beni Mellal,0.7,Béni Mellal,72.2818208176283,
417,Ennakhil,Al Haouz,2,Ighil,0.462,Ben Khlil,0.706,Tan-Tan,72.33980864018557,
418,Ait majber,Tinghir,2,Aït Elfarsi,0.571,Aït Majden,0.8,Azilal,72.39779646274282,
419,Ait oum bakht,Béni Mellal,2,Ait Ouqabli,0.583,Ait Oum El Bekht,0.828,Khénifra,72.45578428530008,
420,ait ouffi,Tinghir,2,Ait Youl,0.706,Ait Ourir,0.778,Marrakech,72.51377210785735,
421,ait wahi,Tinghir,2,Aït Hani,0.75,Ait Said,0.75,Essaouira,72.57175993041461,
422,akdim,Tinghir,2,Ouaklim,0.667,Aklim,0.8,Berkane,72.62974775297188,
423,ait driss,Tinghir,2,Ait Ouassif,0.6,Ait Oumdis,0.737,Ouarzazate,72.68773557552913,
424,ait gmate,Tinghir,2,Aït Hani,0.588,Ait Mait,0.824,Driouch,72.7457233980864,
425,Ennakhil,Rehamna,2,Ait Taleb,0.118,Ben Khlil,0.706,Tan-Tan,72.80371122064366,
426,F.Anceur,Béni Mellal,2,Foum El Anceur,0.636,Foum El Anceur,0.636,Béni Mellal,72.86169904320093,
427,Fansseur,Béni Mellal,2,Foum El Anceur,0.545,Aousserd,0.625,Aousserd,72.9196868657582,
428,Lkhmis,Tinghir,2,Tilmi,0.545,Khémisset,0.667,Khemisset,72.97767468831546,
429,Lkrakra,Settat,2,Oulad Freiha,0.316,Laqraqra,0.667,Fquih Ben Salah,73.03566251087271,
430,M kellat magouna,Tinghir,2,Kalaat M'Gouna,0.733,Kalaat M'Gouna,0.733,Tinghir,73.09365033342998,
431,M'kanssa,Taounate,2,Kissane,0.533,Mkansa,0.857,Sidi Kacem,73.15163815598724,
432,Lakmis,Tinghir,2,Tilmi,0.545,Lamssid,0.615,Boujdour,73.20962597854451,
433,chahid baha,Sefrou,2,Ahl Sidi Lahcen,0.538,Ait Baha,0.737,Chtouka-Aït Baha,73.26761380110177,
434,Ait atab,Azilal,2,Aït Abbas,0.706,Ait Taleb,0.824,Rehamna,73.32560162365903,
435,bni enssar,Nador,2,Beni Ansar,0.8,Beni Ansar,0.8,Nador,73.38358944621629,
436,bouchair,Settat,2,Oulad Sghir,0.526,Bouqachmir,0.778,Khemisset,73.44157726877356,
437,akdim ait mraou,Tinghir,2,Ait Youl,0.522,Sebt Aït Rahou,0.621,Khemisset,73.49956509133082,
438,bab mrouj,Taza,2,Bab Marzouka,0.762,Bab Marzouka,0.762,Taza,73.55755291388809,
439,Feriata,Béni Mellal,2,Boutferda,0.5,Fraita,0.769,El Kelâa des Sraghna,73.61554073644534,
440,Fersiou,Ouezzane,2,Teroual,0.571,Tafersit,0.667,Driouch,73.6735285590026,
441,Gfifat,Taroudant,2,Freija,0.5,Lagfifat,0.857,Chtouka-Aït Baha,73.73151638155987,
442,Koka si Moussa,Settat,2,Zaouiat Sidi Ben Hamdoun,0.474,Sidi Moussa,0.72,El Kelâa des Sraghna,73.78950420411714,
443,Kolea,Inezgane-Aït Melloul,2,Ouled Teima,0.5,Boulemane,0.571,Boulemane,73.8474920266744,
444,Krakra,Settat,2,Rima,0.4,Hrara,0.727,Safi,73.90547984923167,
445,Krona,Driouch,2,Ourdana,0.5,Tekna,0.6,Sidi Kacem,73.96346767178892,
446,Laamoucha,Settat,2,Lahouaza,0.588,Laaouama,0.706,Tanger-Assilah,74.02145549434618,
447,Ait Sawane,Ouarzazate,2,Ait Zineb,0.632,Ait Naamane,0.762,El Hajeb,74.07944331690345,
448,hadkouret,Sidi Kacem,2,Taoughilt,0.444,Had Kourt,0.889,Ouezzane,74.13743113946072,
449,hay salam kelaa,Tinghir,2,Ait Sedrate Sahl El Gharbia,0.476,Had Al Gharbia,0.483,Tanger-Assilah,74.19541896201798,
450,iazaneen,Nador,2,Iaazzanene,0.778,Iaazzanene,0.778,Nador,74.25340678457523,
451,boumardoul,Tinghir,2,Bou Azmou,0.632,Bouarouss,0.737,Taounate,74.3113946071325,
452,bouzmlane,Taza,2,Bouyablane,0.737,Boulemane,0.778,Boulemane,74.36938242968976,
453,"k,militaire",Taza,2,Msila,0.5,Mzilate,0.556,Chichaoua,74.42737025224703,
454,khmiss dadaes,Tinghir,2,Souk Lakhmis Dades,0.71,Souk Lakhmis Dades,0.71,Tinghir,74.4853580748043,
455,ibrghoussne,Tinghir,2,Ait Ouassif,0.455,Tighedouine,0.636,Al Haouz,74.54334589736155,
456,ida ouguerd,Essaouira,2,Aguerd,0.706,Ida Ougoummad,0.75,Al Haouz,74.60133371991881,
457,igheram amazdar,Tinghir,2,Ait Sedrate Sahl Charkia,0.41,M'Saada,0.545,Sidi Slimane,74.65932154247608,
458,ighramloule,Tinghir,2,Toudgha El Oulia,0.519,Ighzrane,0.632,Taza,74.71730936503334,
459,ighramloulne,Tinghir,2,Aghbalou N'Kerdous,0.533,Ighzrane,0.7,Taza,74.77529718759061,
460,Laaouina,Azilal,2,Taounza,0.667,Laaouinate,0.889,Jerada,74.83328501014788,
461,Ghorm Alem,Béni Mellal,2,Oulad M'Barek,0.435,Laghoualem,0.7,Benslimane,74.89127283270513,
462,Guèliz,Tinghir,2,Ouaklim,0.462,Guelmim,0.769,Guelmim,74.94926065526239,
463,Khlalta,Fquih Ben Salah,2,Fkih Ben Salah,0.381,Khlalfa,0.857,Taounate,75.00724847781966,
464,senhaja,Sefrou,2,Dar El Hamra,0.421,Senada,0.769,Al Hoceïma,75.06523630037692,
465,Aait adel,Al Haouz,2,Sti Fadma,0.444,Ait Aadel,0.889,El Kelâa des Sraghna,75.12322412293419,
466,my bouchta,Taounate,2,Bni Bouchibet,0.609,Moulay Bouchta,0.833,Moulay Yacoub,75.18121194549144,
467,old taher,Taounate,2,Oulad Daoud,0.5,Oulad Amer,0.737,El Kelâa des Sraghna,75.2391997680487,
468,ouarchdik,Tinghir,2,Ouaklim,0.5,Rouached,0.706,Fquih Ben Salah,75.29718759060597,
469,magaz kelaa,Tinghir,2,Aït Elfarsi,0.455,Melaab,0.588,Errachidia,75.35517541316324,
470,mecheraa laine,Taroudant,2,Machraa El Ain,0.786,Machraa El Ain,0.786,Taroudant,75.4131632357205,
471,merna,Tinghir,2,Imider,0.545,Merija,0.727,Jerada,75.47115105827775,
472,mezguitem,Guercif,2,Mazguitam,0.778,Mezguita,0.824,Ouarzazate,75.52913888083502,
473,tansghart,Tinghir,2,Tinghir,0.625,Tanougha,0.706,Béni Mellal,75.58712670339229,
474,A.taourirt,Al Hoceïma,2,Arbaa Taourirt,0.75,Taourirt,0.889,Taourirt,75.64511452594955,
475,"s,yahya/zeroual",Taounate,2,Sidi Yahya Bni Zeroual,0.757,Sidi Yahya Bni Zeroual,0.757,Taounate,75.70310234850682,
476,saiss,Fès,2,Ain Kansra,0.4,Assaisse,0.769,Ouarzazate,75.76109017106408,
477,Hamria,Moulay Yacoub,2,Charqaoua,0.533,Lamrija,0.769,Guercif,75.81907799362133,
478,Hay Elmohammadi,Agadir-Ida Ou Tanane,2,Agadir,0.381,Mohammédia,0.64,Mohammedia,75.8770658161786,
479,Isskssi,Azilal,2,Tisqi,0.5,Isseksi,0.857,Béni Mellal,75.93505363873587,
480,J Melha,Sidi Kacem,2,Selfat,0.462,Jorf El Melha,0.7,Ouezzane,75.99304146129313,
481,Jiyarin,Taza,2,Jbarna,0.615,Bni Yagrine,0.667,Settat,76.0510292838504,
482,Igraouen,Khouribga,2,Mrizigue,0.5,Imaouen,0.8,Taroudant,76.10901710640765,
483,Ikaouen,Al Hoceïma,2,Imzouren,0.667,Imaouen,0.857,Taroudant,76.16700492896491,
484,A H oyahya,Tinghir,2,Aït Hani,0.444,Ait Yahya,0.737,Midelt,76.22499275152218,
485,A S Jbel,Tinghir,2,Ait Sedrate Jbel El Oulia,0.485,Bni Sidel Jbel,0.636,Nador,76.28298057407945,
